Timestamp,Originator,OriginatorID,Event,Parameter,Shepherd,Wolf,Wolf,Wolf,Wolf,Wolf,Wolf,Wolf,Wolf
.854,Terrain,28010,None,True,248.5:-0.005000055:423.2:0:0.9938502:0:-0.1107332,254.1274:0.1115837:400.5315:0.00247727:-0.1213637:0.0003028905:0.992605,226.925:0.1115837:400.0205:0.001713022:0.3660685:-0.0006738584:0.9305861,239.5336:0.1115837:409.8317:0.003464405:0.2911229:-0.001054238:0.9566788,257.9121:0.1115837:401.5073:0.002413644:-0.2032577:0.0005010527:0.9791222,244.207:0.1115837:388.6828:0.001672654:0.06182851:-0.0001036161:0.9980854,245.0705:0.1115837:391.2257:0.001810092:0.05339856:-9.679455E-05:0.9985716,224.7857:0.1115837:400.783:0.001640549:0.3956319:-0.0007067162:0.9184074,240.4374:0.1115839:408.7354:0.003406834:0.2515215:-0.0008853605:0.9678453
.900,Terrain,28010,None,True,248.5:-0.005000055:423.2:0:0.9938502:0:-0.1107332,254.1274:0.1115837:400.5315:0.00247727:-0.1213637:0.0003028905:0.992605,226.925:0.1115837:400.0205:0.001713022:0.3660685:-0.0006738584:0.9305861,239.5336:0.1115837:409.8317:0.003464405:0.2911229:-0.001054238:0.9566788,257.9121:0.1115837:401.5073:0.002413644:-0.2032577:0.0005010527:0.9791222,244.207:0.1115837:388.6828:0.001672654:0.06182851:-0.0001036161:0.9980854,245.0705:0.1115837:391.2257:0.001810092:0.05339856:-9.679455E-05:0.9985716,224.7857:0.1115837:400.783:0.001640549:0.3956319:-0.0007067162:0.9184074,240.4374:0.1115839:408.7354:0.003406834:0.2515215:-0.0008853605:0.9678453
.947,Terrain,28010,None,True,248.5:-0.005000055:423.2:0:0.9938502:0:-0.1107332,254.1274:0.1115837:400.5315:0.00247727:-0.1213637:0.0003028905:0.992605,226.925:0.1115837:400.0205:0.001713022:0.3660685:-0.0006738584:0.9305861,239.5336:0.1115837:409.8317:0.003464405:0.2911229:-0.001054238:0.9566788,257.9121:0.1115837:401.5073:0.002413644:-0.2032577:0.0005010527:0.9791222,244.207:0.1115837:388.6828:0.001672654:0.06182851:-0.0001036161:0.9980854,245.0705:0.1115837:391.2257:0.001810092:0.05339856:-9.679455E-05:0.9985716,224.7857:0.1115837:400.783:0.001640549:0.3956319:-0.0007067162:0.9184074,240.4374:0.1115839:408.7354:0.003406834:0.2515215:-0.0008853605:0.9678453
.993,Terrain,28010,None,True,248.4897:-0.005000055:423.1718:0:0.9938502:0:-0.1107332,254.1274:0.1115837:400.5315:0.002479809:-0.1217211:0.0003041074:0.9925612,226.925:0.1115837:400.0205:0.001714397:0.3662408:-0.0006747659:0.9305183,239.5336:0.1115837:409.8317:0.003470466:0.2913369:-0.001056931:0.9566137,257.9121:0.1115837:401.5073:0.002415653:-0.2036865:0.0005025736:0.9790331,244.207:0.1115837:388.6828:0.001674075:0.06173183:-0.0001035413:0.9980914,245.0705:0.1115837:391.2257:0.001811747:0.05328625:-9.667874E-05:0.9985777,224.7857:0.1115837:400.783:0.001641756:0.3958215:-0.0007076381:0.9183257,240.4374:0.1115839:408.7354:0.003412827:0.2516609:-0.0008874428:0.9678091
1.044,Terrain,28010,None,True,248.4156:-0.004999936:422.9685:0:0.9925938:0:-0.1214809,254.1274:0.1115837:400.5315:0.002498168:-0.1243153:0.0003129894:0.9922396,226.925:0.1115837:400.0205:0.001724342:0.3674878:-0.0006813511:0.9300265,239.5336:0.1115837:409.8317:0.003514661:0.2928972:-0.00107666:0.9561369,257.9121:0.1115837:401.5073:0.002430125:-0.2067943:0.0005136401:0.9783813,244.207:0.1115837:388.6828:0.001684362:0.06103089:-0.0001029902:0.9981345,245.0705:0.1115837:391.2257:0.001823741:0.05247163:-9.582681E-05:0.9986207,224.7857:0.1115837:400.783:0.00165048:0.3971932:-0.0007143245:0.9177333,240.4374:0.1115839:408.7354:0.003456547:0.2526771:-0.0009026879:0.9675441
1.091,Terrain,28010,None,True,248.3429:-0.004999876:422.7693:0:0.9918245:0:-0.1276093,254.1274:0.1115837:400.5315:0.002516347:-0.1268969:0.0003219201:0.9919127,226.925:0.1115837:400.0205:0.001734189:0.368725:-0.0006879112:0.9295366,239.5336:0.1115837:409.8317:0.003559049:0.2944665:-0.001096652:0.9556546,257.9121:0.1115837:401.5073:0.002444357:-0.2098792:0.0005247082:0.9777241,244.207:0.1115837:388.6828:0.001694566:0.06033523:-0.0001024288:0.9981768,245.0705:0.1115837:391.2257:0.001835648:0.05166238:-9.496092E-05:0.9986629,224.7857:0.1115837:400.783:0.001659104:0.3985529:-0.0007209784:0.9171436,240.4374:0.1115839:408.7354:0.003500493:0.2536989:-0.000918115:0.9672765
1.136,Terrain,28010,None,True,248.2593:-0.004999995:422.54:0:0.9911132:0:-0.1330209,254.1274:0.1115837:400.5315:0.002537488:-0.129915:0.0003324765:0.9915218,226.925:0.1115837:400.0205:0.00174564:0.3701669:-0.0006955905:0.9289634,239.5336:0.1115837:409.8317:0.003611467:0.2963229:-0.001120493:0.9550804,257.9121:0.1115837:401.5073:0.002460787:-0.2134761:0.0005377163:0.976945,244.207:0.1115837:388.6828:0.001706459:0.0595244:-0.0001017565:0.9982254,245.0705:0.1115837:391.2257:0.001849537:0.0507182:-9.392625E-05:0.9987113,224.7857:0.1115837:400.783:0.001669117:0.4001361:-0.0007287589:0.916454,240.4374:0.1115839:408.7354:0.003552435:0.2549075:-0.0009364856:0.9669585
1.180,Terrain,28010,None,True,248.1216:-0.005000055:422.1624:0:0.990155:0:-0.1399755,254.1274:0.1115837:400.5315:0.002572822:-0.1350006:0.0003505429:0.9908421,226.925:0.1115837:400.0205:0.001764783:0.372586:-0.0007085523:0.9279957,239.5336:0.1115837:409.8317:0.003701087:0.2995057:-0.001161841:0.9540866,257.9121:0.1115837:401.5073:0.002487949:-0.2195131:0.0005597928:0.9756063,244.207:0.1115837:388.6828:0.001726403:0.05816396:-0.0001005849:0.9983056,245.0705:0.1115837:391.2257:0.001872859:0.04913171:-9.212819E-05:0.9987906,224.7857:0.1115837:400.783:0.001685814:0.4027888:-0.0007418697:0.9152911,240.4374:0.1115839:408.7354:0.003641369:0.2569799:-0.0009682839:0.9664094
1.231,Terrain,28010,None,True,248.0259:-0.005000055:421.8969:0:0.9897364:0:-0.1429054,254.1274:0.1115837:400.5315:0.00259809:-0.138638:0.0003637077:0.9903396,226.925:0.1115837:400.0205:0.001778396:0.3743331:-0.0007179102:0.9272923,239.5336:0.1115837:409.8317:0.003701087:0.2995057:-0.001161841:0.9540866,257.9121:0.1115837:401.5073:0.002507174:-0.2238192:0.0005757624:0.9746273,244.207:0.1115837:388.6828:0.001740685:0.05720594:-9.974102E-05:0.9983609,245.0705:0.1115837:391.2257:0.001889586:0.04801135:-9.082646E-05:0.998845,224.7857:0.1115837:400.783:0.001697648:0.4046991:-0.000751313:0.914448,240.4374:0.1115839:408.7354:0.003706368:0.2585333:-0.0009919511:0.9659948
1.280,Terrain,28010,None,True,247.9194:-0.005000055:421.4788:0:0.9921581:0:-0.1249891,254.1274:0.1115837:400.5315:0.00264042:-0.1435592:0.0003830255:0.9896381,226.925:0.1115837:400.0205:0.00179796:0.3776298:-0.0007332574:0.9259546,239.5336:0.1115837:409.8317:0.003701087:0.2995057:-0.001161841:0.9540866,257.9121:0.1115837:401.5073:0.00254031:-0.2298863:0.0006000554:0.973214,244.207:0.1115837:388.6828:0.001763318:0.05632814:-9.94825E-05:0.9984108,245.0705:0.1115837:391.2257:0.001916194:0.04692822:-9.00229E-05:0.9988964,224.7857:0.1115837:400.783:0.00171436:0.4081997:-0.0007665774:0.9128907,240.4374:0.1115839:408.7354:0.003739828:0.2595237:-0.001005017:0.965729
1.326,Terrain,28010,None,True,248.0172:-0.004999995:421.506:0:0.9948958:0:-0.1009083,254.1274:0.1115837:400.5315:0.002641488:-0.1412602:0.0003769179:0.9899689,226.925:0.1115837:400.0205:0.001792094:0.3784129:-0.0007326341:0.9256349,239.5336:0.1115837:409.8317:0.003701087:0.2995057:-0.001161841:0.9540866,257.9121:0.1115837:401.5073:0.002543838:-0.2277133:0.0005948968:0.9737247,244.207:0.1115837:388.6828:0.00176114:0.05775025:-0.0001018765:0.9983295,245.0705:0.1115837:391.2257:0.001913762:0.04848503:-9.289822E-05:0.9988221,224.7857:0.1115837:400.783:0.001708795:0.4088593:-0.0007655709:0.9125955,240.4374:0.1115839:408.7354:0.003739828:0.2595237:-0.001005017:0.965729
1.371,Terrain,28010,None,True,248.0508:-0.004999876:421.4783:0:0.9976333:0:-0.06875923,254.1274:0.1115837:400.5315:0.002646042:-0.140705:0.0003760538:0.990048,226.925:0.1115837:400.0205:0.001791339:0.3790779:-0.0007338281:0.9253628,239.5336:0.1115837:409.8317:0.003701087:0.2995057:-0.001161841:0.9540866,257.9121:0.1115837:401.5073:0.002548598:-0.2273243:0.000594936:0.9738156,244.207:0.1115837:388.6828:0.001762338:0.05830179:-0.0001029227:0.9982975,245.0705:0.1115837:391.2257:0.001915229:0.04907712:-9.41075E-05:0.9987932,224.7857:0.1115837:400.783:0.001707899:0.4094883:-0.0007665838:0.9123135,240.4374:0.1115839:408.7354:0.003739828:0.2595237:-0.001005017:0.965729
1.417,Terrain,28010,None,True,248.0905:-0.004999995:421.44:0:0.9994625:0:-0.0327821,254.1274:0.1115837:400.5315:0.002652097:-0.14008:0.0003752066:0.9901366,226.925:0.1115837:400.0205:0.001790631:0.3799255:-0.0007354543:0.9250151,239.5336:0.1115837:409.8317:0.003701087:0.2995057:-0.001161841:0.9540866,257.9121:0.1115837:401.5073:0.002554805:-0.2269154:0.0005952541:0.9739109,244.207:0.1115837:388.6828:0.001764055:0.05896616:-0.000104201:0.9982585,245.0705:0.1115837:391.2257:0.00191732:0.04978894:-9.558006E-05:0.998758,224.7857:0.1115837:400.783:0.001706989:0.4102939:-0.0007679875:0.9119514,240.4374:0.1115839:408.7354:0.003739828:0.2595237:-0.001005017:0.965729
1.461,Terrain,28010,None,True,248.1689:-0.005000114:421.3639:0:0.9997314:0:0.02317883,254.1274:0.1115837:400.5315:0.002664175:-0.1388418:0.000373518:0.9903109,226.925:0.1115837:400.0205:0.001789228:0.3816032:-0.0007386749:0.9243242,239.5336:0.1115837:409.8317:0.003701087:0.2995057:-0.001161841:0.9540866,257.9121:0.1115837:401.5073:0.002567189:-0.2261083:0.0005958972:0.9740986,244.207:0.1115837:388.6828:0.001767468:0.0602822:-0.0001067412:0.9981798,245.0705:0.1115837:391.2257:0.001921478:0.05119929:-9.850772E-05:0.9986866,224.7857:0.1115837:400.783:0.001705188:0.4118885:-0.0007707665:0.9112324,240.4374:0.1115839:408.7354:0.003739828:0.2595237:-0.001005017:0.965729
1.506,Terrain,28010,None,True,248.2318:-0.005000114:421.3028:0:0.9983587:0:0.05727146,254.1274:0.1115837:400.5315:0.00267393:-0.1378381:0.0003721226:0.9904511,226.925:0.1115837:400.0205:0.001788074:0.382949:-0.0007412485:0.9237674,239.5336:0.1115837:409.8317:0.003701087:0.2995057:-0.001161841:0.9540866,257.9121:0.1115837:401.5073:0.002577208:-0.2254529:0.0005963958:0.9742505,244.207:0.1115837:388.6828:0.001770202:0.06134329:-0.0001087951:0.9981152,245.0705:0.1115837:391.2257:0.00192481:0.05233693:-0.0001008771:0.9986277,224.7857:0.1115837:400.783:0.001703719:0.4131669:-0.0007729837:0.9106534,240.4374:0.1115839:408.7354:0.003739828:0.2595237:-0.001005017:0.965729
1.554,Terrain,28010,None,True,248.2954:-0.004999995:421.2412:0:0.9966855:0:0.08135103,254.1274:0.1115837:400.5315:0.002683832:-0.1368178:0.0003706833:0.9905925,226.925:0.1115837:400.0205:0.001786889:0.3843064:-0.0007438372:0.9232036,239.5336:0.1115837:409.8317:0.003701087:0.2995057:-0.001161841:0.9540866,257.9121:0.1115837:401.5073:0.002587391:-0.2247866:0.0005968886:0.9744044,244.207:0.1115837:388.6828:0.001772958:0.06241757:-0.0001108801:0.9980485,245.0705:0.1115837:391.2257:0.00192817:0.05348913:-0.0001032842:0.9985666,224.7857:0.1115837:400.783:0.001702219:0.4144559:-0.0007752112:0.9100675,240.4374:0.1115839:408.7354:0.003739828:0.2595237:-0.001005017:0.965729
1.599,Terrain,28010,None,True,248.3526:-0.004999995:421.1858:0:0.9953868:0:0.09594284,254.1274:0.1115837:400.5315:0.00269278:-0.1358933:0.0003693586:0.9907198,226.925:0.1115837:400.0205:0.001785806:0.3855256:-0.0007461556:0.9226951,239.5336:0.1115837:409.8317:0.003701087:0.2995057:-0.001161841:0.9540866,257.9121:0.1115837:401.5073:0.002596608:-0.224182:0.0005973183:0.9745437,244.207:0.1115837:388.6828:0.001775433:0.06338656:-0.0001127655:0.9979875,245.0705:0.1115837:391.2257:0.001931188:0.0545288:-0.0001054625:0.9985104,224.7857:0.1115837:400.783:0.001700855:0.4156131:-0.0007772038:0.9095396,240.4374:0.1115839:408.7354:0.003739828:0.2595237:-0.001005017:0.965729
1.646,Terrain,28010,None,True,248.4187:-0.004999936:421.1215:0:0.9945623:0:0.1041431,254.1274:0.1115837:400.5315:0.002703221:-0.1348184:0.0003678034:0.9908666,226.925:0.1115837:400.0205:0.001784543:0.3869375:-0.0007488383:0.9221039,239.5336:0.1115837:409.8317:0.003701087:0.2995057:-0.001161841:0.9540866,257.9121:0.1115837:401.5073:0.002607369:-0.2234804:0.0005978176:0.9747048,244.207:0.1115837:388.6828:0.001778307:0.0645111:-0.0001149602:0.9979154,245.0705:0.1115837:391.2257:0.001934693:0.0557357:-0.0001079996:0.9984437,224.7857:0.1115837:400.783:0.001699269:0.4169528:-0.0007795079:0.9089262,240.4374:0.1115839:408.7354:0.003739828:0.2595237:-0.001005017:0.965729
1.690,Terrain,28010,None,True,248.4474:-0.004999995:421.0938:0:0.9949999:0:0.09987598,254.1274:0.1115837:400.5315:0.002707747:-0.1343485:0.0003671113:0.9909304,226.925:0.1115837:400.0205:0.001783984:0.3875472:-0.0007499913:0.9218478,239.5336:0.1115837:409.8317:0.003701087:0.2995057:-0.001161841:0.9540866,257.9121:0.1115837:401.5073:0.002612042:-0.2231724:0.0005980205:0.9747753,244.207:0.1115837:388.6828:0.001779543:0.0649995:-0.0001159147:0.9978837,245.0705:0.1115837:391.2257:0.001936201:0.05626008:-0.0001091038:0.9984143,224.7857:0.1115837:400.783:0.001698572:0.417531:-0.0007804966:0.9086608,240.4374:0.1115839:408.7354:0.003739828:0.2595237:-0.001005017:0.965729
1.735,Terrain,28010,None,True,248.468:-0.005000174:421.0742:0:0.9961772:0:0.08735647,254.1274:0.1115837:400.5315:0.002710977:-0.134008:0.0003666006:0.9909765,226.925:0.1115837:400.0205:0.001783572:0.3879824:-0.0007508094:0.9216648,239.5336:0.1115837:409.8317:0.003701087:0.2995057:-0.001161841:0.9540866,257.9121:0.1115837:401.5073:0.002615386:-0.2229475:0.0005981512:0.9748268,244.207:0.1115837:388.6828:0.001780418:0.06535054:-0.0001166007:0.9978608,245.0705:0.1115837:391.2257:0.00193727:0.05663711:-0.000109898:0.9983929,224.7857:0.1115837:400.783:0.001698064:0.4179435:-0.0007811968:0.9084711,240.4374:0.1115839:408.7354:0.003739828:0.2595237:-0.001005017:0.965729
1.780,Terrain,28010,None,True,248.4834:-0.005000055:421.0597:0:0.9972467:0:0.0741545,254.1274:0.1115837:400.5315:0.002713376:-0.1337525:0.0003662127:0.991011,226.925:0.1115837:400.0205:0.001783256:0.3883063:-0.0007514142:0.9215283,239.5336:0.1115837:409.8317:0.003701087:0.2995057:-0.001161841:0.9540866,257.9121:0.1115837:401.5073:0.002617873:-0.2227782:0.0005982416:0.9748655,244.207:0.1115837:388.6828:0.001781063:0.06561276:-0.000117113:0.9978436,245.0705:0.1115837:391.2257:0.001938057:0.05691878:-0.0001104912:0.998377,224.7857:0.1115837:400.783:0.001697677:0.4182504:-0.0007817138:0.9083298,240.4374:0.1115839:408.7354:0.003739828:0.2595237:-0.001005017:0.965729
1.824,Terrain,28010,None,True,248.5061:-0.005000055:421.0373:0:0.9983658:0:0.0571457,254.1274:0.1115837:400.5315:0.00271703:-0.1333803:0.0003656668:0.9910612,226.925:0.1115837:400.0205:0.00178282:0.3887933:-0.0007523401:0.921323,239.5336:0.1115837:409.8317:0.003701087:0.2995057:-0.001161841:0.9540866,257.9121:0.1115837:401.5073:0.002621642:-0.2225365:0.0005984191:0.9749206,244.207:0.1115837:388.6828:0.001782063:0.06600154:-0.0001178761:0.9978179,245.0705:0.1115837:391.2257:0.001939276:0.05733624:-0.0001113743:0.9983531,224.7857:0.1115837:400.783:0.001697129:0.4187124:-0.0007825085:0.908117,240.4374:0.1115839:408.7354:0.003739828:0.2595237:-0.001005017:0.965729
1.868,Terrain,28010,None,True,248.5206:-0.004999995:421.0235:0:0.9988747:0:0.04742651,254.1274:0.1115837:400.5315:0.002719313:-0.1331387:0.0003652994:0.9910936,226.925:0.1115837:400.0205:0.001782523:0.3890997:-0.0007529134:0.9211937,239.5336:0.1115837:409.8317:0.003701087:0.2995057:-0.001161841:0.9540866,257.9121:0.1115837:401.5073:0.002624009:-0.222377:0.0005985076:0.974957,244.207:0.1115837:388.6828:0.001782677:0.06624957:-0.0001183618:0.9978015,245.0705:0.1115837:391.2257:0.001940026:0.05760273:-0.0001119369:0.9983377,224.7857:0.1115837:400.783:0.001696765:0.4190027:-0.0007829985:0.9079831,240.4374:0.1115839:408.7354:0.003739828:0.2595237:-0.001005017:0.965729
1.916,Terrain,28010,None,True,248.5346:-0.004999936:421.0096:0:0.9992458:0:0.03883221,254.1274:0.1115837:400.5315:0.002721588:-0.1329101:0.0003649658:0.9911243,226.925:0.1115837:400.0205:0.001782257:0.3894011:-0.0007534884:0.9210663,239.5336:0.1115837:409.8317:0.003701087:0.2995057:-0.001161841:0.9540866,257.9121:0.1115837:401.5073:0.002626353:-0.2222295:0.0005986243:0.9749907,244.207:0.1115837:388.6828:0.0017833:0.06648941:-0.0001188337:0.9977856,245.0705:0.1115837:391.2257:0.001940786:0.05786026:-0.000112483:0.9983228,224.7857:0.1115837:400.783:0.001696431:0.4192887:-0.0007834922:0.907851,240.4374:0.1115839:408.7354:0.003739828:0.2595237:-0.001005017:0.965729
1.960,Terrain,28010,None,True,248.5488:-0.004999995:420.996:0:0.9995318:0:0.03059666,254.1274:0.1115837:400.5315:0.002723834:-0.132673:0.0003646037:0.991156,226.925:0.1115837:400.0205:0.001781967:0.3897011:-0.0007540501:0.9209394,239.5336:0.1115837:409.8317:0.003701087:0.2995057:-0.001161841:0.9540866,257.9121:0.1115837:401.5073:0.002628682:-0.2220729:0.0005987111:0.9750264,244.207:0.1115837:388.6828:0.001783903:0.06673259:-0.0001193106:0.9977693,245.0705:0.1115837:391.2257:0.001941523:0.05812158:-0.0001130356:0.9983076,224.7857:0.1115837:400.783:0.001696075:0.4195729:-0.0007839723:0.9077197,240.4374:0.1115839:408.7354:0.003739828:0.2595237:-0.001005017:0.965729
2.006,Terrain,28010,None,True,248.5708:-0.005000055:420.9744:0:0.9998108:0:0.01945179,254.1274:0.1115837:400.5315:0.002727398:-0.1323085:0.0003640598:0.9912048,226.925:0.1115837:400.0205:0.001781535:0.3901731:-0.0007549443:0.9207395,239.5336:0.1115837:409.8317:0.003701087:0.2995057:-0.001161841:0.9540866,257.9121:0.1115837:401.5073:0.002632366:-0.2218357:0.0005988766:0.9750803,244.207:0.1115837:388.6828:0.001784871:0.06711128:-0.0001200558:0.9977439,245.0705:0.1115837:391.2257:0.001942704:0.05852836:-0.0001138987:0.9982839,224.7857:0.1115837:400.783:0.001695537:0.4200204:-0.0007847387:0.9075127,240.4374:0.1115839:408.7354:0.003739828:0.2595237:-0.001005017:0.965729
