Timestamp,Originator,OriginatorID,Event,Parameter,Shepherd,Wolf,Wolf,Wolf,Wolf,Wolf,Wolf,Wolf,Wolf,Wolf,Wolf,Wolf
.000,Terrain,110606,None,True,240.393:0:424.3809:0:-0.9938502:0:0.1107332,231.859:0:409.2561:0:0:0:1,251.5527:0.02229691:399.599:0:-0.4235321:0:0.9058812,239.8003:0:378.4259:0:0:0:1,254.9462:0.1008653:386.5403:0:-0.6449979:0:0.7641844,235.2962:0.2906466:392.9454:0:0:0:1,240.3786:0:409.3502:0:0:0:1,251.2971:0.07526565:391.3087:0:-0.4147338:0:0.9099429,245.6428:0:407.5663:0:0.9996465:0:0.02658921,247.8209:0:378.6161:0:0:0:1,217.1309:0:403.6449:0:0.4497332:0:0.893163,223.6364:0:397.3542:0:0:0:1
2.610,Terrain,110606,None,True,227.9605:-0.004999995:422.5768:0:-0.7872169:0:0.6166762,231.8623:-0.02999693:409.2643:-0.0008300701:0.07167286:5.964693E-05:0.9974279,251.4421:-0.02027446:399.7761:-0.000214916:-0.3894682:-9.087872E-05:0.9210399,239.8009:-0.02999851:378.4292:-0.0002711163:-0.1306414:-3.57252E-05:0.9914297,254.9644:0.07682049:386.5379:0.0008618874:-0.3160146:0.0002870808:0.9487539,235.2949:-0.02999952:392.9469:-0.0004064942:-0.1210305:-4.956254E-05:0.9926487,240.3745:-0.02999589:409.3578:-0.0006407929:-0.3681326:-0.0002537143:0.929773,251.2392:-0.02183917:391.3927:-0.0002053346:-0.3151605:-6.818835E-05:0.9490384,245.6411:-0.02999869:407.5775:-0.0004892009:-0.4201685:-0.0002265113:0.907446,247.8223:-0.02999872:378.6199:-0.0002533181:-0.2106058:-5.457429E-05:0.9775711,217.1357:-0.02999678:403.6479:-0.0005539493:0.2568285:0.0001472078:0.9664568,223.6416:-0.03000584:397.3586:-0.0004869177:0.08470716:4.139419E-05:0.9964058
2.681,Terrain,110606,None,True,227.3676:-0.005000174:422.4846:0:-0.7802562:0:0.62546,231.8623:-0.02999693:409.2643:-0.0008300701:0.07167286:5.964693E-05:0.9974279,251.4377:-0.02048895:399.7804:-0.0002149041:-0.3961279:-9.271396E-05:0.9181953,239.8009:-0.02999765:378.4294:-0.0002704621:-0.1371008:-3.743405E-05:0.9905571,254.9655:0.07681432:386.5383:0.000854714:-0.3215662:0.000290264:0.9468867,235.295:-0.02999988:392.9472:-0.0004052155:-0.1307278:-5.34315E-05:0.9914182,240.374:-0.02999574:409.3582:-0.0006254366:-0.3805618:-0.0002573841:0.9247553,251.2354:-0.02174002:391.3974:-0.0002022138:-0.3215719:-6.867387E-05:0.9468852,245.6409:-0.02999997:407.5778:-0.0004788277:-0.4288845:-0.0002273313:0.9033592,247.8225:-0.02999598:378.6202:-0.0002521034:-0.2164452:-5.589151E-05:0.9762948,217.136:-0.02999553:403.6483:-0.0005650769:0.2462394:0.0001435647:0.9692089,223.6416:-0.02999672:397.359:-0.0004907176:0.0735429:3.618679E-05:0.9972919
2.756,Terrain,110606,None,True,226.9227:-0.005000234:422.4125:0:-0.7781742:0:0.6280484,231.8623:-0.02999693:409.2643:-0.0008300701:0.07167286:5.964693E-05:0.9974279,251.435:-0.02088037:399.7822:-0.000218024:-0.4010372:-9.544742E-05:0.9160618,239.801:-0.02999902:378.4295:-0.0002699746:-0.1419385:-3.871173E-05:0.9898755,254.9659:0.07681957:386.5381:0.0008494498:-0.3256903:0.0002926119:0.9454761,235.295:-0.0299992:392.9475:-0.0004041572:-0.1379819:-5.630497E-05:0.9904347,240.3738:-0.02999488:409.3585:-0.0006140539:-0.3895912:-0.0002597537:0.9209877,251.2331:-0.02172127:391.3994:-0.0002005507:-0.3263264:-6.923513E-05:0.9452571,245.6409:-0.02999642:407.5782:-0.0004711226:-0.435254:-0.0002277644:0.9003075,247.8226:-0.02999869:378.6204:-0.0002512317:-0.220807:-5.687759E-05:0.9753175,217.1362:-0.03000244:403.6485:-0.0005737261:0.2380642:0.0001406268:0.9712492,223.6417:-0.03000754:397.3592:-0.0004938068:0.06506445:3.21975E-05:0.9978809
2.836,Terrain,110606,None,True,226.3322:-0.005000055:422.3004:0:-0.7787009:0:0.6273953,231.8623:-0.02999693:409.2643:-0.0008300701:0.07167286:5.964693E-05:0.9974279,251.4305:-0.02109769:399.7864:-0.0002179911:-0.4075882:-9.72995E-05:0.9131658,239.8011:-0.02999929:378.4297:-0.0002693568:-0.148389:-4.041703E-05:0.988929,254.9669:0.07682139:386.5383:0.0008425831:-0.3312077:0.0002957637:0.9435574,235.2951:-0.02999985:392.9478:-0.0004028251:-0.1476381:-6.013131E-05:0.9890414,240.3734:-0.02999574:409.3589:-0.0005994468:-0.401418:-0.0002627253:0.9158947,251.2292:-0.02163669:391.4041:-0.0001976982:-0.3326767:-6.974205E-05:0.9430409,245.6408:-0.03000006:407.5785:-0.0004613694:-0.4436667:-0.0002284046:0.8961917,247.8228:-0.02999797:378.6207:-0.0002500762:-0.2266282:-5.818829E-05:0.9739813,217.1364:-0.02999532:403.649:-0.0005852937:0.2270332:0.0001364441:0.9738868,223.6418:-0.02999699:397.3596:-0.0004975169:0.05370405:2.675729E-05:0.9985568
2.907,Terrain,110606,None,True,225.7464:-0.005000114:422.1662:0:-0.781943:0:0.6233501,231.8623:-0.02999693:409.2643:-0.0008300701:0.07167286:5.964693E-05:0.9974279,251.426:-0.02146345:399.7905:-0.0002199761:-0.4141617:-0.0001000938:0.9102033,239.8012:-0.02999923:378.4299:-0.0002688083:-0.1548397:-4.21303E-05:0.9879396,254.9676:0.0768213:386.5384:0.000835994:-0.3367494:0.0002989829:0.9415939,235.2952:-0.02999982:392.9481:-0.0004015858:-0.1572791:-6.395706E-05:0.9875541,240.3729:-0.02999592:409.3593:-0.0005854565:-0.4130646:-0.000265544:0.9107015,251.2253:-0.02161399:391.4087:-0.0001956665:-0.3390473:-7.051696E-05:0.9407693,245.6407:-0.03000033:407.5787:-0.0004519803:-0.4520407:-0.0002290518:0.8919972,247.8229:-0.02999783:378.6209:-0.0002489969:-0.2324615:-5.951251E-05:0.9726056,217.1367:-0.0299952:403.6494:-0.0005975758:0.2159024:0.0001321344:0.9764148,223.6418:-0.02999711:397.3601:-0.0005015958:0.04230652:2.123979E-05:0.9991046
2.984,Terrain,110606,None,True,225.1666:-0.005000055:422.008:0:-0.7875726:0:0.6162219,231.8623:-0.02999693:409.2643:-0.0008300701:0.07167286:5.964693E-05:0.9974279,251.4214:-0.02184451:399.7945:-0.0002221603:-0.4207697:-0.0001030442:0.9071675,239.8013:-0.02999917:378.4301:-0.0002683492:-0.1612897:-4.385615E-05:0.9869071,254.9682:0.07682145:386.5385:0.0008297247:-0.3423248:0.0003022999:0.9395813,235.2952:-0.02999973:392.9484:-0.0004004825:-0.1669058:-6.779382E-05:0.9859728,240.3725:-0.02999601:409.3597:-0.0005721106:-0.424565:-0.0002682781:0.9053972,251.2213:-0.02161014:391.4132:-0.0001939442:-0.3454452:-7.139207E-05:0.9384389,245.6405:-0.03000039:407.5789:-0.0004430193:-0.4603992:-0.0002297657:0.8877119,247.8231:-0.02999777:378.6212:-0.0002480022:-0.2383087:-6.085434E-05:0.9711894,217.1369:-0.02999461:403.6499:-0.0006104934:0.2047028:0.0001276733:0.978824,223.6418:-0.02999714:397.3606:-0.0005058858:0.03088704:1.563278E-05:0.9995227
3.060,Terrain,110606,None,True,224.871:-0.005000174:421.8531:0:-0.794711:0:0.606988,231.8623:-0.02999693:409.2643:-0.0008300701:0.07167286:5.964693E-05:0.9974279,251.4176:-0.02122501:399.7977:-0.0002127866:-0.4248282:-9.985678E-05:0.905274,239.8014:-0.02999836:378.4303:-0.0002684817:-0.1648314:-4.486794E-05:0.9863217,254.9689:0.07681662:386.5386:0.0008273022:-0.3456284:0.0003047186:0.9383711,235.295:-0.0299989:392.9485:-0.0004007137:-0.1721965:-7.004783E-05:0.9850625,240.372:-0.02999377:409.36:-0.0005662406:-0.4315574:-0.0002708893:0.9020853,251.2179:-0.02065292:391.417:-0.0001821752:-0.3492343:-6.789692E-05:0.9370354,245.6402:-0.02999973:407.5789:-0.0004389479:-0.4656149:-0.000230942:0.8849873,247.8232:-0.0299972:378.6215:-0.0002477834:-0.2416203:-6.169755E-05:0.9703708,217.1371:-0.02999383:403.6505:-0.0006191647:0.1995333:0.0001260793:0.9798909,223.6419:-0.02999645:397.3611:-0.0005094924:0.02506839:1.277617E-05:0.9996856
3.125,Terrain,110606,None,True,224.768:-0.004999995:421.6859:0:-0.8190772:0:0.5736834,231.8623:-0.02999693:409.2643:-0.0008300701:0.07167286:5.964693E-05:0.9974279,251.4132:-0.02386421:399.8009:-0.0002473072:-0.427375:-0.0001169073:0.9040744,239.8014:-0.02999958:378.4303:-0.0002691514:-0.1664664:-4.543868E-05:0.9860471,254.969:0.07682356:386.5386:0.0008278265:-0.3475209:0.0003068099:0.9376718,235.2949:-0.02999792:392.9487:-0.0004021236:-0.1746684:-7.133492E-05:0.9846272,240.3724:-0.0299949:409.3605:-0.0005656091:-0.4359859:-0.0002740116:0.8999533,251.2162:-0.02347565:391.4182:-0.0002151669:-0.3514116:-8.076314E-05:0.9362211,245.64:-0.02999553:407.579:-0.0004381372:-0.4690576:-0.0002326984:0.8831674,247.8233:-0.02999938:378.6215:-0.0002482023:-0.2433037:-6.225942E-05:0.9699501,217.1371:-0.02999154:403.6505:-0.0006253473:0.1988011:0.0001268517:0.9800397,223.6419:-0.02999514:397.3611:-0.0005130932:0.02312924:1.187063E-05:0.9997324
3.174,Terrain,110606,None,True,224.7173:-0.005000055:421.6101:0:-0.8318825:0:0.5549518,231.8623:-0.02999693:409.2643:-0.0008300701:0.07167286:5.964693E-05:0.9974279,251.4112:-0.02212131:399.8024:-0.0002243911:-0.4285628:-0.0001064355:0.9035119,239.8013:-0.02999705:378.4303:-0.0002694099:-0.1672499:-4.570253E-05:0.9859145,254.9691:0.07681558:386.5388:0.0008278899:-0.3484122:0.000307729:0.937341,235.2947:-0.02999997:392.9487:-0.000402775:-0.1758523:-7.195015E-05:0.9844165,240.3722:-0.02999398:409.3607:-0.0005651643:-0.4380423:-0.0002753932:0.8989542,251.2144:-0.02145743:391.42:-0.000191708:-0.3524352:-7.219707E-05:0.9358363,245.6397:-0.0300006:407.5786:-0.0004378094:-0.4706469:-0.0002335358:0.8823215,247.8232:-0.02999562:378.6215:-0.0002483304:-0.2441023:-6.250895E-05:0.9697495,217.1371:-0.02999535:403.6505:-0.0006283694:0.1983671:0.0001271751:0.9801276,223.6418:-0.03000766:397.3611:-0.0005150091:0.02215922:1.1415E-05:0.9997543
