Timestamp,Originator,OriginatorID,Event,Parameter,Shepherd
.000,Terrain,9296,None,True,262.9717:0:450.5668:0:-0.9938502:0:0.1107332
.444,Terrain,9296,None,True,262.971:0.01848048:450.566:0:0.9938502:0:-0.1107332
.489,Terrain,9296,None,True,262.971:0.01848048:450.566:0:0.9938502:0:-0.1107332
.548,Terrain,9296,None,True,262.971:0.01848048:450.566:0:0.9938502:0:-0.1107332
.607,Terrain,9296,None,True,262.971:0.01848048:450.566:0:0.9938502:0:-0.1107332
.662,Terrain,9296,None,True,262.971:0.01848048:450.566:0:0.9938502:0:-0.1107332
.718,Terrain,9296,None,True,262.971:0.01848048:450.566:0:0.9938502:0:-0.1107332
.773,Terrain,9296,None,True,262.971:0.01848048:450.566:0:0.9938502:0:-0.1107332
.814,Terrain,9296,None,True,262.971:0.01848048:450.566:0:0.9938502:0:-0.1107332
.869,Terrain,9296,None,True,262.971:0.01848048:450.566:0:0.9938502:0:-0.1107332
