Timestamp,Originator,OriginatorID,Event,Parameter,Shepherd,Wolf,Wolf,Wolf,Wolf,Wolf,Wolf,Wolf,Wolf
4.026,Terrain,28010,None,True,248.5:-0.005000055:423.2:0:0.9938502:0:-0.1107332,254.1274:0.1115837:400.5315:0.00247727:-0.1213637:0.0003028905:0.992605,226.925:0.1115837:400.0205:0.001713022:0.3660685:-0.0006738584:0.9305861,239.5336:0.1115837:409.8317:0.003464405:0.2911229:-0.001054238:0.9566788,257.9121:0.1115837:401.5073:0.002413644:-0.2032577:0.0005010527:0.9791222,244.207:0.1115837:388.6828:0.001672654:0.06182851:-0.0001036161:0.9980854,245.0705:0.1115837:391.2257:0.001810092:0.05339856:-9.679455E-05:0.9985716,224.7857:0.1115837:400.783:0.001640549:0.3956319:-0.0007067162:0.9184074,240.4374:0.1115839:408.7354:0.003406834:0.2515215:-0.0008853605:0.9678453
4.072,Terrain,28010,None,True,248.5:-0.005000055:423.2:0:0.9938502:0:-0.1107332,254.1274:0.1115837:400.5315:0.00247727:-0.1213637:0.0003028905:0.992605,226.925:0.1115837:400.0205:0.001713022:0.3660685:-0.0006738584:0.9305861,239.5336:0.1115837:409.8317:0.003464405:0.2911229:-0.001054238:0.9566788,257.9121:0.1115837:401.5073:0.002413644:-0.2032577:0.0005010527:0.9791222,244.207:0.1115837:388.6828:0.001672654:0.06182851:-0.0001036161:0.9980854,245.0705:0.1115837:391.2257:0.001810092:0.05339856:-9.679455E-05:0.9985716,224.7857:0.1115837:400.783:0.001640549:0.3956319:-0.0007067162:0.9184074,240.4374:0.1115839:408.7354:0.003406834:0.2515215:-0.0008853605:0.9678453
4.118,Terrain,28010,None,True,248.5:-0.005000055:423.2:0:0.9938502:0:-0.1107332,254.1274:0.1115837:400.5315:0.00247727:-0.1213637:0.0003028905:0.992605,226.925:0.1115837:400.0205:0.001713022:0.3660685:-0.0006738584:0.9305861,239.5336:0.1115837:409.8317:0.003464405:0.2911229:-0.001054238:0.9566788,257.9121:0.1115837:401.5073:0.002413644:-0.2032577:0.0005010527:0.9791222,244.207:0.1115837:388.6828:0.001672654:0.06182851:-0.0001036161:0.9980854,245.0705:0.1115837:391.2257:0.001810092:0.05339856:-9.679455E-05:0.9985716,224.7857:0.1115837:400.783:0.001640549:0.3956319:-0.0007067162:0.9184074,240.4374:0.1115839:408.7354:0.003406834:0.2515215:-0.0008853605:0.9678453
4.166,Terrain,28010,None,True,248.4706:-0.005000055:423.2061:0:0.9938502:0:-0.1107332,254.1274:0.1115837:400.5315:0.00247571:-0.1219393:0.0003041569:0.9925345,226.925:0.1115837:400.0205:0.001714138:0.3656902:-0.000673493:0.9307348,239.5336:0.1115837:409.8317:0.003467748:0.2902938:-0.001051974:0.9569307,257.9121:0.1115837:401.5073:0.002411613:-0.2037661:0.0005019373:0.9790165,244.207:0.1115837:388.6828:0.00167258:0.06139839:-0.000102888:0.998112,245.0705:0.1115837:391.2257:0.001809969:0.05293382:-9.594326E-05:0.9985964,224.7857:0.1115837:400.783:0.00164168:0.3952843:-0.0007064671:0.9185571,240.4374:0.1115839:408.7354:0.003409445:0.250682:-0.000882883:0.9680631
4.213,Terrain,28010,None,True,248.3457:-0.004999995:423.2322:0:0.9811296:0:-0.1933514,254.1274:0.1115837:400.5315:0.002469064:-0.124372:0.0003094863:0.9922326,226.925:0.1115837:400.0205:0.001718869:0.3640809:-0.0006719243:0.9313655,239.5336:0.1115837:409.8317:0.003481838:0.2867632:-0.001042243:0.9579946,257.9121:0.1115837:401.5073:0.002403:-0.2059124:0.0005056448:0.9785674,244.207:0.1115837:388.6828:0.001672246:0.05957521:-9.980185E-05:0.9982224,245.0705:0.1115837:391.2257:0.001809426:0.05096414:-9.233599E-05:0.9986988,224.7857:0.1115837:400.783:0.00164648:0.3938055:-0.0007053941:0.9191921,240.4374:0.1115839:408.7354:0.003420403:0.24711:-0.000872273:0.968981
4.259,Terrain,28010,None,True,248.1598:-0.004999995:423.271:0:0.9636529:0:-0.2671575,254.1274:0.1115837:400.5315:0.002459097:-0.1279711:0.0003173032:0.9917748,226.925:0.1115837:400.0205:0.00172591:0.36167:-0.0006695346:0.9323044,239.5336:0.1115837:409.8317:0.003502566:0.2814603:-0.001027374:0.9595659,257.9121:0.1115837:401.5073:0.00239018:-0.2090814:0.0005110388:0.9778952,244.207:0.1115837:388.6828:0.001671699:0.05686236:-9.521093E-05:0.9983807,245.0705:0.1115837:391.2257:0.001808553:0.048034:-8.697257E-05:0.9988441,224.7857:0.1115837:400.783:0.001653635:0.3915893:-0.0007037482:0.9201384,240.4374:0.1115839:408.7354:0.0034364:0.2417553:-0.00085617:0.9703308
4.305,Terrain,28010,None,True,247.8123:-0.004999995:423.3435:0:0.9321448:0:-0.3620856,254.1274:0.1115837:400.5315:0.002440253:-0.1346244:0.0003315365:0.9908937,226.925:0.1115837:400.0205:0.001739058:0.3571169:-0.0006648916:0.9340578,239.5336:0.1115837:409.8317:0.003540437:0.2714035:-0.0009983669:0.9624587,257.9121:0.1115837:401.5073:0.002366247:-0.2149198:0.0005207234:0.9766287,244.207:0.1115837:388.6828:0.001670509:0.05179781:-8.664517E-05:0.9986562,245.0705:0.1115837:391.2257:0.001806713:0.0425662:-7.697479E-05:0.999092,224.7857:0.1115837:400.783:0.001667036:0.3874006:-0.000700514:0.9219097,240.4374:0.1115839:408.7354:0.003465222:0.2316342:-0.0008251097:0.9727964
4.350,Terrain,28010,None,True,247.5534:-0.005000055:423.3976:0:0.90949:0:-0.4157259,254.1274:0.1115837:400.5315:0.002426049:-0.1395183:0.0003418224:0.9902165,226.925:0.1115837:400.0205:0.001748841:0.3536854:-0.0006612829:0.9353626,239.5336:0.1115837:409.8317:0.003567848:0.2637914:-0.0009757353:0.9645727,257.9121:0.1115837:401.5073:0.002348456:-0.2191984:0.0005276107:0.9756774,244.207:0.1115837:388.6828:0.001669485:0.04803053:-8.027904E-05:0.9988445,245.0705:0.1115837:391.2257:0.00180517:0.03850111:-6.955272E-05:0.999257,224.7857:0.1115837:400.783:0.001677039:0.3842412:-0.00069797:0.923231,240.4374:0.1115839:408.7354:0.003485734:0.2240024:-0.000801177:0.974582
4.400,Terrain,28010,None,True,247.2802:-0.005000055:423.4442:0:0.8898284:0:-0.4562953,254.1274:0.1115837:400.5315:0.002411909:-0.1446846:0.0003526782:0.9894748,226.925:0.1115837:400.0205:0.001759515:0.3501317:-0.0006576949:0.9366986,239.5336:0.1115837:409.8317:0.003597875:0.2558119:-0.0009520644:0.9667194,257.9121:0.1115837:401.5073:0.002330576:-0.2237378:0.0005350022:0.9746464,244.207:0.1115837:388.6828:0.001668772:0.04407527:-7.362325E-05:0.9990268,245.0705:0.1115837:391.2257:0.001803962:0.0342321:-6.178971E-05:0.9994123,224.7857:0.1115837:400.783:0.001687918:0.3809781:-0.0006955136:0.9245823,240.4374:0.1115839:408.7354:0.003508364:0.2160025:-0.0007761429:0.9763862
4.446,Terrain,28010,None,True,246.8535:-0.004999995:423.4731:0:0.8682761:0:-0.4960813,254.1274:0.1115837:400.5315:0.002393552:-0.1529144:0.0003703654:0.9882365,226.925:0.1115837:400.0205:0.001777808:0.3449357:-0.0006533276:0.9386244,239.5336:0.1115837:409.8317:0.003651667:0.2437647:-0.0009178413:0.9698271,257.9121:0.1115837:401.5073:0.002306135:-0.231091:0.0005477551:0.9729293,244.207:0.1115837:388.6828:0.001669485:0.03795235:-6.340665E-05:0.9992782,245.0705:0.1115837:391.2257:0.001804191:0.02761356:-4.983922E-05:0.999617,224.7857:0.1115837:400.783:0.001706326:0.376252:-0.0006929279:0.9265156,240.4374:0.1115839:408.7354:0.003550293:0.2038631:-0.0007393044:0.9789927
4.496,Terrain,28010,None,True,246.5653:-0.005000114:423.456:0:-0.8606142:0:0.5092576,254.1274:0.1115837:400.5315:0.002384193:-0.1586414:0.0003830842:0.9873334,226.925:0.1115837:400.0205:0.001791609:0.3417329:-0.0006514735:0.9397953,239.5336:0.1115837:409.8317:0.003694562:0.2359805:-0.0008971898:0.9717504,257.9121:0.1115837:401.5073:0.002292378:-0.2363077:0.0005574973:0.9716755,244.207:0.1115837:388.6828:0.001671542:0.03385088:-5.661569E-05:0.9994255,245.0705:0.1115837:391.2257:0.001806171:0.02317013:-4.186053E-05:0.9997299,224.7857:0.1115837:400.783:0.001720018:0.3733817:-0.0006922928:0.927676,240.4374:0.1115839:408.7354:0.003584843:0.1959537:-0.000716356:0.9806064
4.545,Terrain,28010,None,True,246.1396:-0.005000174:423.3677:0:-0.8564054:0:0.5163041,254.1274:0.1115837:400.5315:0.002375428:-0.1674493:0.0004034614:0.9858778,226.925:0.1115837:400.0205:0.001814669:0.3375402:-0.0006507146:0.9413092,239.5336:0.1115837:409.8317:0.003770773:0.2250679:-0.0008710349:0.9743354,257.9121:0.1115837:401.5073:0.002276485:-0.2444925:0.0005740056:0.9696484,244.207:0.1115837:388.6828:0.001677357:0.02782639:-4.669296E-05:0.9996114,245.0705:0.1115837:391.2257:0.001812314:0.01662336:-3.013097E-05:0.9998602,224.7857:0.1115837:400.783:0.001742564:0.3697099:-0.0006933719:0.9291454,240.4374:0.1115839:408.7354:0.003647936:0.1847291:-0.0006856858:0.9827825
4.595,Terrain,28010,None,True,245.8637:-0.005000055:423.2732:0:-0.8572498:0:0.5149009,254.1274:0.1115837:400.5315:0.002372592:-0.1733883:0.0004177079:0.9848506,226.925:0.1115837:400.0205:0.001831337:0.3351379:-0.0006514241:0.9421671,239.5336:0.1115837:409.8317:0.003770773:0.2250679:-0.0008710349:0.9743354,257.9121:0.1115837:401.5073:0.002268621:-0.2500965:0.0005859984:0.9682181,244.207:0.1115837:388.6828:0.001682789:0.02392563:-4.027337E-05:0.9997123,245.0705:0.1115837:391.2257:0.001818217:0.0123713:-2.249547E-05:0.9999219,224.7857:0.1115837:400.783:0.001758679:0.3676656:-0.000695308:0.9299561,240.4374:0.1115839:408.7354:0.003696697:0.1776691:-0.000667412:0.9840831
4.646,Terrain,28010,None,True,245.4663:-0.005000114:423.0849:0:-0.861967:0:0.5069646,254.1274:0.1115837:400.5315:0.002372369:-0.1823041:0.0004398652:0.9832392,226.925:0.1115837:400.0205:0.001857964:0.3321247:-0.0006542131:0.9432334,239.5336:0.1115837:409.8317:0.003770773:0.2250679:-0.0008710349:0.9743354,257.9121:0.1115837:401.5073:0.002260506:-0.2586155:0.0006051918:0.9659775,244.207:0.1115837:388.6828:0.001693007:0.01829315:-3.097567E-05:0.9998313,245.0705:0.1115837:391.2257:0.001829488:0.006211064:-1.13633E-05:0.9999791,224.7857:0.1115837:400.783:0.001784171:0.3652006:-0.0006999264:0.9309269,240.4374:0.1115839:408.7354:0.003779285:0.167744:-0.0006430693:0.9858232
4.696,Terrain,28010,None,True,245.2132:-0.005000174:422.9339:0:0.8668405:0:-0.4985855,254.1274:0.1115837:400.5315:0.002374441:-0.1882232:0.0004550599:0.9821233,226.925:0.1115837:400.0205:0.001876617:0.3304723:-0.0006570895:0.9438136,239.5336:0.1115837:409.8317:0.003770773:0.2250679:-0.0008710349:0.9743354,257.9121:0.1115837:401.5073:0.002257121:-0.2643263:0.0006186203:0.9644305,244.207:0.1115837:388.6828:0.001700978:0.01468287:-2.497798E-05:0.9998907,245.0705:0.1115837:391.2257:0.001838355:0.002249227:-4.134895E-06:0.9999958,224.7857:0.1115837:400.783:0.001801884:0.363919:-0.0007040148:0.9314286,240.4374:0.1115839:408.7354:0.003809138:0.1645973:-0.0006356483:0.9863533
4.751,Terrain,28010,None,True,244.8417:-0.004999995:422.6884:0:0.8709841:0:-0.4913113,254.1274:0.1115837:400.5315:0.002378775:-0.1971269:0.0004783075:0.980375,226.925:0.1115837:400.0205:0.001905685:0.3282304:-0.0006621922:0.9445955,239.5336:0.1115837:409.8317:0.003770773:0.2250679:-0.0008710349:0.9743354,257.9121:0.1115837:401.5073:0.002253111:-0.2729332:0.0006392199:0.9620302,244.207:0.1115837:388.6828:0.001713807:0.009330021:-1.599058E-05:0.999955,245.0705:0.1115837:391.2257:0.001852659:-0.003637034:6.738241E-06:0.9999917,224.7857:0.1115837:400.783:0.001829378:0.3622459:-0.0007109736:0.9320806,240.4374:0.1115839:408.7354:0.003809138:0.1645973:-0.0006356483:0.9863533
4.802,Terrain,28010,None,True,244.4635:-0.004999995:422.4483:0:0.8698508:0:-0.4933149,254.1274:0.1115837:400.5315:0.002381317:-0.2061547:0.0005016979:0.9785164,226.925:0.1115837:400.0205:0.001935696:0.325777:-0.0006669934:0.9454444,239.5336:0.1115837:409.8317:0.003770773:0.2250679:-0.0008710349:0.9743354,257.9121:0.1115837:401.5073:0.002247417:-0.2815783:0.0006595108:0.9595354,244.207:0.1115837:388.6828:0.001726303:0.003797945:-6.556461E-06:0.9999913,245.0705:0.1115837:391.2257:0.001866522:-0.009719271:1.814213E-05:0.9999511,224.7857:0.1115837:400.783:0.001857825:0.3603849:-0.0007177649:0.9328015,240.4374:0.1115839:408.7354:0.003809138:0.1645973:-0.0006356483:0.9863533
4.854,Terrain,28010,None,True,244.2035:-0.004999995:422.3008:0:0.8665007:0:-0.4991759,254.1274:0.1115837:400.5315:0.002380953:-0.2122341:0.0005171011:0.9772158,226.925:0.1115837:400.0205:0.001956013:0.3238648:-0.000669573:0.9461011,239.5336:0.1115837:409.8317:0.003770773:0.2250679:-0.0008710349:0.9743354,257.9121:0.1115837:401.5073:0.002241783:-0.2873241:0.0006724762:0.9578306,244.207:0.1115837:388.6828:0.001733939:-5.333168E-05:9.247403E-08:0.9999985,245.0705:0.1115837:391.2257:0.001874912:-0.01394725:2.615246E-05:0.999901,224.7857:0.1115837:400.783:0.001877187:0.3588823:-0.0007217731:0.9333807,240.4374:0.1115839:408.7354:0.003809138:0.1645973:-0.0006356483:0.9863533
4.911,Terrain,28010,None,True,243.7973:-0.004999995:422.1129:0:-0.8571288:0:0.5151021,254.1274:0.1115837:400.5315:0.002375849:-0.2213636:0.0005393077:0.9751883,226.925:0.1115837:400.0205:0.001986421:0.320361:-0.000671779:0.9472932,239.5336:0.1115837:409.8317:0.003770773:0.2250679:-0.0008710349:0.9743354,257.9121:0.1115837:401.5073:0.002229422:-0.2957982:0.0006903539:0.9552476,244.207:0.1115837:388.6828:0.001743523:-0.006127565:1.068377E-05:0.9999797,245.0705:0.1115837:391.2257:0.001885236:-0.02059744:3.883934E-05:0.9997861,224.7857:0.1115837:400.783:0.001906433:0.3560123:-0.0007263016:0.9344791,240.4374:0.1115839:408.7354:0.003809138:0.1645973:-0.0006356483:0.9863533
4.963,Terrain,28010,None,True,243.3785:-0.004999995:421.9532:0:-0.8488005:0:0.5287133,254.1274:0.1115837:400.5315:0.002366666:-0.2304427:0.0005604672:0.9730828,226.925:0.1115837:400.0205:0.00201687:0.3162819:-0.0006724196:0.9486629,239.5336:0.1115837:409.8317:0.003770773:0.2250679:-0.0008710349:0.9743354,257.9121:0.1115837:401.5073:0.002213702:-0.3040846:0.0007066164:0.9526422,244.207:0.1115837:388.6828:0.001751376:-0.01244887:2.180438E-05:0.999921,245.0705:0.1115837:391.2257:0.001893457:-0.02750175:5.209319E-05:0.99962,224.7857:0.1115837:400.783:0.001935988:0.3525866:-0.0007294512:0.9357769,240.4374:0.1115839:408.7354:0.003809138:0.1645973:-0.0006356483:0.9863533
5.014,Terrain,28010,None,True,243.0958:-0.004999995:421.8542:0:-0.8442518:0:0.5359467,254.1274:0.1115837:400.5315:0.002359211:-0.2364596:0.0005741417:0.9716383,226.925:0.1115837:400.0205:0.00203738:0.3133707:-0.000672321:0.9496285,239.5336:0.1115837:409.8317:0.003770773:0.2250679:-0.0008710349:0.9743354,257.9121:0.1115837:401.5073:0.002202193:-0.3095264:0.0007168425:0.950888,244.207:0.1115837:388.6828:0.001756057:-0.01674289:2.940563E-05:0.9998583,245.0705:0.1115837:391.2257:0.001898254:-0.03218668:6.113027E-05:0.9994801,224.7857:0.1115837:400.783:0.001955994:0.3501213:-0.0007311131:0.9367021,240.4374:0.1115839:408.7354:0.003809138:0.1645973:-0.0006356483:0.9863533
5.066,Terrain,28010,None,True,242.6747:-0.005000114:421.6963:0:-0.8432537:0:0.5375159,254.1274:0.1115837:400.5315:0.002348166:-0.245465:0.0005945856:0.9694024,226.925:0.1115837:400.0205:0.00206909:0.3090355:-0.0006723344:0.951048,239.5336:0.1115837:409.8317:0.003770773:0.2250679:-0.0008710349:0.9743354,257.9121:0.1115837:401.5073:0.00218521:-0.317661:0.0007320763:0.9482016,244.207:0.1115837:388.6828:0.00176332:-0.02318918:4.0901E-05:0.9997296,245.0705:0.1115837:391.2257:0.001905689:-0.03922315:7.480484E-05:0.9992287,224.7857:0.1115837:400.783:0.00198691:0.3464713:-0.000733864:0.9380582,240.4374:0.1115839:408.7354:0.003809138:0.1645973:-0.0006356483:0.9863533
5.118,Terrain,28010,None,True,242.4068:-0.005000055:421.5657:0:-0.8495605:0:0.5274912,254.1274:0.1115837:400.5315:0.002343035:-0.2514537:0.0006087254:0.9678663,226.925:0.1115837:400.0205:0.002091362:0.3065262:-0.0006734788:0.9518598,239.5336:0.1115837:409.8317:0.003770773:0.2250679:-0.0008710349:0.9743354,257.9121:0.1115837:401.5073:0.00217589:-0.3231252:0.0007429408:0.9463534,244.207:0.1115837:388.6828:0.001769392:-0.02734242:4.839763E-05:0.9996246,245.0705:0.1115837:391.2257:0.00191208:-0.04377131:8.377467E-05:0.9990398,224.7857:0.1115837:400.783:0.002008432:0.3444276:-0.0007368469:0.9388105,240.4374:0.1115839:408.7354:0.003809138:0.1645973:-0.0006356483:0.9863533
5.174,Terrain,28010,None,True,242.0309:-0.004999995:421.3274:0:-0.8611284:0:0.5083874,254.1274:0.1115837:400.5315:0.002339361:-0.260382:0.0006308918:0.9655026,226.925:0.1115837:400.0205:0.002126545:0.3034959:-0.0006773482:0.9528301,239.5336:0.1115837:409.8317:0.003770773:0.2250679:-0.0008710349:0.9743354,257.9121:0.1115837:401.5073:0.002165461:-0.3313696:0.0007605397:0.9434983,244.207:0.1115837:388.6828:0.001780704:-0.03327527:5.92863E-05:0.9994447,245.0705:0.1115837:391.2257:0.001924249:-0.05029737:9.69075E-05:0.9987324,224.7857:0.1115837:400.783:0.002042064:0.3421059:-0.0007434635:0.9396589,240.4374:0.1115839:408.7354:0.003809138:0.1645973:-0.0006356483:0.9863533
5.226,Terrain,28010,None,True,241.6833:-0.004999995:421.049:0:0.873611:0:-0.4866249,254.1274:0.1115837:400.5315:0.002339483:-0.2692314:0.0006540134:0.9630725,226.925:0.1115837:400.0205:0.002163593:0.3012222:-0.0006834685:0.9535513,239.5336:0.1115837:409.8317:0.003770773:0.2250679:-0.0008710349:0.9743354,257.9121:0.1115837:401.5073:0.00215837:-0.3396271:0.0007793683:0.9405574,244.207:0.1115837:388.6828:0.001794192:-0.03889823:6.984385E-05:0.9992416,245.0705:0.1115837:391.2257:0.001938969:-0.05651528:0.000109757:0.9983999,224.7857:0.1115837:400.783:0.002077092:0.3405517:-0.0007523292:0.9402232,240.4374:0.1115839:408.7354:0.003809138:0.1645973:-0.0006356483:0.9863533
5.275,Terrain,28010,None,True,241.4673:-0.004999995:420.8448:0:0.8827524:0:-0.4698385,254.1274:0.1115837:400.5315:0.002341402:-0.2750727:0.0006699003:0.9614204,226.925:0.1115837:400.0205:0.002189203:0.3001047:-0.0006887388:0.9539035,239.5336:0.1115837:409.8317:0.003770773:0.2250679:-0.0008710349:0.9743354,257.9121:0.1115837:401.5073:0.00215525:-0.3451169:0.0007925074:0.9385569,244.207:0.1115837:388.6828:0.001804265:-0.04247722:7.67095E-05:0.9990958,245.0705:0.1115837:391.2257:0.001950053:-0.06049141:0.0001181781:0.9981668,224.7857:0.1115837:400.783:0.0021011:0.3399183:-0.0007594244:0.9404523,240.4374:0.1115839:408.7354:0.003809138:0.1645973:-0.0006356483:0.9863533
5.323,Terrain,28010,None,True,241.1693:-0.004999995:420.5128:0:0.8967102:0:-0.4426183,254.1274:0.1115837:400.5315:0.002347072:-0.2837121:0.0006944293:0.9589064,226.925:0.1115837:400.0205:0.002228805:0.2990672:-0.0006985351:0.9542292,239.5336:0.1115837:409.8317:0.003770773:0.2250679:-0.0008710349:0.9743354,257.9121:0.1115837:401.5073:0.002152998:-0.3532957:0.0008130816:0.9355089,244.207:0.1115837:388.6828:0.001820993:-0.04755669:8.669864E-05:0.9988669,245.0705:0.1115837:391.2257:0.001968592:-0.06616553:0.0001305393:0.9978067,224.7857:0.1115837:400.783:0.002137881:0.3396083:-0.0007719219:0.9405642,240.4374:0.1115839:408.7354:0.003809138:0.1645973:-0.0006356483:0.9863533
5.371,Terrain,28010,None,True,240.981:-0.005000174:420.2813:0:0.9038782:0:-0.4277898,254.1274:0.1115837:400.5315:0.002351785:-0.2894453:0.0007111566:0.9571914,226.925:0.1115837:400.0205:0.002256027:0.2986343:-0.0007059429:0.9543647,239.5336:0.1115837:409.8317:0.003770773:0.2250679:-0.0008710349:0.9743354,257.9121:0.1115837:401.5073:0.00215228:-0.3587357:0.0008271583:0.9334363,244.207:0.1115837:388.6828:0.001832851:-0.05084879:9.331912E-05:0.9987047,245.0705:0.1115837:391.2257:0.001981776:-0.06985756:0.0001387814:0.997555,224.7857:0.1115837:400.783:0.002163006:0.3396665:-0.0007811452:0.9405431,240.4374:0.1115839:408.7354:0.003809138:0.1645973:-0.0006356483:0.9863533
5.417,Terrain,28010,None,True,240.7933:-0.005000174:420.0482:0:0.9087289:0:-0.4173868,254.1274:0.1115837:400.5315:0.002356206:-0.2952193:0.0007280493:0.9554263,226.925:0.1115837:400.0205:0.002283982:0.2982137:-0.0007135856:0.9544961,239.5336:0.1115837:409.8317:0.003770773:0.2250679:-0.0008710349:0.9743354,257.9121:0.1115837:401.5073:0.002151276:-0.3641947:0.0008412609:0.93132,244.207:0.1115837:388.6828:0.001844844:-0.05417961:0.0001001001:0.9985295,245.0705:0.1115837:391.2257:0.001995095:-0.07359587:0.0001472303:0.9972861,224.7857:0.1115837:400.783:0.002188774:0.3397497:-0.00079067:0.940513,240.4374:0.1115839:408.7354:0.003809138:0.1645973:-0.0006356483:0.9863533
5.464,Terrain,28010,None,True,240.5052:-0.004999995:419.7028:0:0.9136941:0:-0.4064025,254.1274:0.1115837:400.5315:0.002361268:-0.303997:0.0007534807:0.9526698,226.925:0.1115837:400.0205:0.002327374:0.2974122:-0.0007249985:0.9547461,239.5336:0.1115837:409.8317:0.003770773:0.2250679:-0.0008710349:0.9743354,257.9121:0.1115837:401.5073:0.002148374:-0.3724281:0.0008621388:0.9280581,244.207:0.1115837:388.6828:0.001862634:-0.05935287:0.0001107481:0.9982353,245.0705:0.1115837:391.2257:0.00201477:-0.07939788:0.0001604755:0.996841,224.7857:0.1115837:400.783:0.002228807:0.3397349:-0.0008050915:0.9405183,240.4374:0.1115839:408.7354:0.003809138:0.1645973:-0.0006356483:0.9863533
5.511,Terrain,28010,None,True,240.3105:-0.005000055:419.4743:0:0.9164689:0:-0.400106,254.1274:0.1115837:400.5315:0.002363749:-0.3099054:0.0007704736:0.9507642,226.925:0.1115837:400.0205:0.002357285:0.2967951:-0.0007326453:0.954938,239.5336:0.1115837:409.8317:0.003770773:0.2250679:-0.0008710349:0.9743354,257.9121:0.1115837:401.5073:0.002145666:-0.3779322:0.0008758799:0.9258304,244.207:0.1115837:388.6828:0.001874412:-0.06289772:0.0001181304:0.9980182,245.0705:0.1115837:391.2257:0.002027748:-0.0833723:0.000169649:0.9965164,224.7857:0.1115837:400.783:0.002256409:0.339662:-0.0008148646:0.9405445,240.4374:0.1115839:408.7354:0.003809138:0.1645973:-0.0006356483:0.9863533
5.558,Terrain,28010,None,True,240.1136:-0.005000114:419.2473:0:0.9184489:0:-0.3955397,254.1274:0.1115837:400.5315:0.002365489:-0.3158521:0.0007874584:0.9488052,226.925:0.1115837:400.0205:0.002388:0.2961082:-0.0007403084:0.9551511,239.5336:0.1115837:409.8317:0.003770773:0.2250679:-0.0008710349:0.9743354,257.9121:0.1115837:401.5073:0.002142332:-0.3834413:0.0008894457:0.9235623,244.207:0.1115837:388.6828:0.001886102:-0.06651862:0.0001257396:0.9977834,245.0705:0.1115837:391.2257:0.002040584:-0.08743074:0.0001790959:0.9961685,224.7857:0.1115837:400.783:0.002284761:0.3395359:-0.000824757:0.94059,240.4374:0.1115839:408.7354:0.003809138:0.1645973:-0.0006356483:0.9863533
5.607,Terrain,28010,None,True,239.8061:-0.005000055:418.9182:0:0.9184221:0:-0.3956019,254.1274:0.1115837:400.5315:0.002365474:-0.3248641:0.0008125316:0.9457574,226.925:0.1115837:400.0205:0.0024356:0.2947011:-0.0007511347:0.9555861,239.5336:0.1115837:409.8317:0.003770773:0.2250679:-0.0008710349:0.9743354,257.9121:0.1115837:401.5073:0.002135171:-0.3917026:0.0009089903:0.9200889,244.207:0.1115837:388.6828:0.001902843:-0.07220724:0.0001377589:0.9973878,245.0705:0.1115837:391.2257:0.002058806:-0.09379227:0.0001939555:0.9955897,224.7857:0.1115837:400.783:0.002328857:0.3390097:-0.000839203:0.9407796,240.4374:0.1115839:408.7354:0.003809138:0.1645973:-0.0006356483:0.9863533
5.652,Terrain,28010,None,True,239.589:-0.004999995:418.7116:0:0.9159231:0:-0.4013537,254.1274:0.1115837:400.5315:0.002363018:-0.3309159:0.0008286487:0.9436569,226.925:0.1115837:400.0205:0.002468254:0.2933655:-0.0007574299:0.9559969,239.5336:0.1115837:409.8317:0.003770773:0.2250679:-0.0008710349:0.9743354,257.9121:0.1115837:401.5073:0.002128435:-0.3971756:0.0009211354:0.9177397,244.207:0.1115837:388.6828:0.001913049:-0.07622214:0.0001462424:0.997089,245.0705:0.1115837:391.2257:0.00206975:-0.0982654:0.0002043744:0.9951581,224.7857:0.1115837:400.783:0.002359307:0.3382917:-0.0008481421:0.941038,240.4374:0.1115839:408.7354:0.003809138:0.1645973:-0.0006356483:0.9863533
5.703,Terrain,28010,None,True,239.2309:-0.004999995:418.4474:0:0.9049439:0:-0.425531,254.1274:0.1115837:400.5315:0.002352827:-0.3399066:0.0008503766:0.9404559,226.925:0.1115837:400.0205:0.002517509:0.2901661:-0.0007633402:0.9569727,239.5336:0.1115837:409.8317:0.003770773:0.2250679:-0.0008710349:0.9743354,257.9121:0.1115837:401.5073:0.002113299:-0.4051264:0.0009364463:0.9142578,244.207:0.1115837:388.6828:0.00192499:-0.08273131:0.0001598051:0.9965701,245.0705:0.1115837:391.2257:0.002082049:-0.105463:0.000220811:0.9944211,224.7857:0.1115837:400.783:0.002405958:0.3360661:-0.0008584952:0.9418349,240.4374:0.1115839:408.7354:0.003809138:0.1645973:-0.0006356483:0.9863533
5.749,Terrain,28010,None,True,238.9698:-0.004999995:418.3156:0:0.8917109:0:-0.4526055,254.1274:0.1115837:400.5315:0.002340839:-0.3456353:0.0008622189:0.9383656,226.925:0.1115837:400.0205:0.002549236:0.2870215:-0.0007638271:0.9579204,239.5336:0.1115837:409.8317:0.003770773:0.2250679:-0.0008710349:0.9743354,257.9121:0.1115837:401.5073:0.002099372:-0.4100483:0.0009438447:0.9120609,244.207:0.1115837:388.6828:0.001929706:-0.08735356:0.0001692138:0.9961755,245.0705:0.1115837:391.2257:0.002086344:-0.1105267:0.0002320187:0.993871,224.7857:0.1115837:400.783:0.002436715:0.3335877:-0.0008622517:0.9427155,240.4374:0.1115839:408.7354:0.003809138:0.1645973:-0.0006356483:0.9863533
