Timestamp,Originator,OriginatorID,Event,Parameter,Shepherd,Wolf,Wolf,Wolf,Wolf,Wolf,Wolf,Wolf,Wolf,Wolf,Wolf,Wolf,Wolf
.000,Terrain,37656,None,True,248.5:0:423.2:0:-0.9938502:0:0.1107332,251.8535:0.08712769:399.5573:0:-0.3826835:0:0.9238796,240.2394:0.08712769:378.4684:0:0:0:1,245.6181:0.08712769:407.8893:0:1:0:-4.371139E-08,235.5269:0.08712769:392.6381:0:0.08715574:0:0.9961947,246.5558:0.08712769:378.4684:0:0:0:1,254.9346:0.08712769:386.67:0:0.7071068:0:-0.7071068,231.7596:0.08712769:409.3763:0:0:0:1,253.225:0.1115837:409.9268:0:0:0:1,216.711:0.08712769:403.5682:0:0.3781566:0:0.9257417,240.4482:0.08712769:409.3763:0:0:0:1,251.1217:0.08712769:391.398:0:0.3420202:0:-0.9396926,224.8722:0.08712769:397.123:0:0.1688256:0:0.9856459
.427,Terrain,37656,None,True,248.5:-0.005000055:423.2:0:0.9938502:0:-0.1107332,251.8535:0.08712769:399.5573:0.001924232:-0.07039217:0.000135788:0.9975176,240.2394:0.08712769:378.4684:0.00100844:0.09117974:-9.233394E-05:0.9958339,245.6181:0.08712769:407.8893:0.002943855:0.09289213:-0.0002746497:0.9956718,235.5269:0.08712769:392.6381:0.001359551:0.1993729:-0.0002766111:0.9799227,246.5558:0.08712769:378.4684:0.001028567:0.02171675:-2.234241E-05:0.9997637,254.9346:0.08712769:386.67:0.00123715:-0.08706748:0.0001081262:0.9962016,231.7596:0.08712769:409.3763:0.0019194:0.4261818:-0.0009042466:0.9046351,253.225:0.1115837:409.9268:0:0:0:1,216.711:0.08712769:403.5682:0.001076733:0.4871124:-0.0006005573:0.8733384,240.4482:0.08712769:409.3763:0.002779816:0.2606654:-0.0007505525:0.9654249,251.1217:0.08712769:391.398:0.001442338:-0.04111387:5.935032E-05:0.9991534,224.8722:0.08712769:397.123:0.001221349:0.3598262:-0.0004710232:0.9330184
.477,Terrain,37656,None,True,248.5:-0.005000055:423.2:0:0.9938502:0:-0.1107332,251.8535:0.08712769:399.5573:0.001924232:-0.07039217:0.000135788:0.9975176,240.2394:0.08712769:378.4684:0.00100844:0.09117974:-9.233394E-05:0.9958339,245.6181:0.08712769:407.8893:0.002943855:0.09289213:-0.0002746497:0.9956718,235.5269:0.08712769:392.6381:0.001359551:0.1993729:-0.0002766111:0.9799227,246.5558:0.08712769:378.4684:0.001028567:0.02171675:-2.234241E-05:0.9997637,254.9346:0.08712769:386.67:0.00123715:-0.08706748:0.0001081262:0.9962016,231.7596:0.08712769:409.3763:0.0019194:0.4261818:-0.0009042466:0.9046351,253.225:0.1115837:409.9268:0:0:0:1,216.711:0.08712769:403.5682:0.001076733:0.4871124:-0.0006005573:0.8733384,240.4482:0.08712769:409.3763:0.002779816:0.2606654:-0.0007505525:0.9654249,251.1217:0.08712769:391.398:0.001442338:-0.04111387:5.935032E-05:0.9991534,224.8722:0.08712769:397.123:0.001221349:0.3598262:-0.0004710232:0.9330184
.527,Terrain,37656,None,True,248.5:-0.005000055:423.2:0:0.9938502:0:-0.1107332,251.8535:0.08712769:399.5573:0.001924232:-0.07039217:0.000135788:0.9975176,240.2394:0.08712769:378.4684:0.00100844:0.09117974:-9.233394E-05:0.9958339,245.6181:0.08712769:407.8893:0.002943855:0.09289213:-0.0002746497:0.9956718,235.5269:0.08712769:392.6381:0.001359551:0.1993729:-0.0002766111:0.9799227,246.5558:0.08712769:378.4684:0.001028567:0.02171675:-2.234241E-05:0.9997637,254.9346:0.08712769:386.67:0.00123715:-0.08706748:0.0001081262:0.9962016,231.7596:0.08712769:409.3763:0.0019194:0.4261818:-0.0009042466:0.9046351,253.225:0.1115837:409.9268:0:0:0:1,216.711:0.08712769:403.5682:0.001076733:0.4871124:-0.0006005573:0.8733384,240.4482:0.08712769:409.3763:0.002779816:0.2606654:-0.0007505525:0.9654249,251.1217:0.08712769:391.398:0.001442338:-0.04111387:5.935032E-05:0.9991534,224.8722:0.08712769:397.123:0.001221349:0.3598262:-0.0004710232:0.9330184
.576,Terrain,37656,None,True,248.5:-0.005000055:423.2:0:0.9938502:0:-0.1107332,251.8535:0.08712769:399.5573:0.001924232:-0.07039217:0.000135788:0.9975176,240.2394:0.08712769:378.4684:0.00100844:0.09117974:-9.233394E-05:0.9958339,245.6181:0.08712769:407.8893:0.002943855:0.09289213:-0.0002746497:0.9956718,235.5269:0.08712769:392.6381:0.001359551:0.1993729:-0.0002766111:0.9799227,246.5558:0.08712769:378.4684:0.001028567:0.02171675:-2.234241E-05:0.9997637,254.9346:0.08712769:386.67:0.00123715:-0.08706748:0.0001081262:0.9962016,231.7596:0.08712769:409.3763:0.0019194:0.4261818:-0.0009042466:0.9046351,253.225:0.1115837:409.9268:0:0:0:1,216.711:0.08712769:403.5682:0.001076733:0.4871124:-0.0006005573:0.8733384,240.4482:0.08712769:409.3763:0.002779816:0.2606654:-0.0007505525:0.9654249,251.1217:0.08712769:391.398:0.001442338:-0.04111387:5.935032E-05:0.9991534,224.8722:0.08712769:397.123:0.001221349:0.3598262:-0.0004710232:0.9330184
.626,Terrain,37656,None,True,248.5:-0.005000055:423.2:0:0.9938502:0:-0.1107332,251.8535:0.08712769:399.5573:0.001924232:-0.07039217:0.000135788:0.9975176,240.2394:0.08712769:378.4684:0.00100844:0.09117974:-9.233394E-05:0.9958339,245.6181:0.08712769:407.8893:0.002943855:0.09289213:-0.0002746497:0.9956718,235.5269:0.08712769:392.6381:0.001359551:0.1993729:-0.0002766111:0.9799227,246.5558:0.08712769:378.4684:0.001028567:0.02171675:-2.234241E-05:0.9997637,254.9346:0.08712769:386.67:0.00123715:-0.08706748:0.0001081262:0.9962016,231.7596:0.08712769:409.3763:0.0019194:0.4261818:-0.0009042466:0.9046351,253.225:0.1115837:409.9268:0:0:0:1,216.711:0.08712769:403.5682:0.001076733:0.4871124:-0.0006005573:0.8733384,240.4482:0.08712769:409.3763:0.002779816:0.2606654:-0.0007505525:0.9654249,251.1217:0.08712769:391.398:0.001442338:-0.04111387:5.935032E-05:0.9991534,224.8722:0.08712769:397.123:0.001221349:0.3598262:-0.0004710232:0.9330184
.676,Terrain,37656,None,True,248.5:-0.005000055:423.2:0:0.9938502:0:-0.1107332,251.8535:0.08712769:399.5573:0.001924232:-0.07039217:0.000135788:0.9975176,240.2394:0.08712769:378.4684:0.00100844:0.09117974:-9.233394E-05:0.9958339,245.6181:0.08712769:407.8893:0.002943855:0.09289213:-0.0002746497:0.9956718,235.5269:0.08712769:392.6381:0.001359551:0.1993729:-0.0002766111:0.9799227,246.5558:0.08712769:378.4684:0.001028567:0.02171675:-2.234241E-05:0.9997637,254.9346:0.08712769:386.67:0.00123715:-0.08706748:0.0001081262:0.9962016,231.7596:0.08712769:409.3763:0.0019194:0.4261818:-0.0009042466:0.9046351,253.225:0.1115837:409.9268:0:0:0:1,216.711:0.08712769:403.5682:0.001076733:0.4871124:-0.0006005573:0.8733384,240.4482:0.08712769:409.3763:0.002779816:0.2606654:-0.0007505525:0.9654249,251.1217:0.08712769:391.398:0.001442338:-0.04111387:5.935032E-05:0.9991534,224.8722:0.08712769:397.123:0.001221349:0.3598262:-0.0004710232:0.9330184
.788,Terrain,37656,None,True,248.2634:-0.004999995:423.1313:0:0.9804034:0:-0.1970004,251.8535:0.08712769:399.5573:0.001926221:-0.07549334:0.0001458333:0.9971445,240.2394:0.08712769:378.4684:0.001011107:0.08876333:-9.010488E-05:0.9960523,245.6181:0.08712769:407.8893:0.002966633:0.08581569:-0.0002555275:0.9963066,235.5269:0.08712769:392.6381:0.001366732:0.196541:-0.0002739626:0.9804946,246.5558:0.08712769:378.4684:0.001030424:0.01910618:-1.969107E-05:0.999817,254.9346:0.08712769:386.67:0.001237648:-0.09035877:0.0001122918:0.9959085,231.7596:0.08712769:409.3763:0.001941662:0.4241249:-0.0009093484:0.9056012,253.225:0.1115837:409.9268:0:0:0:1,216.711:0.08712769:403.5682:0.001084152:0.4863379:-0.000603436:0.87377,240.4482:0.08712769:409.3763:0.002815053:0.2554788:-0.0007438755:0.9668103,251.1217:0.08712769:391.398:0.001444282:-0.04489969:6.491334E-05:0.9989905,224.8722:0.08712769:397.123:0.001229539:0.3581028:-0.0004715756:0.9336812
.839,Terrain,37656,None,True,248.0611:-0.005000114:423.0679:0:0.970069:0:-0.2428297,251.8535:0.08712769:399.5573:0.001928092:-0.07987813:0.0001545063:0.9968027,240.2394:0.08712769:378.4684:0.001013475:0.086697:-8.819737E-05:0.9962342,245.6181:0.08712769:407.8893:0.002986652:0.07970846:-0.0002388224:0.9968137,235.5269:0.08712769:392.6381:0.001373055:0.1941242:-0.0002717124:0.980976,246.5558:0.08712769:378.4684:0.001032097:0.01686931:-1.741325E-05:0.9998572,254.9346:0.08712769:386.67:0.001238172:-0.09318608:0.0001158847:0.995648,231.7596:0.08712769:409.3763:0.001961257:0.4224052:-0.0009139905:0.9064046,253.225:0.1115837:409.9268:0:0:0:1,216.711:0.08712769:403.5682:0.001090613:0.4857138:-0.0006060126:0.874117,240.4482:0.08712769:409.3763:0.002846223:0.2510159:-0.0007380815:0.9679785,251.1217:0.08712769:391.398:0.001446074:-0.04815082:6.971059E-05:0.9988391,224.8722:0.08712769:397.123:0.001236712:0.3566534:-0.0004721264:0.9342359
.888,Terrain,37656,None,True,247.7139:-0.004999995:422.9312:0:0.9559055:0:-0.2936744,251.8535:0.08712769:399.5573:0.00193308:-0.08753134:0.0001698574:0.9961599,240.2394:0.08712769:378.4684:0.001018129:0.08317823:-8.498069E-05:0.9965342,245.6181:0.08712769:407.8893:0.003025752:0.06916423:-0.0002097771:0.9976007,235.5269:0.08712769:392.6381:0.001384999:0.190081:-0.000268151:0.9817674,246.5558:0.08712769:378.4684:0.001035566:0.01301986:-1.348407E-05:0.9999147,254.9346:0.08712769:386.67:0.001239857:-0.09812109:0.0001222461:0.9951738,231.7596:0.08712769:409.3763:0.001996996:0.4198337:-0.0009237634:0.9075984,253.225:0.1115837:409.9268:0:0:0:1,216.711:0.08712769:403.5682:0.001102126:0.484908:-0.0006110809:0.8745643,240.4482:0.08712769:409.3763:0.002904924:0.2435466:-0.0007294522:0.9698846,251.1217:0.08712769:391.398:0.00145024:-0.05380004:7.81362E-05:0.9985507,224.8722:0.08712769:397.123:0.001249813:0.3543773:-0.000473644:0.9351016
