Timestamp,Originator,OriginatorID,Event,Parameter,Shepherd,Wolf,Wolf,Wolf,Wolf,Wolf,Wolf,Wolf,Wolf,Wolf,Wolf,Wolf,Wolf
2.474,Terrain,45398,None,True,248.5:0:423.2:0:-0.9938502:0:0.1107332,251.8535:0.08712769:399.5573:0:-0.3826835:0:0.9238796,240.2394:0.08712769:378.4684:0:0:0:1,245.6181:0.08712769:407.8893:0:1:0:-4.371139E-08,235.5269:0.08712769:392.6381:0:0.08715574:0:0.9961947,246.5558:0.08712769:378.4684:0:0:0:1,254.9346:0.08712769:386.67:0:0.7071068:0:-0.7071068,231.7596:0.08712769:409.3763:0:0:0:1,253.225:0.1115837:409.9268:0:0:0:1,216.711:0.08712769:403.5682:0:0.3781566:0:0.9257417,240.4482:0.08712769:409.3763:0:0:0:1,251.1217:0.08712769:391.398:0:0.3420202:0:-0.9396926,224.8722:0.08712769:397.123:0:0.1688256:0:0.9856459
.053,Terrain,45398,None,True,248.5:-0.004925609:423.2:0:0.9938502:0:-0.1107332,251.8535:0.08712769:399.5573:0.001922677:-0.07039217:0.0001356782:0.9975176,240.2394:0.08712769:378.4684:0.001007625:0.09117974:-9.225933E-05:0.9958339,245.6181:0.08712769:407.8893:0.002941476:0.09289213:-0.0002744278:0.9956718,235.5269:0.08712769:392.6381:0.001358452:0.1993729:-0.0002763876:0.9799227,246.5558:0.08712769:378.4684:0.001027735:0.02171675:-2.232435E-05:0.9997637,254.9346:0.08712769:386.67:0.00123615:-0.08706748:0.0001080389:0.9962016,231.7596:0.08712769:409.3763:0.001917849:0.4261818:-0.000903516:0.9046351,253.225:0.1115837:409.9268:0:0:0:1,216.711:0.08712769:403.5682:0.001075863:0.4871124:-0.000600072:0.8733384,240.4482:0.08712769:409.3763:0.00277757:0.2606654:-0.0007499459:0.9654249,251.1217:0.08712769:391.398:0.001441172:-0.04111387:5.930237E-05:0.9991534,224.8722:0.08712769:397.123:0.001220362:0.3598262:-0.0004706426:0.9330184
.103,Terrain,45398,None,True,248.5:-0.004999459:423.2:0:0.9938502:0:-0.1107332,251.8535:0.08712769:399.5573:0.00192422:-0.07039217:0.0001357871:0.9975176,240.2394:0.08712769:378.4684:0.001008433:0.09117974:-9.233335E-05:0.9958339,245.6181:0.08712769:407.8893:0.002943836:0.09289213:-0.0002746479:0.9956718,235.5269:0.08712769:392.6381:0.001359542:0.1993729:-0.0002766093:0.9799227,246.5558:0.08712769:378.4684:0.00102856:0.02171675:-2.234226E-05:0.9997637,254.9346:0.08712769:386.67:0.001237142:-0.08706748:0.0001081255:0.9962016,231.7596:0.08712769:409.3763:0.001919387:0.4261818:-0.0009042408:0.9046351,253.225:0.1115837:409.9268:0:0:0:1,216.711:0.08712769:403.5682:0.001076726:0.4871124:-0.0006005534:0.8733384,240.4482:0.08712769:409.3763:0.002779798:0.2606654:-0.0007505476:0.9654249,251.1217:0.08712769:391.398:0.001442328:-0.04111387:5.934994E-05:0.9991534,224.8722:0.08712769:397.123:0.001221341:0.3598262:-0.0004710201:0.9330184
.153,Terrain,45398,None,True,248.5:-0.004999995:423.2:0:0.9938502:0:-0.1107332,251.8535:0.08712769:399.5573:0.001924231:-0.07039217:0.0001357879:0.9975176,240.2394:0.08712769:378.4684:0.001008439:0.09117974:-9.233389E-05:0.9958339,245.6181:0.08712769:407.8893:0.002943853:0.09289213:-0.0002746495:0.9956718,235.5269:0.08712769:392.6381:0.00135955:0.1993729:-0.0002766109:0.9799227,246.5558:0.08712769:378.4684:0.001028566:0.02171675:-2.234239E-05:0.9997637,254.9346:0.08712769:386.67:0.001237149:-0.08706748:0.0001081262:0.9962016,231.7596:0.08712769:409.3763:0.001919399:0.4261818:-0.000904246:0.9046351,253.225:0.1115837:409.9268:0:0:0:1,216.711:0.08712769:403.5682:0.001076732:0.4871124:-0.0006005569:0.8733384,240.4482:0.08712769:409.3763:0.002779814:0.2606654:-0.0007505519:0.9654249,251.1217:0.08712769:391.398:0.001442337:-0.04111387:5.935028E-05:0.9991534,224.8722:0.08712769:397.123:0.001221348:0.3598262:-0.0004710229:0.9330184
.203,Terrain,45398,None,True,248.5:-0.005000055:423.2:0:0.9938502:0:-0.1107332,251.8535:0.08712769:399.5573:0.001924232:-0.07039217:0.000135788:0.9975176,240.2394:0.08712769:378.4684:0.00100844:0.09117974:-9.233394E-05:0.9958339,245.6181:0.08712769:407.8893:0.002943855:0.09289213:-0.0002746497:0.9956718,235.5269:0.08712769:392.6381:0.001359551:0.1993729:-0.0002766111:0.9799227,246.5558:0.08712769:378.4684:0.001028567:0.02171675:-2.234241E-05:0.9997637,254.9346:0.08712769:386.67:0.00123715:-0.08706748:0.0001081262:0.9962016,231.7596:0.08712769:409.3763:0.0019194:0.4261818:-0.0009042466:0.9046351,253.225:0.1115837:409.9268:0:0:0:1,216.711:0.08712769:403.5682:0.001076733:0.4871124:-0.0006005573:0.8733384,240.4482:0.08712769:409.3763:0.002779816:0.2606654:-0.0007505525:0.9654249,251.1217:0.08712769:391.398:0.001442338:-0.04111387:5.935032E-05:0.9991534,224.8722:0.08712769:397.123:0.001221349:0.3598262:-0.0004710232:0.9330184
.253,Terrain,45398,None,True,248.5:-0.005000055:423.2:0:0.9938502:0:-0.1107332,251.8535:0.08712769:399.5573:0.001924232:-0.07039217:0.000135788:0.9975176,240.2394:0.08712769:378.4684:0.00100844:0.09117974:-9.233394E-05:0.9958339,245.6181:0.08712769:407.8893:0.002943855:0.09289213:-0.0002746497:0.9956718,235.5269:0.08712769:392.6381:0.001359551:0.1993729:-0.0002766111:0.9799227,246.5558:0.08712769:378.4684:0.001028567:0.02171675:-2.234241E-05:0.9997637,254.9346:0.08712769:386.67:0.00123715:-0.08706748:0.0001081262:0.9962016,231.7596:0.08712769:409.3763:0.0019194:0.4261818:-0.0009042466:0.9046351,253.225:0.1115837:409.9268:0:0:0:1,216.711:0.08712769:403.5682:0.001076733:0.4871124:-0.0006005573:0.8733384,240.4482:0.08712769:409.3763:0.002779816:0.2606654:-0.0007505525:0.9654249,251.1217:0.08712769:391.398:0.001442338:-0.04111387:5.935032E-05:0.9991534,224.8722:0.08712769:397.123:0.001221349:0.3598262:-0.0004710232:0.9330184
.302,Terrain,45398,None,True,248.5:-0.005000055:423.2:0:0.9938502:0:-0.1107332,251.8535:0.08712769:399.5573:0.001924232:-0.07039217:0.000135788:0.9975176,240.2394:0.08712769:378.4684:0.00100844:0.09117974:-9.233394E-05:0.9958339,245.6181:0.08712769:407.8893:0.002943855:0.09289213:-0.0002746497:0.9956718,235.5269:0.08712769:392.6381:0.001359551:0.1993729:-0.0002766111:0.9799227,246.5558:0.08712769:378.4684:0.001028567:0.02171675:-2.234241E-05:0.9997637,254.9346:0.08712769:386.67:0.00123715:-0.08706748:0.0001081262:0.9962016,231.7596:0.08712769:409.3763:0.0019194:0.4261818:-0.0009042466:0.9046351,253.225:0.1115837:409.9268:0:0:0:1,216.711:0.08712769:403.5682:0.001076733:0.4871124:-0.0006005573:0.8733384,240.4482:0.08712769:409.3763:0.002779816:0.2606654:-0.0007505525:0.9654249,251.1217:0.08712769:391.398:0.001442338:-0.04111387:5.935032E-05:0.9991534,224.8722:0.08712769:397.123:0.001221349:0.3598262:-0.0004710232:0.9330184
.352,Terrain,45398,None,True,248.5:-0.005000055:423.2:0:0.9938502:0:-0.1107332,251.8535:0.08712769:399.5573:0.001924232:-0.07039217:0.000135788:0.9975176,240.2394:0.08712769:378.4684:0.00100844:0.09117974:-9.233394E-05:0.9958339,245.6181:0.08712769:407.8893:0.002943855:0.09289213:-0.0002746497:0.9956718,235.5269:0.08712769:392.6381:0.001359551:0.1993729:-0.0002766111:0.9799227,246.5558:0.08712769:378.4684:0.001028567:0.02171675:-2.234241E-05:0.9997637,254.9346:0.08712769:386.67:0.00123715:-0.08706748:0.0001081262:0.9962016,231.7596:0.08712769:409.3763:0.0019194:0.4261818:-0.0009042466:0.9046351,253.225:0.1115837:409.9268:0:0:0:1,216.711:0.08712769:403.5682:0.001076733:0.4871124:-0.0006005573:0.8733384,240.4482:0.08712769:409.3763:0.002779816:0.2606654:-0.0007505525:0.9654249,251.1217:0.08712769:391.398:0.001442338:-0.04111387:5.935032E-05:0.9991534,224.8722:0.08712769:397.123:0.001221349:0.3598262:-0.0004710232:0.9330184
.402,Terrain,45398,None,True,248.5:-0.005000055:423.2:0:0.9938502:0:-0.1107332,251.8535:0.08712769:399.5573:0.001924232:-0.07039217:0.000135788:0.9975176,240.2394:0.08712769:378.4684:0.00100844:0.09117974:-9.233394E-05:0.9958339,245.6181:0.08712769:407.8893:0.002943855:0.09289213:-0.0002746497:0.9956718,235.5269:0.08712769:392.6381:0.001359551:0.1993729:-0.0002766111:0.9799227,246.5558:0.08712769:378.4684:0.001028567:0.02171675:-2.234241E-05:0.9997637,254.9346:0.08712769:386.67:0.00123715:-0.08706748:0.0001081262:0.9962016,231.7596:0.08712769:409.3763:0.0019194:0.4261818:-0.0009042466:0.9046351,253.225:0.1115837:409.9268:0:0:0:1,216.711:0.08712769:403.5682:0.001076733:0.4871124:-0.0006005573:0.8733384,240.4482:0.08712769:409.3763:0.002779816:0.2606654:-0.0007505525:0.9654249,251.1217:0.08712769:391.398:0.001442338:-0.04111387:5.935032E-05:0.9991534,224.8722:0.08712769:397.123:0.001221349:0.3598262:-0.0004710232:0.9330184
.452,Terrain,45398,None,True,248.4178:-0.005000055:423.1818:0:0.9897341:0:-0.1429213,251.8535:0.08712769:399.5573:0.001924499:-0.07214666:0.0001392092:0.9973922,240.2394:0.08712769:378.4684:0.001009245:0.09032997:-9.153933E-05:0.9959114,245.6181:0.08712769:407.8893:0.00295076:0.09041138:-0.0002678806:0.9959001,235.5269:0.08712769:392.6381:0.001361838:0.1983589:-0.0002756095:0.9801285,246.5558:0.08712769:378.4684:0.001029085:0.02080775:-2.141759E-05:0.999783,254.9346:0.08712769:386.67:0.001237145:-0.08819758:0.0001095402:0.9961023,231.7596:0.08712769:409.3763:0.001926854:0.42538:-0.0009056728:0.9050124,253.225:0.1115837:409.9268:0:0:0:1,216.711:0.08712769:403.5682:0.001079253:0.4867875:-0.0006014368:0.8735196,240.4482:0.08712769:409.3763:0.002791212:0.2587901:-0.0007478166:0.9659293,251.1217:0.08712769:391.398:0.001442768:-0.04242095:6.125879E-05:0.9990988,224.8722:0.08712769:397.123:0.001224064:0.3591788:-0.0004710949:0.9332678
