Timestamp,Originator,OriginatorID,Event,Parameter,Shepherd,Wolf,Wolf,Wolf,Wolf,Wolf,Wolf,Wolf,Wolf,Wolf,Wolf,Wolf,Wolf
1.130,Terrain,53678,None,True,248.5:0:423.2:0:-0.9938502:0:0.1107332,251.8535:0.08712769:399.5573:0:-0.3826835:0:0.9238796,240.2394:0.08712769:378.4684:0:0:0:1,245.6181:0.08712769:407.8893:0:1:0:-4.371139E-08,235.5269:0.08712769:392.6381:0:0.08715574:0:0.9961947,246.5558:0.08712769:378.4684:0:0:0:1,254.9346:0.08712769:386.67:0:0.7071068:0:-0.7071068,231.7596:0.08712769:409.3763:0:0:0:1,253.225:0.1115837:409.9268:0:0:0:1,216.711:0.08712769:403.5682:0:0.3781566:0:0.9257417,240.4482:0.08712769:409.3763:0:0:0:1,251.1217:0.08712769:391.398:0:0.3420202:0:-0.9396926,224.8722:0.08712769:397.123:0:0.1688256:0:0.9856459
.054,Terrain,53678,None,True,248.5:-0.004985154:423.2:0:0.9938502:0:-0.1107332,251.8535:0.08712769:399.5573:0.001923921:-0.07039217:0.000135766:0.9975176,240.2394:0.08712769:378.4684:0.001008277:0.09117974:-9.2319E-05:0.9958339,245.6181:0.08712769:407.8893:0.002943379:0.09289213:-0.0002746053:0.9956718,235.5269:0.08712769:392.6381:0.001359331:0.1993729:-0.0002765664:0.9799227,246.5558:0.08712769:378.4684:0.0010284:0.02171675:-2.233879E-05:0.9997637,254.9346:0.08712769:386.67:0.00123695:-0.08706748:0.0001081087:0.9962016,231.7596:0.08712769:409.3763:0.001919089:0.4261818:-0.0009041004:0.9046351,253.225:0.1115837:409.9268:0:0:0:1,216.711:0.08712769:403.5682:0.001076558:0.4871124:-0.0006004601:0.8733384,240.4482:0.08712769:409.3763:0.002779366:0.2606654:-0.0007504311:0.9654249,251.1217:0.08712769:391.398:0.001442104:-0.04111387:5.934072E-05:0.9991534,224.8722:0.08712769:397.123:0.001221151:0.3598262:-0.000470947:0.9330184
.104,Terrain,53678,None,True,248.5:-0.004999459:423.2:0:0.9938502:0:-0.1107332,251.8535:0.08712769:399.5573:0.00192422:-0.07039217:0.0001357871:0.9975176,240.2394:0.08712769:378.4684:0.001008433:0.09117974:-9.233335E-05:0.9958339,245.6181:0.08712769:407.8893:0.002943836:0.09289213:-0.0002746479:0.9956718,235.5269:0.08712769:392.6381:0.001359542:0.1993729:-0.0002766093:0.9799227,246.5558:0.08712769:378.4684:0.00102856:0.02171675:-2.234226E-05:0.9997637,254.9346:0.08712769:386.67:0.001237142:-0.08706748:0.0001081255:0.9962016,231.7596:0.08712769:409.3763:0.001919387:0.4261818:-0.0009042408:0.9046351,253.225:0.1115837:409.9268:0:0:0:1,216.711:0.08712769:403.5682:0.001076726:0.4871124:-0.0006005534:0.8733384,240.4482:0.08712769:409.3763:0.002779798:0.2606654:-0.0007505476:0.9654249,251.1217:0.08712769:391.398:0.001442328:-0.04111387:5.934994E-05:0.9991534,224.8722:0.08712769:397.123:0.001221341:0.3598262:-0.0004710201:0.9330184
.154,Terrain,53678,None,True,248.5:-0.005000055:423.2:0:0.9938502:0:-0.1107332,251.8535:0.08712769:399.5573:0.001924232:-0.07039217:0.000135788:0.9975176,240.2394:0.08712769:378.4684:0.00100844:0.09117974:-9.233394E-05:0.9958339,245.6181:0.08712769:407.8893:0.002943855:0.09289213:-0.0002746497:0.9956718,235.5269:0.08712769:392.6381:0.001359551:0.1993729:-0.0002766111:0.9799227,246.5558:0.08712769:378.4684:0.001028567:0.02171675:-2.234241E-05:0.9997637,254.9346:0.08712769:386.67:0.00123715:-0.08706748:0.0001081262:0.9962016,231.7596:0.08712769:409.3763:0.0019194:0.4261818:-0.0009042466:0.9046351,253.225:0.1115837:409.9268:0:0:0:1,216.711:0.08712769:403.5682:0.001076733:0.4871124:-0.0006005573:0.8733384,240.4482:0.08712769:409.3763:0.002779816:0.2606654:-0.0007505525:0.9654249,251.1217:0.08712769:391.398:0.001442338:-0.04111387:5.935032E-05:0.9991534,224.8722:0.08712769:397.123:0.001221349:0.3598262:-0.0004710232:0.9330184
.203,Terrain,53678,None,True,248.5:-0.005000055:423.2:0:0.9938502:0:-0.1107332,251.8535:0.08712769:399.5573:0.001924232:-0.07039217:0.000135788:0.9975176,240.2394:0.08712769:378.4684:0.00100844:0.09117974:-9.233394E-05:0.9958339,245.6181:0.08712769:407.8893:0.002943855:0.09289213:-0.0002746497:0.9956718,235.5269:0.08712769:392.6381:0.001359551:0.1993729:-0.0002766111:0.9799227,246.5558:0.08712769:378.4684:0.001028567:0.02171675:-2.234241E-05:0.9997637,254.9346:0.08712769:386.67:0.00123715:-0.08706748:0.0001081262:0.9962016,231.7596:0.08712769:409.3763:0.0019194:0.4261818:-0.0009042466:0.9046351,253.225:0.1115837:409.9268:0:0:0:1,216.711:0.08712769:403.5682:0.001076733:0.4871124:-0.0006005573:0.8733384,240.4482:0.08712769:409.3763:0.002779816:0.2606654:-0.0007505525:0.9654249,251.1217:0.08712769:391.398:0.001442338:-0.04111387:5.935032E-05:0.9991534,224.8722:0.08712769:397.123:0.001221349:0.3598262:-0.0004710232:0.9330184
.252,Terrain,53678,None,True,248.5:-0.005000055:423.2:0:0.9938502:0:-0.1107332,251.8535:0.08712769:399.5573:0.001924232:-0.07039217:0.000135788:0.9975176,240.2394:0.08712769:378.4684:0.00100844:0.09117974:-9.233394E-05:0.9958339,245.6181:0.08712769:407.8893:0.002943855:0.09289213:-0.0002746497:0.9956718,235.5269:0.08712769:392.6381:0.001359551:0.1993729:-0.0002766111:0.9799227,246.5558:0.08712769:378.4684:0.001028567:0.02171675:-2.234241E-05:0.9997637,254.9346:0.08712769:386.67:0.00123715:-0.08706748:0.0001081262:0.9962016,231.7596:0.08712769:409.3763:0.0019194:0.4261818:-0.0009042466:0.9046351,253.225:0.1115837:409.9268:0:0:0:1,216.711:0.08712769:403.5682:0.001076733:0.4871124:-0.0006005573:0.8733384,240.4482:0.08712769:409.3763:0.002779816:0.2606654:-0.0007505525:0.9654249,251.1217:0.08712769:391.398:0.001442338:-0.04111387:5.935032E-05:0.9991534,224.8722:0.08712769:397.123:0.001221349:0.3598262:-0.0004710232:0.9330184
.302,Terrain,53678,None,True,248.5:-0.005000055:423.2:0:0.9938502:0:-0.1107332,251.8535:0.08712769:399.5573:0.001924232:-0.07039217:0.000135788:0.9975176,240.2394:0.08712769:378.4684:0.00100844:0.09117974:-9.233394E-05:0.9958339,245.6181:0.08712769:407.8893:0.002943855:0.09289213:-0.0002746497:0.9956718,235.5269:0.08712769:392.6381:0.001359551:0.1993729:-0.0002766111:0.9799227,246.5558:0.08712769:378.4684:0.001028567:0.02171675:-2.234241E-05:0.9997637,254.9346:0.08712769:386.67:0.00123715:-0.08706748:0.0001081262:0.9962016,231.7596:0.08712769:409.3763:0.0019194:0.4261818:-0.0009042466:0.9046351,253.225:0.1115837:409.9268:0:0:0:1,216.711:0.08712769:403.5682:0.001076733:0.4871124:-0.0006005573:0.8733384,240.4482:0.08712769:409.3763:0.002779816:0.2606654:-0.0007505525:0.9654249,251.1217:0.08712769:391.398:0.001442338:-0.04111387:5.935032E-05:0.9991534,224.8722:0.08712769:397.123:0.001221349:0.3598262:-0.0004710232:0.9330184
.352,Terrain,53678,None,True,248.5:-0.005000055:423.2:0:0.9938502:0:-0.1107332,251.8535:0.08712769:399.5573:0.001924232:-0.07039217:0.000135788:0.9975176,240.2394:0.08712769:378.4684:0.00100844:0.09117974:-9.233394E-05:0.9958339,245.6181:0.08712769:407.8893:0.002943855:0.09289213:-0.0002746497:0.9956718,235.5269:0.08712769:392.6381:0.001359551:0.1993729:-0.0002766111:0.9799227,246.5558:0.08712769:378.4684:0.001028567:0.02171675:-2.234241E-05:0.9997637,254.9346:0.08712769:386.67:0.00123715:-0.08706748:0.0001081262:0.9962016,231.7596:0.08712769:409.3763:0.0019194:0.4261818:-0.0009042466:0.9046351,253.225:0.1115837:409.9268:0:0:0:1,216.711:0.08712769:403.5682:0.001076733:0.4871124:-0.0006005573:0.8733384,240.4482:0.08712769:409.3763:0.002779816:0.2606654:-0.0007505525:0.9654249,251.1217:0.08712769:391.398:0.001442338:-0.04111387:5.935032E-05:0.9991534,224.8722:0.08712769:397.123:0.001221349:0.3598262:-0.0004710232:0.9330184
.402,Terrain,53678,None,True,248.5:-0.005000055:423.2:0:0.9938502:0:-0.1107332,251.8535:0.08712769:399.5573:0.001924232:-0.07039217:0.000135788:0.9975176,240.2394:0.08712769:378.4684:0.00100844:0.09117974:-9.233394E-05:0.9958339,245.6181:0.08712769:407.8893:0.002943855:0.09289213:-0.0002746497:0.9956718,235.5269:0.08712769:392.6381:0.001359551:0.1993729:-0.0002766111:0.9799227,246.5558:0.08712769:378.4684:0.001028567:0.02171675:-2.234241E-05:0.9997637,254.9346:0.08712769:386.67:0.00123715:-0.08706748:0.0001081262:0.9962016,231.7596:0.08712769:409.3763:0.0019194:0.4261818:-0.0009042466:0.9046351,253.225:0.1115837:409.9268:0:0:0:1,216.711:0.08712769:403.5682:0.001076733:0.4871124:-0.0006005573:0.8733384,240.4482:0.08712769:409.3763:0.002779816:0.2606654:-0.0007505525:0.9654249,251.1217:0.08712769:391.398:0.001442338:-0.04111387:5.935032E-05:0.9991534,224.8722:0.08712769:397.123:0.001221349:0.3598262:-0.0004710232:0.9330184
.452,Terrain,53678,None,True,248.4384:-0.004999995:423.2574:0:0.9864944:0:-0.1637949,251.8535:0.08712769:399.5573:0.00191881:-0.07149482:0.0001375372:0.9974391,240.2394:0.08712769:378.4684:0.001007507:0.09040309:-9.145623E-05:0.9959047,245.6181:0.08712769:407.8893:0.002935952:0.09062409:-0.0002671685:0.9958808,235.5269:0.08712769:392.6381:0.001358696:0.1982056:-0.0002747524:0.9801595,246.5558:0.08712769:378.4684:0.001027326:0.02100252:-2.158119E-05:0.9997789,254.9346:0.08712769:386.67:0.001234835:-0.08774731:0.0001087731:0.996142,231.7596:0.08712769:409.3763:0.001922089:0.4244401:-0.000900998:0.9054536,253.225:0.1115837:409.9268:0:0:0:1,216.711:0.08712769:403.5682:0.001078024:0.486162:-0.0005997409:0.8738678,240.4482:0.08712769:409.3763:0.00277846:0.2581888:-0.0007425467:0.9660903,251.1217:0.08712769:391.398:0.001439471:-0.04199962:6.051068E-05:0.9991166,224.8722:0.08712769:397.123:0.001221866:0.3587094:-0.0004695438:0.9334484
.501,Terrain,53678,None,True,248.3195:-0.004999936:423.3678:0:0.9648464:0:-0.2628145,251.8535:0.08712769:399.5573:0.00190844:-0.0736061:0.0001408552:0.9972855,240.2394:0.08712769:378.4684:0.001005713:0.08890989:-8.977336E-05:0.9960392,245.6181:0.08712769:407.8893:0.002920697:0.08628688:-0.0002529623:0.9962661,235.5269:0.08712769:392.6381:0.00135704:0.1959612:-0.0002711853:0.9806107,246.5558:0.08712769:378.4684:0.001024943:0.01962973:-2.012324E-05:0.9998068,254.9346:0.08712769:386.67:0.001230401:-0.08905277:0.0001100078:0.9960262,231.7596:0.08712769:409.3763:0.00192721:0.421078:-0.0008946922:0.907022,253.225:0.1115837:409.9268:0:0:0:1,216.711:0.08712769:403.5682:0.001080508:0.4843282:-0.0005981589:0.8748855,240.4482:0.08712769:409.3763:0.002775648:0.2534294:-0.0007271732:0.9673496,251.1217:0.08712769:391.398:0.001433977:-0.04369917:6.27236E-05:0.9990437,224.8722:0.08712769:397.123:0.001222849:0.3565577:-0.0004666908:0.9342723
.551,Terrain,53678,None,True,248.0764:-0.004999936:423.5923:0:0.9198955:0:-0.3921636,251.8535:0.08712769:399.5573:0.001887541:-0.07785967:0.0001474111:0.9969625,240.2394:0.08712769:378.4684:0.001002056:0.08587475:-8.63704E-05:0.9963055,245.6181:0.08712769:407.8893:0.002889373:0.07756624:-0.000224796:0.996983,235.5269:0.08712769:392.6381:0.001353601:0.1913972:-0.0002639555:0.9815117,246.5558:0.08712769:378.4684:0.001020103:0.0168418:-1.718282E-05:0.9998577,254.9346:0.08712769:386.67:0.001221437:-0.09169789:0.0001124772:0.9957861,231.7596:0.08712769:409.3763:0.001937372:0.4141835:-0.0008816032:0.9101909,253.225:0.1115837:409.9268:0:0:0:1,216.711:0.08712769:403.5682:0.001085554:0.48057:-0.0005948814:0.8769555,240.4482:0.08712769:409.3763:0.002769031:0.2437629:-0.0006959842:0.9698307,251.1217:0.08712769:391.398:0.001422863:-0.04713794:6.714552E-05:0.9988874,224.8722:0.08712769:397.123:0.001224787:0.3521625:-0.0004608468:0.935938
.603,Terrain,53678,None,True,247.8803:-0.004999936:423.7545:0:0.8887432:0:-0.4584054,251.8535:0.08712769:399.5573:0.001872301:-0.08128443:0.0001526945:0.9966892,240.2394:0.08712769:378.4684:0.0009994922:0.08347807:-8.372797E-05:0.9965091,245.6181:0.08712769:407.8893:0.002867124:0.07075845:-0.0002033839:0.9974893,235.5269:0.08712769:392.6381:0.001351409:0.1878389:-0.0002584479:0.9821989,246.5558:0.08712769:378.4684:0.001016626:0.01461923:-1.486389E-05:0.9998927,254.9346:0.08712769:386.67:0.001214861:-0.09384927:0.0001145193:0.9955857,231.7596:0.08712769:409.3763:0.00194604:0.4088855:-0.0008719288:0.9125832,253.225:0.1115837:409.9268:0:0:0:1,216.711:0.08712769:403.5682:0.001089748:0.4777068:-0.0005925658:0.8785185,240.4482:0.08712769:409.3763:0.002765365:0.236281:-0.0006724466:0.9716806,251.1217:0.08712769:391.398:0.001414774:-0.04990095:7.068673E-05:0.9987532,224.8722:0.08712769:397.123:0.001226664:0.3487775:-0.000456499:0.9372047
.651,Terrain,53678,None,True,247.5373:-0.004999936:423.9747:0:-0.8466712:0:0.5321165,251.8535:0.08712769:399.5573:0.001850607:-0.08736904:0.0001623067:0.9961743,240.2394:0.08712769:378.4684:0.000996321:0.07942475:-7.938337E-05:0.9968404,245.6181:0.08712769:407.8893:0.002838491:0.05934143:-0.0001687382:0.9982337,235.5269:0.08712769:392.6381:0.001349684:0.1819814:-0.0002497887:0.983301,246.5558:0.08712769:378.4684:0.001011955:0.0107824:-1.091195E-05:0.9999413,254.9346:0.08712769:386.67:0.001205418:-0.0977209:0.0001183611:0.9952132,231.7596:0.08712769:409.3763:0.001963547:0.4005343:-0.0008583275:0.9162793,253.225:0.1115837:409.9268:0.003775185:-0.1911689:0.0007352639:0.9815496,216.711:0.08712769:403.5682:0.001097627:0.4732898:-0.0005897292:0.8809059,240.4482:0.08712769:409.3763:0.002766189:0.2241133:-0.0006361233:0.974559,251.1217:0.08712769:391.398:0.001403418:-0.05476673:7.69762E-05:0.9984982,224.8722:0.08712769:397.123:0.001231202:0.3433911:-0.0004501571:0.9391916
