Timestamp,Originator,OriginatorID,Event,Parameter,Shepherd
.000,Terrain,16192,None,True,262.9717:0:450.5668:0:-0.9938502:0:0.1107332
.456,Terrain,16192,None,True,262.9706:0.01822609:450.5665:0:0.9363716:0:-0.3510104
.507,Terrain,16192,None,True,262.9705:0.01822191:450.5665:0:0.9315672:0:-0.3635693
.557,Terrain,16192,None,True,262.9705:0.01823205:450.5665:0:0.928749:0:-0.3707092
.608,Terrain,16192,None,True,262.9705:0.01821607:450.5666:0:0.9250435:0:-0.3798614
.658,Terrain,16192,None,True,262.9705:0.01822466:450.5666:0:0.9228879:0:-0.3850686
.709,Terrain,16192,None,True,262.9705:0.01822364:450.5666:0:0.9200725:0:-0.3917483
.759,Terrain,16192,None,True,262.9705:0.01821703:450.5666:0:0.9184439:0:-0.3955512
.810,Terrain,16192,None,True,262.9705:0.01822793:450.5667:0:0.9163263:0:-0.4004324
.861,Terrain,16192,None,True,262.9705:0.01823223:450.5667:0:0.9145476:0:-0.4044783
.911,Terrain,16192,None,True,262.9705:0.01824582:450.5667:0:0.9135246:0:-0.4067836
.962,Terrain,16192,None,True,262.9704:0.01822287:450.5667:0:0.9122003:0:-0.4097447
1.012,Terrain,16192,None,True,262.9704:0.01821554:450.5667:0:0.9114402:0:-0.4114327
1.063,Terrain,16192,None,True,262.9704:0.01822168:450.5667:0:0.9104582:0:-0.4136013
1.113,Terrain,16192,None,True,262.9704:0.01822835:450.5667:0:0.9098954:0:-0.4148378
1.164,Terrain,16192,None,True,262.9704:0.01823062:450.5667:0:0.9091692:0:-0.4164269
1.214,Terrain,16192,None,True,262.9704:0.01823092:450.5667:0:0.9087535:0:-0.4173333
1.265,Terrain,16192,None,True,262.9704:0.01823103:450.5667:0:0.9082176:0:-0.4184982
1.315,Terrain,16192,None,True,262.9704:0.01823103:450.5667:0:0.9079111:0:-0.4191627
1.366,Terrain,16192,None,True,262.9704:0.01823109:450.5667:0:0.9075163:0:-0.4200169
1.417,Terrain,16192,None,True,262.9704:0.01823962:450.5667:0:0.9072906:0:-0.4205042
1.467,Terrain,16192,None,True,262.9704:0.01824796:450.5667:0:0.9069999:0:-0.4211307
1.518,Terrain,16192,None,True,262.9704:0.01824909:450.5667:0:0.9068339:0:-0.4214882
1.568,Terrain,16192,None,True,262.9704:0.01824945:450.5667:0:0.9066201:0:-0.4219478
1.619,Terrain,16192,None,True,262.9704:0.01824945:450.5667:0:0.9064981:0:-0.4222101
1.669,Terrain,16192,None,True,262.9704:0.01824951:450.5667:0:0.9063409:0:-0.4225473
1.720,Terrain,16192,None,True,262.9704:0.01824951:450.5667:0:0.9062512:0:-0.4227397
1.770,Terrain,16192,None,True,262.9704:0.01824951:450.5667:0:0.9061357:0:-0.4229871
1.821,Terrain,16192,None,True,262.9704:0.01824951:450.5667:0:0.9060398:0:-0.4231925
1.872,Terrain,16192,None,True,262.9704:0.01824945:450.5667:0:0.905985:0:-0.4233098
1.922,Terrain,16192,None,True,262.9704:0.01824951:450.5667:0:0.9059145:0:-0.4234606
1.973,Terrain,16192,None,True,262.9704:0.01824951:450.5667:0:0.9058743:0:-0.4235466
2.023,Terrain,16192,None,True,262.9704:0.01824951:450.5667:0:0.9058226:0:-0.4236573
2.074,Terrain,16192,None,True,262.9704:0.01824957:450.5667:0:0.905793:0:-0.4237204
2.124,Terrain,16192,None,True,262.9704:0.01824951:450.5667:0:0.905755:0:-0.4238016
2.175,Terrain,16192,None,True,262.9704:0.01824951:450.5667:0:0.9057334:0:-0.423848
2.225,Terrain,16192,None,True,262.9704:0.01824945:450.5667:0:0.9057055:0:-0.4239075
2.276,Terrain,16192,None,True,262.9704:0.01824951:450.5667:0:0.9056896:0:-0.4239416
2.326,Terrain,16192,None,True,262.9704:0.01824945:450.5667:0:0.9056691:0:-0.4239852
2.377,Terrain,16192,None,True,262.9704:0.01824951:450.5667:0:0.9056574:0:-0.4240102
2.428,Terrain,16192,None,True,262.9704:0.01824957:450.5667:0:0.9056424:0:-0.4240423
2.478,Terrain,16192,None,True,262.9704:0.01824951:450.5667:0:0.9056339:0:-0.4240606
2.529,Terrain,16192,None,True,262.9704:0.01824951:450.5667:0:0.9056228:0:-0.4240842
2.579,Terrain,16192,None,True,262.9704:0.01824945:450.5667:0:0.9056165:0:-0.4240976
2.630,Terrain,16192,None,True,262.9704:0.01824951:450.5667:0:0.9056084:0:-0.4241149
