Timestamp,Originator,OriginatorID,Event,Parameter,Shepherd,Wolf,Wolf,Wolf,Wolf,Wolf,Wolf,Wolf,Wolf,Wolf,Wolf,Wolf
.000,Terrain,110606,None,True,240.393:0:424.3809:0:-0.9938502:0:0.1107332,231.859:0:409.2561:0:0:0:1,251.5527:0.02229691:399.599:0:-0.4235321:0:0.9058812,239.8003:0:378.4259:0:0:0:1,254.9462:0.1008653:386.5403:0:-0.6449979:0:0.7641844,235.2962:0.2906466:392.9454:0:0:0:1,240.3786:0:409.3502:0:0:0:1,251.2971:0.07526565:391.3087:0:-0.4147338:0:0.9099429,245.6428:0:407.5663:0:0.9996465:0:0.02658921,247.8209:0:378.6161:0:0:0:1,217.1309:0:403.6449:0:0.4497332:0:0.893163,223.6364:0:397.3542:0:0:0:1
.793,Terrain,110606,None,True,240.393:-0.005000055:424.3809:0:0.9938502:0:-0.1107332,231.8592:-0.02999562:409.2564:-0.0006960584:0.2540401:0.0001828246:0.9671934,251.5159:-0.01284909:399.6801:-0.0001416418:-0.209979:-3.041999E-05:0.9777059,239.8003:-0.0299989:378.426:-0.0002719648:0.006448444:1.753786E-06:0.9999792,254.9467:0.07682166:386.5393:0.000992097:-0.1825479:0.0001842005:0.9831964,235.2956:-0.02999634:392.9413:-0.0003911379:0.08028191:3.150299E-05:0.9967721,240.3786:-0.02999735:409.3507:-0.0008315653:0.000480192:3.993112E-07:0.9999996,251.2949:-0.02652806:391.314:-0.0003052417:-0.1585625:-4.902005E-05:0.9873489,245.6427:-0.02999511:407.5667:-0.0007013862:-0.1507353:-0.0001069457:0.9885739,247.8209:-0.02999818:378.6162:-0.000268716:-0.0803642:-2.166522E-05:0.9967656,217.131:-0.02999535:403.645:-0.0003659673:0.4090149:0.0001640346:0.9125276,223.6365:-0.02999592:397.3543:-0.0003779852:0.2739514:0.0001076686:0.9617435
.875,Terrain,110606,None,True,240.393:-0.005000055:424.3809:0:0.9938502:0:-0.1107332,231.8592:-0.02999568:409.2564:-0.0006960601:0.2540401:0.0001828251:0.9671934,251.516:-0.01323056:399.6804:-0.0001485267:-0.2099828:-3.189925E-05:0.9777051,239.8003:-0.0299989:378.426:-0.0002719648:0.006448444:1.753786E-06:0.9999792,254.9467:0.07682166:386.5393:0.000992097:-0.1825479:0.0001842005:0.9831964,235.2956:-0.02999634:392.9413:-0.0003911379:0.08028191:3.150299E-05:0.9967721,240.3786:-0.02999735:409.3507:-0.0008315653:0.000480192:3.993112E-07:0.9999996,251.2949:-0.02652806:391.314:-0.0003052417:-0.1585625:-4.902005E-05:0.9873489,245.6427:-0.02999511:407.5667:-0.0007013862:-0.1507353:-0.0001069457:0.9885739,247.8209:-0.02999818:378.6162:-0.000268716:-0.0803642:-2.166522E-05:0.9967656,217.131:-0.02999535:403.645:-0.0003659673:0.4090149:0.0001640346:0.9125276,223.6365:-0.02999592:397.3543:-0.0003779852:0.2739514:0.0001076686:0.9617435
.916,Terrain,110606,None,True,240.393:-0.005000055:424.3809:0:0.9938502:0:-0.1107332,231.8592:-0.02999562:409.2564:-0.0006960584:0.2540401:0.0001828246:0.9671934,251.5146:-0.012422:399.6834:-0.000133952:-0.2099821:-2.87689E-05:0.9777052,239.8003:-0.0299989:378.426:-0.0002719648:0.006448444:1.753786E-06:0.9999792,254.9467:0.07682166:386.5393:0.000992097:-0.1825479:0.0001842005:0.9831964,235.2956:-0.02999634:392.9413:-0.0003911379:0.08028191:3.150299E-05:0.9967721,240.3786:-0.02999738:409.3507:-0.0008315663:0.000480192:3.993117E-07:0.9999996,251.2949:-0.02652806:391.314:-0.0003052417:-0.1585625:-4.902005E-05:0.9873489,245.6427:-0.02999511:407.5667:-0.0007013862:-0.1507353:-0.0001069457:0.9885739,247.8209:-0.02999818:378.6162:-0.000268716:-0.0803642:-2.166522E-05:0.9967656,217.131:-0.02999535:403.645:-0.0003659673:0.4090149:0.0001640346:0.9125276,223.6365:-0.02999592:397.3543:-0.0003779852:0.2739514:0.0001076686:0.9617435
.956,Terrain,110606,None,True,240.393:-0.005000055:424.3809:0:0.9938502:0:-0.1107332,231.8592:-0.02999565:409.2564:-0.0006960593:0.2540401:0.0001828248:0.9671934,251.5146:-0.01302075:399.6838:-0.0001447602:-0.2099855:-3.109072E-05:0.9777045,239.8003:-0.0299989:378.426:-0.0002719648:0.006448444:1.753786E-06:0.9999792,254.9467:0.07682166:386.5393:0.000992097:-0.1825479:0.0001842005:0.9831964,235.2956:-0.02999634:392.9413:-0.0003911379:0.08028191:3.150299E-05:0.9967721,240.3786:-0.02999735:409.3507:-0.0008315653:0.000480192:3.993112E-07:0.9999996,251.2949:-0.02652806:391.314:-0.0003052417:-0.1585625:-4.902005E-05:0.9873489,245.6427:-0.02999511:407.5667:-0.0007013862:-0.1507353:-0.0001069457:0.9885739,247.8209:-0.02999818:378.6162:-0.000268716:-0.0803642:-2.166522E-05:0.9967656,217.131:-0.02999535:403.645:-0.0003659673:0.4090149:0.0001640346:0.9125276,223.6365:-0.02999592:397.3543:-0.0003779852:0.2739514:0.0001076686:0.9617435
1.035,Terrain,110606,None,True,240.393:-0.005000055:424.3809:0:0.9938502:0:-0.1107332,231.8592:-0.02999562:409.2564:-0.0006960584:0.2540401:0.0001828246:0.9671934,251.5148:-0.01340133:399.6841:-0.0001516299:-0.2099893:-3.256678E-05:0.9777037,239.8003:-0.0299989:378.426:-0.0002719648:0.006448444:1.753786E-06:0.9999792,254.9467:0.07682166:386.5393:0.000992097:-0.1825479:0.0001842005:0.9831964,235.2956:-0.02999634:392.9413:-0.0003911379:0.08028191:3.150299E-05:0.9967721,240.3786:-0.02999735:409.3507:-0.0008315653:0.000480192:3.993112E-07:0.9999996,251.2949:-0.02652806:391.314:-0.0003052417:-0.1585625:-4.902005E-05:0.9873489,245.6427:-0.02999511:407.5667:-0.0007013862:-0.1507353:-0.0001069457:0.9885739,247.8209:-0.02999818:378.6162:-0.000268716:-0.0803642:-2.166522E-05:0.9967656,217.131:-0.02999535:403.645:-0.0003659673:0.4090149:0.0001640346:0.9125276,223.6365:-0.02999592:397.3543:-0.0003779852:0.2739514:0.0001076686:0.9617435
1.075,Terrain,110606,None,True,240.393:-0.005000055:424.3809:0:0.9938502:0:-0.1107332,231.8592:-0.02999565:409.2564:-0.0006960593:0.2540401:0.0001828248:0.9671934,251.5134:-0.01259258:399.6871:-0.0001370502:-0.2099886:-2.943527E-05:0.9777039,239.8003:-0.0299989:378.426:-0.0002719648:0.006448444:1.753786E-06:0.9999792,254.9467:0.07682166:386.5393:0.000992097:-0.1825479:0.0001842005:0.9831964,235.2956:-0.02999634:392.9413:-0.0003911379:0.08028191:3.150299E-05:0.9967721,240.3786:-0.02999738:409.3507:-0.0008315663:0.000480192:3.993117E-07:0.9999996,251.2949:-0.02652806:391.314:-0.0003052417:-0.1585625:-4.902005E-05:0.9873489,245.6427:-0.02999511:407.5667:-0.0007013862:-0.1507353:-0.0001069457:0.9885739,247.8209:-0.02999818:378.6162:-0.000268716:-0.0803642:-2.166522E-05:0.9967656,217.131:-0.02999535:403.645:-0.0003659673:0.4090149:0.0001640346:0.9125276,223.6365:-0.02999592:397.3543:-0.0003779852:0.2739514:0.0001076686:0.9617435
1.117,Terrain,110606,None,True,240.393:-0.005000055:424.3809:0:0.9938502:0:-0.1107332,231.8592:-0.02999568:409.2564:-0.0006960601:0.2540401:0.0001828251:0.9671934,251.5134:-0.01319104:399.6875:-0.0001478546:-0.2099921:-3.175636E-05:0.9777031,239.8003:-0.0299989:378.426:-0.0002719648:0.006448444:1.753786E-06:0.9999792,254.9467:0.07682166:386.5393:0.000992097:-0.1825479:0.0001842005:0.9831964,235.2956:-0.02999634:392.9413:-0.0003911379:0.08028191:3.150299E-05:0.9967721,240.3786:-0.02999735:409.3507:-0.0008315653:0.000480192:3.993112E-07:0.9999996,251.2949:-0.02652806:391.314:-0.0003052417:-0.1585625:-4.902005E-05:0.9873489,245.6427:-0.02999511:407.5667:-0.0007013862:-0.1507353:-0.0001069457:0.9885739,247.8209:-0.02999818:378.6162:-0.000268716:-0.0803642:-2.166522E-05:0.9967656,217.131:-0.02999535:403.645:-0.0003659673:0.4090149:0.0001640346:0.9125276,223.6365:-0.02999592:397.3543:-0.0003779852:0.2739514:0.0001076686:0.9617435
1.200,Terrain,110606,None,True,240.3152:-0.005000055:424.413:0:0.9875786:0:-0.1571254,231.8592:-0.02999565:409.2564:-0.0006969033:0.2517098:0.0001812533:0.9678025,251.5135:-0.0135712:399.6878:-0.0001543329:-0.2110372:-3.332044E-05:0.977478,239.8003:-0.0299989:378.426:-0.0002717819:0.00559731:1.521271E-06:0.9999843,254.9467:0.07682166:386.5393:0.0009905417:-0.1832884:0.0001846836:0.9830587,235.2956:-0.02999634:392.9413:-0.0003909409:0.07899926:3.098087E-05:0.9968746,240.3786:-0.02999735:409.3507:-0.0008297841:-0.002106099:-1.747612E-06:0.9999974,251.2949:-0.02652806:391.314:-0.0003047159:-0.1594672:-4.922208E-05:0.9872032,245.6427:-0.02999511:407.5667:-0.000699047:-0.1525471:-0.0001079005:0.988296,247.8209:-0.02999818:378.6162:-0.0002684431:-0.08113451:-2.185205E-05:0.9967031,217.131:-0.02999535:403.645:-0.0003665983:0.4079037:0.0001637817:0.9130248,223.6365:-0.02999592:397.3543:-0.0003782879:0.2726938:0.0001072203:0.9621008
1.271,Terrain,110606,None,True,239.9987:-0.005000174:424.6083:0:0.9411078:0:-0.3381065,231.8601:-0.02999851:409.2559:-0.0006980638:0.2413218:0.0001735884:0.9704449,251.5105:-0.01425359:399.6953:-0.0001646538:-0.2147404:-3.620238E-05:0.9766712,239.8004:-0.02999747:378.426:-0.000270634:0.002146946:5.810378E-07:0.9999977,254.9467:0.07681936:386.5393:0.0009828191:-0.1859898:0.0001860405:0.9825512,235.2959:-0.02999991:392.9413:-0.0003893852:0.07364956:2.875615E-05:0.9972841,240.3787:-0.02999952:409.3507:-0.0008189212:-0.01244902:-1.019556E-05:0.9999222,251.295:-0.02650011:391.314:-0.0003016774:-0.1628199:-4.97834E-05:0.9866558,245.6432:-0.03000146:407.5668:-0.0006874533:-0.1592412:-0.0001108858:0.9872395,247.821:-0.03000128:378.6163:-0.0002670001:-0.08413401:-2.254373E-05:0.9964544,217.1314:-0.02999356:403.6445:-0.0003687309:0.4026403:0.0001621943:0.9153582,223.637:-0.02999559:397.354:-0.0003788741:0.2670522:0.0001049923:0.963682
