Timestamp,Originator,OriginatorID,Event,Parameter,Shepherd,Wolf,Wolf,Wolf,Wolf,Wolf,Wolf,Wolf,Wolf,Wolf,Wolf,Wolf
.000,Terrain,110606,None,True,240.393:0:424.3809:0:-0.9938502:0:0.1107332,231.859:0:409.2561:0:0:0:1,251.5527:0.02229691:399.599:0:-0.4235321:0:0.9058812,239.8003:0:378.4259:0:0:0:1,254.9462:0.1008653:386.5403:0:-0.6449979:0:0.7641844,235.2962:0.2906466:392.9454:0:0:0:1,240.3786:0:409.3502:0:0:0:1,251.2971:0.07526565:391.3087:0:-0.4147338:0:0.9099429,245.6428:0:407.5663:0:0.9996465:0:0.02658921,247.8209:0:378.6161:0:0:0:1,217.1309:0:403.6449:0:0.4497332:0:0.893163,223.6364:0:397.3542:0:0:0:1
5.097,Terrain,110606,None,True,230.9348:-0.004999995:421.2148:0:0.9149015:0:-0.4036772,231.8613:-0.02999681:409.2636:-0.0008283059:0.0729868:6.061709E-05:0.9973326,251.4362:-0.02082595:399.7908:-0.0002476491:-0.3724967:-9.94021E-05:0.9280335,239.8013:-0.02999845:378.4287:-0.0002845638:-0.1019898:-2.917474E-05:0.9947854,254.9622:0.07682031:386.5381:0.0009255533:-0.2983579:0.0002893238:0.9544536,235.2961:-0.02999717:392.9459:-0.0004356829:-0.07645999:-3.341012E-05:0.9970726,240.3729:-0.02999562:409.3591:-0.0007785712:-0.3298751:-0.0002720601:0.9440242,251.2386:-0.02334231:391.3896:-0.0002429211:-0.2944181:-7.483742E-05:0.9556767,245.6386:-0.02999532:407.5764:-0.0005711502:-0.3999711:-0.0002492489:0.9165276,247.8239:-0.02999818:378.62:-0.0002679368:-0.1876266:-5.118104E-05:0.9822404,217.1366:-0.02999732:403.6441:-0.0005287426:0.3267439:0.0001827967:0.9451128,223.6396:-0.02999121:397.3586:-0.0004953878:0.1478415:7.405264E-05:0.9890109
5.163,Terrain,110606,None,True,230.9348:-0.004999995:421.2148:0:0.9149015:0:-0.4036772,231.8613:-0.02999681:409.2636:-0.0008283059:0.0729868:6.061709E-05:0.9973326,251.4359:-0.02146029:399.7912:-0.0002575802:-0.3724968:-0.0001033883:0.9280334,239.8013:-0.02999845:378.4287:-0.0002845637:-0.1019905:-2.917492E-05:0.9947854,254.9622:0.07682103:386.5381:0.0009255614:-0.2983579:0.0002893264:0.9544536,235.2961:-0.02999744:392.9459:-0.0004356876:-0.07646052:-3.341071E-05:0.9970725,240.373:-0.02999651:409.3592:-0.0007785982:-0.3298782:-0.0002720724:0.9440231,251.2383:-0.02382219:391.3899:-0.0002492795:-0.2944176:-7.679613E-05:0.9556769,245.6386:-0.02999571:407.5764:-0.000571159:-0.3999711:-0.0002492528:0.9165276,247.8239:-0.02999824:378.62:-0.0002679375:-0.1876266:-5.118116E-05:0.9822404,217.1366:-0.0299978:403.6441:-0.000528753:0.3267428:0.0001827995:0.9451131,223.6396:-0.02999133:397.3586:-0.0004953905:0.1478406:7.405261E-05:0.9890111
5.224,Terrain,110606,None,True,230.9348:-0.004999995:421.2148:0:0.9149015:0:-0.4036772,231.8613:-0.02999681:409.2636:-0.0008283059:0.0729868:6.061709E-05:0.9973326,251.4359:-0.02131251:399.7912:-0.0002552666:-0.372497:-0.0001024597:0.9280334,239.8013:-0.02999854:378.4287:-0.0002845647:-0.1019903:-2.917498E-05:0.9947854,254.9622:0.07682097:386.5381:0.0009255607:-0.2983579:0.0002893262:0.9544536,235.2961:-0.02999729:392.9459:-0.000435685:-0.07646052:-3.341051E-05:0.9970725,240.3729:-0.02999651:409.3591:-0.0007785984:-0.3298769:-0.0002720712:0.9440236,251.2383:-0.02370235:391.3898:-0.0002476919:-0.2944177:-7.630704E-05:0.9556769,245.6386:-0.02999571:407.5764:-0.000571159:-0.3999711:-0.0002492528:0.9165276,247.8239:-0.02999824:378.62:-0.0002679375:-0.1876266:-5.118116E-05:0.9822404,217.1366:-0.02999765:403.6441:-0.0005287496:0.326743:0.0001827985:0.9451131,223.6396:-0.02999139:397.3586:-0.0004953915:0.1478409:7.405291E-05:0.989011
5.290,Terrain,110606,None,True,230.9348:-0.004999995:421.2148:0:0.9149015:0:-0.4036772,231.8613:-0.02999681:409.2636:-0.0008283059:0.0729868:6.061709E-05:0.9973326,251.4359:-0.0212639:399.7912:-0.0002545058:-0.3724972:-0.0001021544:0.9280333,239.8013:-0.02999857:378.4287:-0.000284565:-0.1019903:-2.917501E-05:0.9947854,254.9622:0.07682106:386.5381:0.0009255617:-0.2983579:0.0002893265:0.9544536,235.2961:-0.02999726:392.9459:-0.0004356845:-0.07646052:-3.341047E-05:0.9970725,240.3729:-0.02999651:409.3591:-0.0007785984:-0.3298769:-0.0002720712:0.9440236,251.2383:-0.02367148:391.3898:-0.0002472828:-0.2944176:-7.618098E-05:0.9556769,245.6386:-0.02999571:407.5764:-0.000571159:-0.3999711:-0.0002492528:0.9165276,247.8239:-0.02999824:378.62:-0.0002679375:-0.1876266:-5.118116E-05:0.9822404,217.1366:-0.02999759:403.6441:-0.0005287484:0.326743:0.0001827981:0.9451131,223.6396:-0.02999139:397.3586:-0.0004953915:0.1478409:7.405291E-05:0.989011
5.357,Terrain,110606,None,True,230.9348:-0.004999995:421.2148:0:0.9149015:0:-0.4036772,231.8613:-0.02999681:409.2636:-0.0008283059:0.0729868:6.061709E-05:0.9973326,251.4362:-0.02097198:399.7909:-0.0002499349:-0.3724973:-0.0001003198:0.9280332,239.8013:-0.02999854:378.4287:-0.0002845648:-0.10199:-2.917489E-05:0.9947854,254.9622:0.07682028:386.5381:0.0009255529:-0.2983579:0.0002893237:0.9544536,235.2961:-0.02999729:392.9459:-0.000435685:-0.07645999:-3.341028E-05:0.9970726,240.3729:-0.02999568:409.3591:-0.0007785719:-0.3298759:-0.000272061:0.944024,251.2385:-0.02345398:391.3896:-0.0002444003:-0.294418:-7.52931E-05:0.9556767,245.6386:-0.02999532:407.5764:-0.0005711502:-0.3999711:-0.0002492489:0.9165276,247.8239:-0.02999818:378.62:-0.0002679368:-0.1876266:-5.118104E-05:0.9822404,217.1366:-0.02999738:403.6441:-0.0005287439:0.3267439:0.0001827971:0.9451128,223.6396:-0.02999121:397.3586:-0.0004953879:0.1478412:7.405252E-05:0.989011
5.425,Terrain,110606,None,True,230.9348:-0.004999995:421.2148:0:0.9149015:0:-0.4036772,231.8613:-0.02999681:409.2636:-0.0008283059:0.0729868:6.061709E-05:0.9973326,251.4359:-0.02149761:399.7913:-0.0002581641:-0.3724974:-0.0001036228:0.9280332,239.8013:-0.02999848:378.4287:-0.000284564:-0.1019905:-2.917496E-05:0.9947854,254.9622:0.07682103:386.5381:0.0009255614:-0.2983579:0.0002893264:0.9544536,235.2961:-0.02999723:392.9459:-0.0004356839:-0.07646052:-3.341043E-05:0.9970725,240.373:-0.02999651:409.3592:-0.0007785982:-0.3298782:-0.0002720724:0.9440231,251.2383:-0.02383658:391.3899:-0.0002494701:-0.2944176:-7.685486E-05:0.9556769,245.6386:-0.02999571:407.5764:-0.000571159:-0.3999711:-0.0002492528:0.9165276,247.8239:-0.02999824:378.62:-0.0002679375:-0.1876266:-5.118116E-05:0.9822404,217.1366:-0.0299978:403.6441:-0.000528753:0.3267428:0.0001827995:0.9451131,223.6396:-0.02999133:397.3586:-0.0004953905:0.1478406:7.405261E-05:0.9890111
5.492,Terrain,110606,None,True,231.0122:-0.005000114:421.1815:0:0.9345723:0:-0.3557732,231.8613:-0.02999681:409.2636:-0.0008283059:0.0729868:6.061709E-05:0.9973326,251.4359:-0.02131498:399.7912:-0.0002560299:-0.3719815:-0.000102601:0.9282401,239.8013:-0.02999854:378.4287:-0.0002849008:-0.101204:-2.898191E-05:0.9948657,254.9622:0.07682097:386.5381:0.0009272847:-0.2978522:0.0002893259:0.9546115,235.2961:-0.02999723:392.9459:-0.0004364039:-0.0752144:-3.29171E-05:0.9971673,240.3729:-0.02999651:409.3591:-0.0007827848:-0.3286312:-0.0002723758:0.944458,251.2383:-0.02370405:391.3898:-0.0002482494:-0.2938176:-7.630818E-05:0.9558615,245.6386:-0.02999571:407.5764:-0.0005736013:-0.399324:-0.0002498368:0.9168097,247.8239:-0.02999824:378.62:-0.0002683175:-0.1869865:-5.107254E-05:0.9823624,217.1366:-0.02999765:403.6441:-0.0005278998:0.3284627:0.0001835811:0.9445168,223.6396:-0.02999139:397.3586:-0.0004954445:0.1495008:7.491124E-05:0.9887615
5.555,Terrain,110606,None,True,231.2541:-0.005000055:421.0774:0:0.9758803:0:-0.2183063,231.8613:-0.02999681:409.2636:-0.0008283059:0.0729868:6.061709E-05:0.9973326,251.4355:-0.02247739:399.7919:-0.0002767376:-0.3703539:-0.0001103368:0.9288907,239.8014:-0.02999821:378.4287:-0.0002859525:-0.09873482:-2.837211E-05:0.9951137,254.9623:0.07681826:386.5382:0.0009326711:-0.2962603:0.0002893011:0.9551068,235.296:-0.02999777:392.9459:-0.0004386651:-0.07129182:-3.135301E-05:0.9974554,240.3728:-0.02999315:409.359:-0.0007827848:-0.3286312:-0.0002723758:0.944458,251.2362:-0.02428895:391.3927:-0.0002577812:-0.2919232:-7.867943E-05:0.9564418,245.6385:-0.02999389:407.5763:-0.0005813314:-0.397263:-0.0002516512:0.9177046,247.8239:-0.029998:378.62:-0.0002695108:-0.1849733:-5.072769E-05:0.9827435,217.1363:-0.02999431:403.6443:-0.0005251394:0.3338184:0.0001859689:0.9426373,223.6394:-0.0299958:397.3587:-0.0004956605:0.1546997:7.761286E-05:0.9879614
5.598,Terrain,110606,None,True,231.4652:-0.005000055:420.9865:0:0.9910035:0:-0.1338365,231.8613:-0.02999681:409.2636:-0.0008283059:0.0729868:6.061709E-05:0.9973326,251.4338:-0.02024421:399.794:-0.0002432996:-0.36891:-9.656699E-05:0.9294651,239.8014:-0.02999675:378.4287:-0.0002868554:-0.0965644:-2.783008E-05:0.9953267,254.9621:0.07681486:386.5381:0.0009374035:-0.2948535:0.0002892565:0.955542,235.296:-0.0299986:392.9461:-0.0004406387:-0.06783679:-2.996053E-05:0.9976963,240.3728:-0.02999204:409.359:-0.0007827848:-0.3286312:-0.0002723758:0.944458,251.2349:-0.02306503:391.3947:-0.0002428794:-0.2902528:-7.366781E-05:0.95695,245.6388:-0.03000233:407.5766:-0.0005884698:-0.3954332:-0.0002533499:0.9184945,247.8241:-0.02999631:378.6201:-0.0002705398:-0.1832051:-5.04176E-05:0.9830747,217.1365:-0.02999994:403.6445:-0.0005228664:0.338449:0.0001880622:0.9409845,223.6395:-0.0300065:397.3589:-0.0004959318:0.1592377:7.999172E-05:0.9872401
