Timestamp,Originator,OriginatorID,Event,Parameter,Shepherd,Wolf,Wolf,Wolf,Wolf,Wolf,Wolf,Wolf,Wolf,Wolf,Wolf,Wolf
.000,Terrain,110606,None,True,240.393:0:424.3809:0:-0.9938502:0:0.1107332,231.859:0:409.2561:0:0:0:1,251.5527:0.02229691:399.599:0:-0.4235321:0:0.9058812,239.8003:0:378.4259:0:0:0:1,254.9462:0.1008653:386.5403:0:-0.6449979:0:0.7641844,235.2962:0.2906466:392.9454:0:0:0:1,240.3786:0:409.3502:0:0:0:1,251.2971:0.07526565:391.3087:0:-0.4147338:0:0.9099429,245.6428:0:407.5663:0:0.9996465:0:0.02658921,247.8209:0:378.6161:0:0:0:1,217.1309:0:403.6449:0:0.4497332:0:0.893163,223.6364:0:397.3542:0:0:0:1
2.043,Terrain,110606,None,True,242.6969:-0.005000055:420.0135:0:0.9878041:0:0.1557023,231.8622:-0.02999821:409.261:-0.0007559061:0.3844413:0.0003147937:0.9231491,251.4989:-0.01532105:399.7289:-0.000228507:-0.203277:-4.744073E-05:0.9791213,239.8001:-0.02999133:378.4268:-0.0002995644:0.0347646:1.042054E-05:0.9993955,254.9451:0.07682461:386.5375:0.001130123:-0.174479:0.0002002547:0.9846602,235.2945:-0.0300003:392.9433:-0.0004414535:0.1330671:5.927003E-05:0.9911069,240.3786:-0.02999702:409.3507:-0.0008315653:0.000480192:3.993112E-07:0.9999996,251.2881:-0.02745146:391.3326:-0.0003709771:-0.1450074:-5.436908E-05:0.9894305,245.6419:-0.02999505:407.568:-0.0008173882:-0.1275588:-0.0001051239:0.9918307,247.8195:-0.02999845:378.6165:-0.0002990825:-0.06152001:-1.843448E-05:0.9981058,217.1308:-0.02999604:403.6488:-0.000361185:0.4800469:0.0001976485:0.8772427,223.6352:-0.02999768:397.3586:-0.0003965974:0.3426515:0.0001446516:0.9394625
2.159,Terrain,110606,None,True,242.3865:-0.005000114:420.1446:0:0.9948555:0:-0.1013054,231.8623:-0.02999312:409.2609:-0.0007652009:0.3749134:0.000309456:0.9270595,251.4962:-0.01617765:399.7367:-0.0002445811:-0.2083811:-5.211002E-05:0.9780477,239.8001:-0.02999857:378.4268:-0.0002988963:0.03095449:9.256618E-06:0.9995208,254.9451:0.07681975:386.5375:0.001122104:-0.1778587:0.0002028095:0.9840554,235.2939:-0.03000039:392.9435:-0.0004410651:0.1271885:5.655771E-05:0.9918785,240.3786:-0.02999702:409.3507:-0.0008315653:0.000480192:3.993112E-07:0.9999996,251.2883:-0.02743429:391.3326:-0.000367804:-0.1492681:-5.552344E-05:0.9887967,245.6419:-0.02999505:407.568:-0.0008173882:-0.1275588:-0.0001051239:0.9918307,247.8189:-0.02999839:378.6165:-0.0002978067:-0.06499067:-1.939566E-05:0.9978859,217.1306:-0.02999723:403.6491:-0.0003643801:0.4760083:0.0001972253:0.8794407,223.6354:-0.0299958:397.3585:-0.0003986656:0.3375196:0.0001429457:0.9413184
2.202,Terrain,110606,None,True,242.0468:-0.005000114:420.2344:0:0.9748128:0:-0.223025,231.8626:-0.02999502:409.2612:-0.0007652009:0.3749134:0.000309456:0.9270595,251.4946:-0.016296:399.7406:-0.0002444625:-0.2143097:-5.363688E-05:0.9767658,239.8002:-0.02999303:378.4268:-0.0002983657:0.02683851:8.010576E-06:0.9996397,254.9462:0.07681543:386.538:0.001114881:-0.1817847:0.0002061026:0.9833377,235.2951:-0.02999982:392.9431:-0.0004413466:0.1209641:5.378202E-05:0.9926568,240.3786:-0.02999702:409.3507:-0.0008315653:0.000480192:3.993112E-07:0.9999996,251.2876:-0.02730232:391.3344:-0.0003631288:-0.1541221:-5.664295E-05:0.9880518,245.6419:-0.02999505:407.568:-0.0008173882:-0.1275588:-0.0001051239:0.9918307,247.8195:-0.02999684:378.6165:-0.0002967583:-0.0688594:-2.048321E-05:0.9976264,217.1312:-0.03000161:403.6482:-0.0003681624:0.4721534:0.0001971934:0.8815163,223.6355:-0.02999553:397.3586:-0.0004014049:0.3323952:0.000141469:0.9431401
2.249,Terrain,110606,None,True,241.7889:-0.004999995:420.2766:0:0.9589162:0:-0.2836896,231.8626:-0.02999485:409.2612:-0.0007652009:0.3749134:0.000309456:0.9270595,251.4932:-0.01529083:399.7436:-0.0002210656:-0.2189634:-4.960916E-05:0.975733,239.8002:-0.0299986:378.4269:-0.0002982509:0.02373934:7.082278E-06:0.9997181,254.9464:0.07682118:386.5375:0.001110222:-0.1848494:0.0002088227:0.9827662,235.2952:-0.02999723:392.9432:-0.0004418615:0.1163611:5.176714E-05:0.9932069,240.3786:-0.02999702:409.3507:-0.0008315653:0.000480192:3.993112E-07:0.9999996,251.2869:-0.02711743:391.3362:-0.0003585128:-0.1578952:-5.732656E-05:0.9874558,245.6419:-0.02999505:407.568:-0.0008173882:-0.1275588:-0.0001051239:0.9918307,247.8196:-0.02998874:378.6165:-0.0002960523:-0.07181909:-2.131725E-05:0.9974176,217.1314:-0.02999598:403.6483:-0.0003710367:0.4695129:0.000197306:0.8829255,223.6356:-0.02999565:397.3588:-0.0004037175:0.3287259:0.0001405219:0.9444253
2.322,Terrain,110606,None,True,241.2578:-0.004999936:420.209:0:0.940247:0:-0.3404932,231.8626:-0.02999499:409.2612:-0.0007652009:0.3749134:0.000309456:0.9270595,251.4901:-0.0167903:399.7509:-0.0002508217:-0.2298153:-5.922796E-05:0.9732342,239.8005:-0.02999446:378.4269:-0.0002988784:0.01743104:5.210553E-06:0.9998481,254.9476:0.07681447:386.538:0.001104529:-0.191883:0.0002159534:0.9814172,235.2959:-0.03000042:392.9431:-0.0004452823:0.1074268:4.811371E-05:0.9942129,240.3786:-0.02999702:409.3507:-0.0008315653:0.000480192:3.993112E-07:0.9999996,251.2862:-0.02702808:391.3381:-0.0003553487:-0.1663801:-5.995869E-05:0.9860616,245.6419:-0.02999505:407.568:-0.0008173882:-0.1275588:-0.0001051239:0.9918307,247.8196:-0.02999815:378.6167:-0.0002959351:-0.078158:-2.320066E-05:0.996941,217.1324:-0.02999601:403.6472:-0.000377918:0.4658517:0.0001989617:0.8848627,223.6372:-0.02999642:397.3578:-0.000409974:0.322561:0.0001397093:0.9465486
2.369,Terrain,110606,None,True,241.0049:-0.004999995:420.1037:0:0.9376906:0:-0.3474714,231.8626:-0.02999485:409.2612:-0.0007652009:0.3749134:0.000309456:0.9270595,251.4886:-0.015948:399.7538:-0.0002323948:-0.2356207:-5.634335E-05:0.9718451,239.8005:-0.02999869:378.4271:-0.0002997566:0.01444492:4.330412E-06:0.9998956,254.9478:0.07682112:386.5375:0.001103822:-0.1955805:0.0002201377:0.980687,235.2959:-0.02999681:392.9433:-0.0004479158:0.1034045:4.656614E-05:0.9946393,240.3786:-0.02999702:409.3507:-0.0008315653:0.000480192:3.993112E-07:0.9999996,251.2854:-0.02667415:391.3401:-0.0003495717:-0.170791:-6.059402E-05:0.9853072,245.6419:-0.02999505:407.568:-0.0008173882:-0.1275588:-0.0001051239:0.9918307,247.8196:-0.02999815:378.6169:-0.0002963097:-0.08131404:-2.417419E-05:0.9966885,217.1326:-0.02999577:403.6473:-0.0003816042:0.4649931:0.0002004298:0.8853142,223.6373:-0.02999574:397.3579:-0.0004137005:0.3203128:0.0001398838:0.9473118
2.448,Terrain,110606,None,True,240.5723:-0.005000174:419.7618:0:0.9422657:0:-0.3348663,231.8626:-0.02999482:409.2612:-0.0007652009:0.3749134:0.000309456:0.9270595,251.4857:-0.01603365:399.7593:-0.0002346001:-0.2471449:-5.983643E-05:0.9689785,239.8005:-0.02999869:378.4272:-0.0003023267:0.009334304:2.822133E-06:0.9999564,254.9487:0.07682115:386.5374:0.001106605:-0.2027748:0.0002291522:0.9792247,235.2959:-0.02999601:392.9435:-0.0004551012:0.09697907:4.434432E-05:0.9952863,240.3786:-0.02999702:409.3507:-0.0008315653:0.000480192:3.993112E-07:0.9999996,251.2837:-0.02636179:391.3445:-0.0003460039:-0.1792583:-6.304529E-05:0.983802,245.6419:-0.02999505:407.568:-0.0008173882:-0.1275588:-0.0001051239:0.9918307,247.8197:-0.029998:378.617:-0.0002980372:-0.08706777:-2.604835E-05:0.9962023,217.1327:-0.0299952:403.6472:-0.0003888463:0.4655496:0.0002045455:0.8850217,223.6378:-0.03000173:397.3576:-0.000422011:0.3180016:0.0001415479:0.9480901
2.518,Terrain,110606,None,True,240.3426:-0.005000174:419.4143:0:0.9533936:0:-0.3017292,231.8626:-0.02999496:409.2612:-0.0007652009:0.3749134:0.000309456:0.9270595,251.4839:-0.01760736:399.7628:-0.000269816:-0.2550319:-7.116491E-05:0.9669326,239.8006:-0.02999687:378.4272:-0.0003049007:0.006611128:2.015781E-06:0.9999781,254.9497:0.07681543:386.5379:0.001112347:-0.2075342:0.0002359881:0.9782271,235.2961:-0.03000134:392.9435:-0.0004618285:0.09405192:4.362926E-05:0.9955672,240.3786:-0.02999702:409.3507:-0.0008315653:0.000480192:3.993112E-07:0.9999996,251.2827:-0.02633813:391.3467:-0.000348067:-0.1847634:-6.543667E-05:0.982783,245.6419:-0.02999505:407.568:-0.0008173882:-0.1275588:-0.0001051239:0.9918307,247.82:-0.02999407:378.6171:-0.0003000633:-0.09051099:-2.727096E-05:0.9958954,217.1327:-0.0299958:403.6472:-0.0003936212:0.4680128:0.0002084591:0.8837216,223.6379:-0.02999568:397.3577:-0.0004281816:0.3184527:0.0001438443:0.9479386
2.563,Terrain,110606,None,True,240.1908:-0.005000055:419.019:0:0.9650807:0:-0.2619525,231.8626:-0.02999401:409.2612:-0.0007652009:0.3749134:0.000309456:0.9270595,251.4813:-0.01657486:399.7675:-0.0002502489:-0.2621098:-6.796903E-05:0.965038,239.8007:-0.02999914:378.4274:-0.0003079165:0.004805282:1.479642E-06:0.9999884,254.9501:0.07681575:386.5374:0.001120628:-0.2116367:0.0002426627:0.9773477,235.2962:-0.02999681:392.9437:-0.0004690652:0.09264236:4.3643E-05:0.9956993,240.3786:-0.02999702:409.3507:-0.0008315653:0.000480192:3.993112E-07:0.9999996,251.2813:-0.02606711:391.3489:-0.0003469567:-0.1894521:-6.694401E-05:0.9818899,245.6419:-0.02999505:407.568:-0.0008173882:-0.1275588:-0.0001051239:0.9918307,247.82:-0.02999809:378.6173:-0.0003026735:-0.09318335:-2.832739E-05:0.9956489,217.1326:-0.03000158:403.6474:-0.0003977148:0.4718651:0.0002128548:0.8816707,223.6377:-0.02999467:397.3578:-0.0004342351:0.3205005:0.000146923:0.9472483
2.630,Terrain,110606,None,True,240.1296:-0.005000174:418.598:0:0.9782702:0:-0.2073341,231.8626:-0.02999401:409.2612:-0.0007652009:0.3749134:0.000309456:0.9270595,251.4786:-0.01655176:399.7716:-0.0002531378:-0.2679331:-7.03979E-05:0.9634375,239.8007:-0.02999675:378.4274:-0.0003111173:0.004093538:1.273581E-06:0.9999916,254.9507:0.07682103:386.5372:0.001131214:-0.2148225:0.0002488194:0.9766524,235.2963:-0.02999809:392.9436:-0.000476709:0.09297445:4.451458E-05:0.9956684,240.3786:-0.02999702:409.3507:-0.0008315653:0.000480192:3.993112E-07:0.9999996,251.28:-0.02593732:391.3511:-0.0003489021:-0.1930027:-6.86294E-05:0.9811982,245.6419:-0.02999505:407.568:-0.0008173882:-0.1275588:-0.0001051239:0.9918307,247.82:-0.02999324:378.6173:-0.0003055529:-0.09487357:-2.912025E-05:0.9954893,217.1326:-0.02999654:403.6476:-0.0004004851:0.4769444:0.0002173192:0.8789334,223.6376:-0.0300034:397.358:-0.0004397994:0.3241475:0.0001506965:0.9460064
