Timestamp,Originator,OriginatorID,Event,Parameter,Shepherd,Wolf,Wolf,Wolf,Wolf,Wolf
.000,Terrain,185516,None,True,248.5:0:423.2:0:-0.9938502:0:0.1107332,238.1141:0.1115837:403.7122:0:0.126461:0:0.9919716,254.1505:0.1115837:406.1739:0:-0.3833985:0:0.923583,219.1169:0.1115837:408.9374:0:0.5332658:0:0.8459478,223.4755:0.1115837:396.552:0:0.38893:0:0.9212673,239.0525:0.1115837:392.0285:0:0:0:1
1.598,Terrain,185516,None,True,247.8659:-0.005000055:421.6574:0:0.901659:0:-0.4324479,238.1141:0.1115839:403.7122:0.002766151:0.2463262:-0.0007030412:0.9691828,254.1505:0.1115837:406.1739:0.00342369:-0.1915916:0.0006683355:0.9814686,219.1169:0.1115837:408.9374:0.001553902:0.5456114:-0.001011683:0.8380363,223.4755:0.1115839:396.552:0.001543155:0.3760003:-0.000626177:0.926618,239.0525:0.1115837:392.0285:0.001866061:0.1440601:-0.000271659:0.9895672
1.642,Terrain,185516,None,True,247.8476:-0.004999936:421.6756:0:0.8821726:0:-0.4709263,238.1141:0.1115839:403.7122:0.002765586:0.2457376:-0.00070111:0.9693322,254.1505:0.1115837:406.1739:0.003418615:-0.1918883:0.0006684176:0.9814106,219.1169:0.1115837:408.9374:0.001554751:0.54529:-0.001011387:0.8382455,223.4755:0.1115839:396.552:0.00154337:0.375658:-0.0006256003:0.9267569,239.0525:0.1115837:392.0285:0.001865418:0.1436958:-0.0002708642:0.9896201
1.707,Terrain,185516,None,True,247.8315:-0.004999995:421.6908:0:-0.8612024:0:0.5082622,238.1141:0.1115839:403.7122:0.002765182:0.2452302:-0.0006994673:0.9694607,254.1505:0.1115837:406.1739:0.003414323:-0.1921574:0.0006685507:0.981358,219.1169:0.1115837:408.9374:0.001555504:0.5450176:-0.001011157:0.8384225,223.4755:0.1115839:396.552:0.001543582:0.3753649:-0.0006251178:0.9268757,239.0525:0.1115837:392.0285:0.001864902:0.1433797:-0.0002701812:0.989666
1.761,Terrain,185516,None,True,247.8076:-0.004999995:421.7144:0:-0.8383757:0:0.5450928,238.1141:0.1115839:403.7122:0.002764462:0.2444675:-0.0006969718:0.9696533,254.1505:0.1115837:406.1739:0.003407797:-0.1925437:0.0006686657:0.9812823,219.1169:0.1115837:408.9374:0.001556612:0.5446013:-0.001010778:0.8386931,223.4755:0.1115839:396.552:0.001543867:0.3749213:-0.0006243734:0.9270552,239.0525:0.1115837:392.0285:0.001864078:0.1429073:-0.0002691535:0.9897343
1.824,Terrain,185516,None,True,247.776:-0.004999995:421.7447:0:-0.8118458:0:0.5838718,238.1141:0.1115839:403.7122:0.002763585:0.2434668:-0.0006937186:0.9699051,254.1505:0.1115837:406.1739:0.00339933:-0.1930623:0.0006688701:0.9811804,219.1169:0.1115837:408.9374:0.001558083:0.5440589:-0.001010302:0.839045,223.4755:0.1115839:396.552:0.001544262:0.3743409:-0.0006234088:0.9272897,239.0525:0.1115837:392.0285:0.001863031:0.1422858:-0.0002678079:0.9898239
1.867,Terrain,185516,None,True,247.7476:-0.004999995:421.7681:0:-0.7920488:0:0.6104578,238.1141:0.1115839:403.7122:0.002763221:0.2426103:-0.0006910342:0.9701197,254.1505:0.1115837:406.1739:0.00339244:-0.1935706:0.0006693403:0.9810803,219.1169:0.1115837:408.9374:0.001559429:0.5436178:-0.001010011:0.8393309,223.4755:0.1115839:396.552:0.001544717:0.3738542:-0.0006226497:0.927486,239.0525:0.1115837:392.0285:0.001862307:0.1417443:-0.0002666642:0.9899015
1.913,Terrain,185516,None,True,247.6919:-0.005000055:421.8:0:-0.7698062:0:0.6382778,238.1141:0.1115839:403.7122:0.002764022:0.2410903:-0.0006866357:0.9704985,254.1505:0.1115837:406.1739:0.003381488:-0.1947122:0.0006712687:0.9808544,219.1169:0.1115837:408.9374:0.001562142:0.5429227:-0.001009933:0.8397806,223.4755:0.1115839:396.552:0.001545957:0.3730292:-0.0006215519:0.9278181,239.0525:0.1115837:392.0285:0.001861669:0.1407484:-0.0002646619:0.9900436
1.960,Terrain,185516,None,True,247.6081:-0.005000055:421.8444:0:-0.744093:0:0.6680761,238.1141:0.1115839:403.7122:0.002765577:0.2388412:-0.0006802231:0.9710545,254.1505:0.1115837:406.1739:0.003365729:-0.1964595:0.0006743758:0.9805059,219.1169:0.1115837:408.9374:0.001566254:0.5419173:-0.001009936:0.8404298,223.4755:0.1115839:396.552:0.001547911:0.3718185:-0.0006199932:0.928304,239.0525:0.1115837:392.0285:0.001860899:0.1392663:-0.0002617113:0.9902532
2.002,Terrain,185516,None,True,247.3975:-0.004999936:421.9888:0:-0.699855:0:0.7142849,238.1141:0.1115839:403.7122:0.002765433:0.2328313:-0.000662078:0.972513,254.1505:0.1115837:406.1739:0.003320947:-0.2004127:0.0006793471:0.9797057,219.1169:0.1115837:408.9374:0.001576411:0.5389672:-0.001008678:0.8423247,223.4755:0.1115839:396.552:0.001551914:0.3684659:-0.0006151062:0.9296398,239.0525:0.1115837:392.0285:0.001857015:0.1354085:-0.0002537935:0.9907881
2.059,Terrain,185516,None,True,247.2193:-0.005000114:422.1285:0:-0.6698276:0:0.7425168,238.1141:0.1115839:403.7122:0.002762907:0.22757:-0.0006456994:0.9737576,254.1505:0.1115837:406.1739:0.003280883:-0.2034824:0.0006818716:0.9790729,219.1169:0.1115837:408.9374:0.001584901:0.5362307:-0.001006875:0.8440694,223.4755:0.1115839:396.552:0.001554768:0.3654604:-0.0006104326:0.9308254,239.0525:0.1115837:392.0285:0.00185265:0.1320855:-0.0002468716:0.9912366
2.103,Terrain,185516,None,True,246.9401:-0.005000055:422.3932:0:-0.6207094:0:0.7840407,238.1141:0.1115839:403.7122:0.002752879:0.218898:-0.00061758:0.9757437,254.1505:0.1115837:406.1739:0.003212454:-0.207633:0.0006818755:0.9782013,219.1169:0.1115837:408.9374:0.00159782:0.5313289:-0.00100213:0.8471636,223.4755:0.1115839:396.552:0.00155783:0.3603247:-0.0006017469:0.9328254,239.0525:0.1115837:392.0285:0.001843066:0.1267318:-0.000235474:0.9919353
2.149,Terrain,185516,None,True,246.7593:-0.005000174:422.5996:0:-0.5864281:0:0.8100013,238.1141:0.1115839:403.7122:0.002741863:0.2129839:-0.0005976887:0.9770517,254.1505:0.1115837:406.1739:0.003164173:-0.2098432:0.000679104:0.9777297,219.1169:0.1115837:408.9374:0.001605836:0.5276908:-0.000997587:0.8494344,223.4755:0.1115839:396.552:0.001558727:0.3566832:-0.000595116:0.9342239,239.0525:0.1115837:392.0285:0.001834835:0.1231617:-0.0002277155:0.9923849
2.196,Terrain,185516,None,True,246.5912:-0.005000174:422.8264:0:-0.5506888:0:0.8347106,238.1141:0.1115839:403.7122:0.002727266:0.2072034:-0.0005776373:0.9782939,254.1505:0.1115837:406.1739:0.003115331:-0.2114531:0.0006739898:0.977383,219.1169:0.1115837:408.9374:0.001612881:0.5238526:-0.0009919059:0.8518068,223.4755:0.1115839:396.552:0.001558471:0.3529899:-0.0005879751:0.9356257,239.0525:0.1115837:392.0285:0.001825212:0.1197424:-0.0002201396:0.9928033
2.244,Terrain,185516,None,True,246.3657:-0.004999995:423.196:0:-0.4992656:0:0.866449,238.1141:0.1115839:403.7122:0.002699823:0.1989666:-0.000548136:0.9800024,254.1505:0.1115837:406.1739:0.003042864:-0.2128257:0.0006627875:0.9770852,219.1169:0.1115837:408.9374:0.001621458:0.5178631:-0.0009815674:0.8554614,223.4755:0.1115839:396.552:0.001556079:0.3474777:-0.0005766348:0.9376868,239.0525:0.1115837:392.0285:0.001808741:0.1149821:-0.0002093617:0.9933659
2.292,Terrain,185516,None,True,246.2141:-0.004999995:423.4474:0:-0.4756876:0:0.8796143,238.1141:0.1115839:403.7122:0.002680819:0.1935036:-0.0005287436:0.9810958,254.1505:0.1115837:406.1739:0.002995584:-0.2136814:0.0006552374:0.9768986,219.1169:0.1115837:408.9374:0.001626984:0.513778:-0.0009743425:0.8579211,223.4755:0.1115839:396.552:0.001554233:0.3437622:-0.0005689618:0.9390553,239.0525:0.1115837:392.0285:0.001797558:0.1118208:-0.0002022733:0.9937267
2.333,Terrain,185516,None,True,246.0482:-0.005000174:423.6917:0:-0.4622635:0:0.8867426,238.1141:0.1115839:403.7122:0.002663282:0.1878826:-0.000509459:0.9821878,254.1505:0.1115837:406.1739:0.002949567:-0.2149146:0.0006490751:0.9766282,219.1169:0.1115837:408.9374:0.001633195:0.5096704:-0.0009674829:0.8603677,223.4755:0.1115839:396.552:0.001552961:0.3399771:-0.0005614132:0.9404323,239.0525:0.1115837:392.0285:0.001787022:0.1085105:-0.0001950627:0.9940937
2.399,Terrain,185516,None,True,245.7523:-0.005000174:424.0164:0:-0.4644203:0:0.8856149,238.1141:0.1115839:403.7122:0.002643681:0.178936:-0.0004808113:0.983857,254.1505:0.1115837:406.1739:0.002884694:-0.2181878:0.0006449467:0.9759023,219.1169:0.1115837:408.9374:0.001645287:0.503657:-0.0009592068:0.8639016,223.4755:0.1115839:396.552:0.001553606:0.3341846:-0.0005508625:0.9425062,239.0525:0.1115837:392.0285:0.001774103:0.1030492:-0.0001837988:0.9946747
