Timestamp,Originator,OriginatorID,Event,Parameter,Shepherd,Wolf,Wolf,Wolf,Wolf,Wolf,Wolf,Wolf,Wolf,Wolf,Wolf,Wolf
.598,Terrain,171066,None,True,240.393:-0.005000055:424.3809:0:0.9938502:0:-0.1107332,239.8003:-0.02999887:378.4261:-0.0002719654:0.006448465:1.753795E-06:0.9999792,251.2958:-0.02648044:391.3121:-0.0003045487:-0.1585663:-4.890994E-05:0.9873483,240.3786:-0.02999741:409.3506:-0.0008315639:0.0004801901:3.993089E-07:0.9999996,231.8591:-0.02999565:409.2564:-0.0006960589:0.2540405:0.000182825:0.9671934,223.6366:-0.02999592:397.3545:-0.0003779872:0.2739514:0.0001076692:0.9617435,251.5493:-0.00940448:399.6062:-7.924387E-05:-0.2099812:-1.701915E-05:0.9777054,247.8208:-0.02999821:378.6164:-0.0002687172:-0.08036414:-2.166531E-05:0.9967656,235.2962:0.0944463:392.9454:0.001556318:0.08028145:-0.0001253483:0.996771,217.1311:-0.02999535:403.6451:-0.000365969:0.4090149:0.0001640353:0.9125276,245.6427:-0.02999508:407.5667:-0.0007013851:-0.1507357:-0.0001069458:0.9885738,254.9464:0.07682043:386.5398:0.0009920968:-0.1825467:0.0001841992:0.9831967
.678,Terrain,171066,None,True,240.393:-0.005000055:424.3809:0:0.9938502:0:-0.1107332,239.8003:-0.02999887:378.4261:-0.0002719654:0.006448465:1.753795E-06:0.9999792,251.2958:-0.02648044:391.3121:-0.0003045487:-0.1585663:-4.890994E-05:0.9873483,240.3786:-0.02999741:409.3506:-0.0008315639:0.0004801901:3.993089E-07:0.9999996,231.8591:-0.02999565:409.2564:-0.0006960589:0.2540405:0.000182825:0.9671934,223.6366:-0.02999592:397.3545:-0.0003779872:0.2739514:0.0001076692:0.9617435,251.5493:-0.00940448:399.6062:-7.924387E-05:-0.2099812:-1.701915E-05:0.9777054,247.8208:-0.02999821:378.6164:-0.0002687172:-0.08036414:-2.166531E-05:0.9967656,235.2962:0.07090229:392.9454:0.001187861:0.0802815:-9.56721E-05:0.9967715,217.1311:-0.02999535:403.6451:-0.000365969:0.4090149:0.0001640353:0.9125276,245.6427:-0.02999508:407.5667:-0.0007013851:-0.1507357:-0.0001069458:0.9885738,254.9464:0.07682043:386.5398:0.0009920968:-0.1825467:0.0001841992:0.9831967
.718,Terrain,171066,None,True,240.393:-0.005000055:424.3809:0:0.9938502:0:-0.1107332,239.8003:-0.0299989:378.4261:-0.0002719657:0.006448465:1.753798E-06:0.9999792,251.2958:-0.02648044:391.3121:-0.0003045487:-0.1585663:-4.890994E-05:0.9873483,240.3786:-0.02999738:409.3506:-0.0008315629:0.0004801901:3.993084E-07:0.9999996,231.8591:-0.02999565:409.2564:-0.0006960589:0.2540405:0.000182825:0.9671934,223.6366:-0.02999592:397.3545:-0.0003779872:0.2739514:0.0001076692:0.9617435,251.5493:-0.00940448:399.6062:-7.924387E-05:-0.2099812:-1.701915E-05:0.9777054,247.8208:-0.02999821:378.6164:-0.0002687172:-0.08036414:-2.166531E-05:0.9967656,235.2962:0.05913028:392.9454:0.001003631:0.08028151:-8.083397E-05:0.9967718,217.1311:-0.02999535:403.6451:-0.000365969:0.4090149:0.0001640353:0.9125276,245.6427:-0.02999508:407.5667:-0.0007013851:-0.1507357:-0.0001069458:0.9885738,254.9464:0.07682043:386.5398:0.0009920968:-0.1825467:0.0001841992:0.9831967
.797,Terrain,171066,None,True,240.393:-0.005000055:424.3809:0:0.9938502:0:-0.1107332,239.8003:-0.0299989:378.4261:-0.0002719657:0.006448465:1.753798E-06:0.9999792,251.2958:-0.02648044:391.3121:-0.0003045487:-0.1585663:-4.890994E-05:0.9873483,240.3786:-0.02999738:409.3506:-0.0008315629:0.0004801901:3.993084E-07:0.9999996,231.8591:-0.02999565:409.2564:-0.0006960589:0.2540405:0.000182825:0.9671934,223.6366:-0.02999592:397.3545:-0.0003779872:0.2739514:0.0001076692:0.9617435,251.5493:-0.00940448:399.6062:-7.924387E-05:-0.2099812:-1.701915E-05:0.9777054,247.8208:-0.02999821:378.6164:-0.0002687172:-0.08036414:-2.166531E-05:0.9967656,235.2962:0.03558627:392.9454:0.000635171:0.08028155:-5.115764E-05:0.9967721,217.1311:-0.02999535:403.6451:-0.000365969:0.4090149:0.0001640353:0.9125276,245.6427:-0.02999508:407.5667:-0.0007013851:-0.1507357:-0.0001069458:0.9885738,254.9464:0.07682043:386.5398:0.0009920968:-0.1825467:0.0001841992:0.9831967
.839,Terrain,171066,None,True,240.393:-0.005000055:424.3809:0:0.9938502:0:-0.1107332,239.8003:-0.02999887:378.4261:-0.0002719654:0.006448465:1.753795E-06:0.9999792,251.2958:-0.02648044:391.3121:-0.0003045487:-0.1585663:-4.890994E-05:0.9873483,240.3786:-0.02999741:409.3506:-0.0008315639:0.0004801901:3.993089E-07:0.9999996,231.8591:-0.02999565:409.2564:-0.0006960589:0.2540405:0.000182825:0.9671934,223.6366:-0.02999592:397.3545:-0.0003779872:0.2739514:0.0001076692:0.9617435,251.5493:-0.00940448:399.6062:-7.924387E-05:-0.2099812:-1.701915E-05:0.9777054,247.8208:-0.02999821:378.6164:-0.0002687172:-0.08036414:-2.166531E-05:0.9967656,235.2962:0.02381426:392.9454:0.0004509406:0.08028154:-3.631944E-05:0.9967721,217.1311:-0.02999535:403.6451:-0.000365969:0.4090149:0.0001640353:0.9125276,245.6427:-0.02999508:407.5667:-0.0007013851:-0.1507357:-0.0001069458:0.9885738,254.9464:0.07682043:386.5398:0.0009920968:-0.1825467:0.0001841992:0.9831967
.916,Terrain,171066,None,True,240.393:-0.005000055:424.3809:0:0.9938502:0:-0.1107332,239.8003:-0.02999887:378.4261:-0.0002719654:0.006448465:1.753795E-06:0.9999792,251.2958:-0.02648044:391.3121:-0.0003045487:-0.1585663:-4.890994E-05:0.9873483,240.3786:-0.02999741:409.3506:-0.0008315639:0.0004801901:3.993089E-07:0.9999996,231.8591:-0.02999565:409.2564:-0.0006960589:0.2540405:0.000182825:0.9671934,223.6366:-0.02999592:397.3545:-0.0003779872:0.2739514:0.0001076692:0.9617435,251.5493:-0.00940448:399.6062:-7.924387E-05:-0.2099812:-1.701915E-05:0.9777054,247.8208:-0.02999821:378.6164:-0.0002687172:-0.08036414:-2.166531E-05:0.9967656,235.2962:0.0002702475:392.9454:8.247963E-05:0.08028156:-6.643036E-06:0.9967722,217.1311:-0.02999535:403.6451:-0.000365969:0.4090149:0.0001640353:0.9125276,245.6427:-0.02999508:407.5667:-0.0007013851:-0.1507357:-0.0001069458:0.9885738,254.9464:0.07682043:386.5398:0.0009920968:-0.1825467:0.0001841992:0.9831967
.995,Terrain,171066,None,True,240.393:-0.005000055:424.3809:0:0.9938502:0:-0.1107332,239.8003:-0.02999887:378.4261:-0.0002719654:0.006448465:1.753795E-06:0.9999792,251.2958:-0.02648044:391.3121:-0.0003045487:-0.1585663:-4.890994E-05:0.9873483,240.3786:-0.02999741:409.3506:-0.0008315639:0.0004801901:3.993089E-07:0.9999996,231.8591:-0.02999565:409.2564:-0.0006960589:0.2540405:0.000182825:0.9671934,223.6366:-0.02999592:397.3545:-0.0003779872:0.2739514:0.0001076692:0.9617435,251.5493:-0.00940448:399.6062:-7.924387E-05:-0.2099812:-1.701915E-05:0.9777054,247.8208:-0.02999821:378.6164:-0.0002687172:-0.08036414:-2.166531E-05:0.9967656,235.2962:-0.02327377:392.9454:-0.0002859815:0.08028156:2.303339E-05:0.9967722,217.1311:-0.02999535:403.6451:-0.000365969:0.4090149:0.0001640353:0.9125276,245.6427:-0.02999508:407.5667:-0.0007013851:-0.1507357:-0.0001069458:0.9885738,254.9464:0.07682043:386.5398:0.0009920968:-0.1825467:0.0001841992:0.9831967
1.074,Terrain,171066,None,True,240.393:-0.005000055:424.3809:0:0.9938502:0:-0.1107332,239.8003:-0.02999887:378.4261:-0.0002719654:0.006448465:1.753795E-06:0.9999792,251.2958:-0.02648044:391.3121:-0.0003045487:-0.1585663:-4.890994E-05:0.9873483,240.3786:-0.02999741:409.3506:-0.0008315639:0.0004801901:3.993089E-07:0.9999996,231.8591:-0.02999565:409.2564:-0.0006960589:0.2540405:0.000182825:0.9671934,223.6366:-0.02999592:397.3545:-0.0003779872:0.2739514:0.0001076692:0.9617435,251.5493:-0.00940448:399.6062:-7.924387E-05:-0.2099812:-1.701915E-05:0.9777054,247.8208:-0.02999821:378.6164:-0.0002687172:-0.08036414:-2.166531E-05:0.9967656,235.2963:-0.02997363:392.9457:-0.0003908373:0.0802816:3.147865E-05:0.9967722,217.1311:-0.02999535:403.6451:-0.000365969:0.4090149:0.0001640353:0.9125276,245.6427:-0.02999508:407.5667:-0.0007013851:-0.1507357:-0.0001069458:0.9885738,254.9464:0.07682043:386.5398:0.0009920968:-0.1825467:0.0001841992:0.9831967
1.155,Terrain,171066,None,True,240.393:-0.005000055:424.3809:0:0.9938502:0:-0.1107332,239.8003:-0.02999887:378.4261:-0.0002719654:0.006448465:1.753795E-06:0.9999792,251.2958:-0.02648044:391.3121:-0.0003045487:-0.1585663:-4.890994E-05:0.9873483,240.3786:-0.02999741:409.3506:-0.0008315639:0.0004801901:3.993089E-07:0.9999996,231.8591:-0.02999565:409.2564:-0.0006960589:0.2540405:0.000182825:0.9671934,223.6366:-0.02999592:397.3545:-0.0003779872:0.2739514:0.0001076692:0.9617435,251.5493:-0.00940448:399.6062:-7.924387E-05:-0.2099812:-1.701915E-05:0.9777054,247.8208:-0.02999821:378.6164:-0.0002687172:-0.08036414:-2.166531E-05:0.9967656,235.2963:-0.02999625:392.9457:-0.0003911913:0.0802816:3.150716E-05:0.9967722,217.1311:-0.02999535:403.6451:-0.000365969:0.4090149:0.0001640353:0.9125276,245.6427:-0.02999508:407.5667:-0.0007013851:-0.1507357:-0.0001069458:0.9885738,254.9464:0.07682043:386.5398:0.0009920968:-0.1825467:0.0001841992:0.9831967
1.235,Terrain,171066,None,True,240.393:-0.005000055:424.3809:0:0.9938502:0:-0.1107332,239.8003:-0.02999887:378.4261:-0.0002719654:0.006448465:1.753795E-06:0.9999792,251.2958:-0.02648044:391.3121:-0.0003045487:-0.1585663:-4.890994E-05:0.9873483,240.3786:-0.02999741:409.3506:-0.0008315639:0.0004801901:3.993089E-07:0.9999996,231.8591:-0.02999565:409.2564:-0.0006960589:0.2540405:0.000182825:0.9671934,223.6366:-0.02999592:397.3545:-0.0003779872:0.2739514:0.0001076692:0.9617435,251.5493:-0.00940448:399.6062:-7.924387E-05:-0.2099812:-1.701915E-05:0.9777054,247.8208:-0.02999821:378.6164:-0.0002687172:-0.08036414:-2.166531E-05:0.9967656,235.2963:-0.02999628:392.9457:-0.0003911917:0.0802816:3.15072E-05:0.9967722,217.1311:-0.02999535:403.6451:-0.000365969:0.4090149:0.0001640353:0.9125276,245.6427:-0.02999508:407.5667:-0.0007013851:-0.1507357:-0.0001069458:0.9885738,254.9464:0.07682043:386.5398:0.0009920968:-0.1825467:0.0001841992:0.9831967
1.312,Terrain,171066,None,True,240.393:-0.005000055:424.3809:0:0.9938502:0:-0.1107332,239.8003:-0.02999887:378.4261:-0.0002719654:0.006448465:1.753795E-06:0.9999792,251.2958:-0.02648044:391.3121:-0.0003045487:-0.1585663:-4.890994E-05:0.9873483,240.3786:-0.02999741:409.3506:-0.0008315639:0.0004801901:3.993089E-07:0.9999996,231.8591:-0.02999565:409.2564:-0.0006960589:0.2540405:0.000182825:0.9671934,223.6366:-0.02999592:397.3545:-0.0003779872:0.2739514:0.0001076692:0.9617435,251.5493:-0.00940448:399.6062:-7.924387E-05:-0.2099812:-1.701915E-05:0.9777054,247.8208:-0.02999821:378.6164:-0.0002687172:-0.08036414:-2.166531E-05:0.9967656,235.2963:-0.02999628:392.9457:-0.0003911917:0.0802816:3.15072E-05:0.9967722,217.1311:-0.02999535:403.6451:-0.000365969:0.4090149:0.0001640353:0.9125276,245.6427:-0.02999508:407.5667:-0.0007013851:-0.1507357:-0.0001069458:0.9885738,254.9464:0.07682043:386.5398:0.0009920968:-0.1825467:0.0001841992:0.9831967
1.352,Terrain,171066,None,True,240.393:-0.005000055:424.3809:0:0.9938502:0:-0.1107332,239.8003:-0.0299989:378.4261:-0.0002719657:0.006448465:1.753798E-06:0.9999792,251.2958:-0.02648044:391.3121:-0.0003045487:-0.1585663:-4.890994E-05:0.9873483,240.3786:-0.02999738:409.3506:-0.0008315629:0.0004801901:3.993084E-07:0.9999996,231.8591:-0.02999565:409.2564:-0.0006960589:0.2540405:0.000182825:0.9671934,223.6366:-0.02999592:397.3545:-0.0003779872:0.2739514:0.0001076692:0.9617435,251.5493:-0.00940448:399.6062:-7.924387E-05:-0.2099812:-1.701915E-05:0.9777054,247.8208:-0.02999821:378.6164:-0.0002687172:-0.08036414:-2.166531E-05:0.9967656,235.2963:-0.02999628:392.9457:-0.0003911917:0.0802816:3.15072E-05:0.9967722,217.1311:-0.02999535:403.6451:-0.000365969:0.4090149:0.0001640353:0.9125276,245.6427:-0.02999508:407.5667:-0.0007013851:-0.1507357:-0.0001069458:0.9885738,254.9464:0.07682043:386.5398:0.0009920968:-0.1825467:0.0001841992:0.9831967
1.392,Terrain,171066,None,True,240.393:-0.005000055:424.3809:0:0.9938502:0:-0.1107332,239.8003:-0.02999887:378.4261:-0.0002719654:0.006448465:1.753795E-06:0.9999792,251.2958:-0.02648044:391.3121:-0.0003045487:-0.1585663:-4.890994E-05:0.9873483,240.3786:-0.02999741:409.3506:-0.0008315639:0.0004801901:3.993089E-07:0.9999996,231.8591:-0.02999565:409.2564:-0.0006960589:0.2540405:0.000182825:0.9671934,223.6366:-0.02999592:397.3545:-0.0003779872:0.2739514:0.0001076692:0.9617435,251.5493:-0.00940448:399.6062:-7.924387E-05:-0.2099812:-1.701915E-05:0.9777054,247.8208:-0.02999821:378.6164:-0.0002687172:-0.08036414:-2.166531E-05:0.9967656,235.2963:-0.02999628:392.9457:-0.0003911917:0.0802816:3.15072E-05:0.9967722,217.1311:-0.02999535:403.6451:-0.000365969:0.4090149:0.0001640353:0.9125276,245.6427:-0.02999508:407.5667:-0.0007013851:-0.1507357:-0.0001069458:0.9885738,254.9464:0.07682043:386.5398:0.0009920968:-0.1825467:0.0001841992:0.9831967
1.435,Terrain,171066,None,True,240.393:-0.005000055:424.3809:0:0.9938502:0:-0.1107332,239.8003:-0.0299989:378.4261:-0.0002719657:0.006448465:1.753798E-06:0.9999792,251.2958:-0.02648044:391.3121:-0.0003045487:-0.1585663:-4.890994E-05:0.9873483,240.3786:-0.02999738:409.3506:-0.0008315629:0.0004801901:3.993084E-07:0.9999996,231.8591:-0.02999565:409.2564:-0.0006960589:0.2540405:0.000182825:0.9671934,223.6366:-0.02999592:397.3545:-0.0003779872:0.2739514:0.0001076692:0.9617435,251.5493:-0.00940448:399.6062:-7.924387E-05:-0.2099812:-1.701915E-05:0.9777054,247.8208:-0.02999821:378.6164:-0.0002687172:-0.08036414:-2.166531E-05:0.9967656,235.2963:-0.02999628:392.9457:-0.0003911917:0.0802816:3.15072E-05:0.9967722,217.1311:-0.02999535:403.6451:-0.000365969:0.4090149:0.0001640353:0.9125276,245.6427:-0.02999508:407.5667:-0.0007013851:-0.1507357:-0.0001069458:0.9885738,254.9464:0.07682043:386.5398:0.0009920968:-0.1825467:0.0001841992:0.9831967
1.476,Terrain,171066,None,True,240.393:-0.005000055:424.3809:0:0.9938502:0:-0.1107332,239.8003:-0.02999887:378.4261:-0.0002719654:0.006448465:1.753795E-06:0.9999792,251.2958:-0.02648044:391.3121:-0.0003045487:-0.1585663:-4.890994E-05:0.9873483,240.3786:-0.02999741:409.3506:-0.0008315639:0.0004801901:3.993089E-07:0.9999996,231.8591:-0.02999565:409.2564:-0.0006960589:0.2540405:0.000182825:0.9671934,223.6366:-0.02999592:397.3545:-0.0003779872:0.2739514:0.0001076692:0.9617435,251.5493:-0.00940448:399.6062:-7.924387E-05:-0.2099812:-1.701915E-05:0.9777054,247.8208:-0.02999821:378.6164:-0.0002687172:-0.08036414:-2.166531E-05:0.9967656,235.2963:-0.02999628:392.9457:-0.0003911917:0.0802816:3.15072E-05:0.9967722,217.1311:-0.02999535:403.6451:-0.000365969:0.4090149:0.0001640353:0.9125276,245.6427:-0.02999508:407.5667:-0.0007013851:-0.1507357:-0.0001069458:0.9885738,254.9464:0.07682043:386.5398:0.0009920968:-0.1825467:0.0001841992:0.9831967
