Timestamp,Originator,OriginatorID,Event,Parameter,Shepherd,Wolf,Wolf,Wolf,Wolf,Wolf,Wolf,Wolf,Wolf,Wolf,Wolf,Wolf
.000,Terrain,110606,None,True,223.4972:0:414.5486:0:-0.9938502:0:0.1107332,231.859:0:409.2561:0:0:0:1,251.5527:0.02229691:399.599:0:-0.4235321:0:0.9058812,239.8003:0:378.4259:0:0:0:1,254.9462:0.1008653:386.5403:0:-0.6449979:0:0.7641844,235.2962:0.2906466:392.9454:0:0:0:1,240.3786:0:409.3502:0:0:0:1,251.2971:0.07526565:391.3087:0:-0.4147338:0:0.9099429,245.6428:0:407.5663:0:0.9996465:0:0.02658921,247.8209:0:378.6161:0:0:0:1,217.1309:0:403.6449:0:0.4497332:0:0.893163,223.6364:0:397.3542:0:0:0:1
.353,Terrain,110606,None,True,223.4972:-0.005000055:414.5486:0:0.9938502:0:-0.1107332,231.859:-0.02999783:409.2561:0:0:0:1,251.5036:-0.01993737:399.6272:-0.0002017908:-0.5146792:-0.0001211332:0.8573828,239.8003:-0.0299978:378.4259:-0.0003083196:-0.210394:-6.635382E-05:0.9776166,254.9471:0.07682174:386.5396:0.0008863644:-0.4092224:0.0003975302:0.9124342,235.2989:-0.02999106:392.9405:-0.0004917457:-0.2473549:-0.0001255368:0.9689248,240.3785:-0.02999818:409.3502:-0.0005692497:-0.5940124:-0.0004203357:0.8044556,251.2545:-0.01596031:391.3427:-0.0001372199:-0.4234368:-6.413765E-05:0.9059257,245.6427:-0.02999574:407.5663:-0.0004340533:-0.5913131:-0.0003182639:0.8064419,247.8209:-0.0299975:378.6161:-0.0002753922:-0.2931659:-8.444601E-05:0.9560616,217.1309:-0.02999601:403.6448:0:0.4497332:0:0.893163,223.6364:-0.02999732:397.3542:-0.000726875:-0.004046593:-2.941392E-06:0.9999915
.403,Terrain,110606,None,True,223.4972:-0.005000055:414.5486:0:0.9938502:0:-0.1107332,231.859:-0.02999783:409.2561:0:0:0:1,251.4985:-0.01690164:399.63:-0.00016081:-0.5146807:-9.653318E-05:0.8573819,239.8003:-0.02999756:378.426:-0.0003083177:-0.2103939:-6.635339E-05:0.9776167,254.947:0.07681966:386.5396:0.0008863443:-0.4092222:0.000397521:0.9124342,235.2988:-0.0299972:392.9407:-0.0004918712:-0.2473551:-0.0001255689:0.9689248,240.3781:-0.02999777:409.3503:-0.000569251:-0.5940123:-0.0004203364:0.8044557,251.2501:-0.01265562:391.3463:-9.586105E-05:-0.4234348:-4.480594E-05:0.9059266,245.6425:-0.02999499:407.5664:-0.0004340446:-0.591313:-0.0003182575:0.806442,247.8208:-0.02999711:378.6162:-0.0002753887:-0.293166:-8.4445E-05:0.9560615,217.1309:-0.02999604:403.6448:0:0.4497332:0:0.893163,223.6364:-0.02999684:397.3546:-0.0007268753:-0.004046672:-2.94145E-06:0.9999915
.449,Terrain,110606,None,True,223.4972:-0.005000055:414.5486:0:0.9938502:0:-0.1107332,231.859:-0.02999783:409.2561:0:0:0:1,251.4975:-0.0179179:399.6304:-0.0001745474:-0.5146792:-0.0001047792:0.8573828,239.8003:-0.02999771:378.426:-0.0003083195:-0.2103939:-6.635378E-05:0.9776167,254.947:0.07682037:386.5396:0.000886352:-0.4092222:0.0003975245:0.9124342,235.2988:-0.02999759:392.9407:-0.0004918788:-0.2473551:-0.0001255708:0.9689248,240.3781:-0.02999789:409.3503:-0.0005692537:-0.5940123:-0.0004203384:0.8044557,251.2492:-0.01368374:391.3468:-0.000108738:-0.4234332:-5.082446E-05:0.9059274,245.6425:-0.02999535:407.5664:-0.0004340508:-0.591313:-0.000318262:0.806442,247.8208:-0.02999723:378.6162:-0.00027539:-0.293166:-8.444541E-05:0.9560615,217.1309:-0.02999604:403.6448:0:0.4497332:0:0.893163,223.6364:-0.02999696:397.3546:-0.0007268788:-0.004046672:-2.941465E-06:0.9999915
.533,Terrain,110606,None,True,223.4972:-0.005000055:414.5486:0:0.9938502:0:-0.1107332,231.859:-0.02999783:409.2561:0:0:0:1,251.497:-0.01871181:399.6305:-0.0001852777:-0.5146763:-0.0001112197:0.8573846,239.8003:-0.02999768:378.426:-0.0003083192:-0.2103939:-6.63537E-05:0.9776167,254.947:0.07682043:386.5396:0.0008863527:-0.4092222:0.0003975248:0.9124342,235.2988:-0.02999765:392.9407:-0.00049188:-0.2473551:-0.0001255712:0.9689248,240.3781:-0.02999783:409.3503:-0.0005692523:-0.5940123:-0.0004203374:0.8044557,251.2489:-0.01441872:391.347:-0.0001179427:-0.4234321:-5.512662E-05:0.9059278,245.6425:-0.02999535:407.5664:-0.0004340508:-0.591313:-0.000318262:0.806442,247.8208:-0.02999723:378.6162:-0.00027539:-0.293166:-8.444541E-05:0.9560615,217.1309:-0.02999604:403.6448:0:0.4497332:0:0.893163,223.6364:-0.02999696:397.3546:-0.0007268788:-0.004046672:-2.941465E-06:0.9999915
.608,Terrain,110606,None,True,223.4972:-0.005000055:414.5486:0:0.9938502:0:-0.1107332,231.859:-0.02999783:409.2561:0:0:0:1,251.4941:-0.01797032:399.632:-0.0001752772:-0.5146763:-0.0001052165:0.8573846,239.8003:-0.02999768:378.426:-0.0003083192:-0.2103939:-6.63537E-05:0.9776167,254.947:0.07682043:386.5396:0.0008863527:-0.4092222:0.0003975248:0.9124342,235.2988:-0.02999762:392.9407:-0.0004918794:-0.2473551:-0.000125571:0.9689248,240.3781:-0.02999777:409.3503:-0.000569251:-0.5940123:-0.0004203364:0.8044557,251.249:-0.01445496:391.347:-0.0001183965:-0.4234335:-5.533892E-05:0.9059272,245.6425:-0.02999535:407.5664:-0.0004340508:-0.591313:-0.000318262:0.806442,247.8208:-0.02999723:378.6162:-0.00027539:-0.293166:-8.444541E-05:0.9560615,217.1309:-0.02999604:403.6448:0:0.4497332:0:0.893163,223.6364:-0.02999696:397.3546:-0.0007268788:-0.004046672:-2.941465E-06:0.9999915
.679,Terrain,110606,None,True,223.4972:-0.005000055:414.5486:0:0.9938502:0:-0.1107332,231.859:-0.02999783:409.2561:0:0:0:1,251.4941:-0.0180712:399.6319:-0.00017664:-0.5146749:-0.0001060342:0.8573854,239.8003:-0.02999756:378.426:-0.0003083177:-0.2103939:-6.635339E-05:0.9776167,254.947:0.07681966:386.5396:0.0008863443:-0.4092222:0.000397521:0.9124342,235.2988:-0.02999729:392.9407:-0.000491873:-0.2473551:-0.0001255693:0.9689248,240.3781:-0.0299978:409.3503:-0.0005692516:-0.5940123:-0.0004203369:0.8044557,251.2493:-0.01398:391.3468:-0.0001124475:-0.4234336:-5.255839E-05:0.9059271,245.6425:-0.02999502:407.5664:-0.0004340451:-0.591313:-0.0003182579:0.806442,247.8208:-0.02999705:378.6162:-0.0002753881:-0.293166:-8.444481E-05:0.9560615,217.1309:-0.02999604:403.6448:0:0.4497332:0:0.893163,223.6364:-0.02999666:397.3546:-0.0007268701:-0.004046672:-2.94143E-06:0.9999915
.745,Terrain,110606,None,True,223.4972:-0.005000055:414.5486:0:0.9938502:0:-0.1107332,231.859:-0.02999783:409.2561:0:0:0:1,251.4935:-0.0187864:399.632:-0.0001863089:-0.5146719:-0.0001118374:0.8573872,239.8003:-0.02999768:378.426:-0.0003083192:-0.2103939:-6.63537E-05:0.9776167,254.947:0.07682043:386.5396:0.0008863527:-0.4092222:0.0003975248:0.9124342,235.2988:-0.02999762:392.9407:-0.0004918794:-0.2473551:-0.000125571:0.9689248,240.3781:-0.02999789:409.3503:-0.0005692537:-0.5940123:-0.0004203384:0.8044557,251.2489:-0.01443413:391.347:-0.0001181356:-0.4234326:-5.521686E-05:0.9059276,245.6425:-0.02999538:407.5664:-0.0004340513:-0.591313:-0.0003182624:0.806442,247.8208:-0.02999723:378.6162:-0.00027539:-0.293166:-8.444541E-05:0.9560615,217.1309:-0.02999604:403.6448:0:0.4497332:0:0.893163,223.6364:-0.02999696:397.3546:-0.0007268788:-0.004046672:-2.941465E-06:0.9999915
.817,Terrain,110606,None,True,223.4972:-0.005000055:414.5486:0:0.9938502:0:-0.1107332,231.859:-0.02999783:409.2561:0:0:0:1,251.4936:-0.01861054:399.632:-0.0001839316:-0.5146722:-0.0001104105:0.857387,239.8003:-0.02999771:378.426:-0.0003083195:-0.2103939:-6.635378E-05:0.9776167,254.947:0.07682037:386.5396:0.000886352:-0.4092222:0.0003975245:0.9124342,235.2988:-0.02999765:392.9407:-0.00049188:-0.2473551:-0.0001255712:0.9689248,240.3781:-0.02999777:409.3503:-0.000569251:-0.5940123:-0.0004203364:0.8044557,251.2489:-0.01431718:391.3469:-0.0001166712:-0.4234319:-5.453227E-05:0.905928,245.6425:-0.02999535:407.5664:-0.0004340508:-0.591313:-0.000318262:0.806442,247.8208:-0.0299972:378.6162:-0.0002753897:-0.293166:-8.444531E-05:0.9560615,217.1309:-0.02999604:403.6448:0:0.4497332:0:0.893163,223.6364:-0.02999699:397.3546:-0.0007268796:-0.004046672:-2.941468E-06:0.9999915
.885,Terrain,110606,None,True,223.4972:-0.005000055:414.5486:0:0.9938502:0:-0.1107332,231.859:-0.02999783:409.2561:0:0:0:1,251.4934:-0.0188978:399.6319:-0.0001878148:-0.5146707:-0.000112741:0.857388,239.8003:-0.02999768:378.426:-0.0003083192:-0.2103939:-6.63537E-05:0.9776167,254.947:0.07682043:386.5396:0.0008863527:-0.4092222:0.0003975248:0.9124342,235.2988:-0.02999762:392.9407:-0.0004918794:-0.2473551:-0.000125571:0.9689248,240.3781:-0.029998:409.3503:-0.0005692564:-0.5940123:-0.0004203404:0.8044557,251.2489:-0.01445323:391.347:-0.0001183748:-0.4234331:-5.532874E-05:0.9059274,245.6425:-0.02999535:407.5664:-0.0004340508:-0.591313:-0.000318262:0.806442,247.8208:-0.02999723:378.6162:-0.00027539:-0.293166:-8.444541E-05:0.9560615,217.1309:-0.02999604:403.6448:0:0.4497332:0:0.893163,223.6364:-0.02999696:397.3546:-0.0007268788:-0.004046672:-2.941465E-06:0.9999915
.958,Terrain,110606,None,True,223.4972:-0.005000055:414.5486:0:0.9938502:0:-0.1107332,231.859:-0.02999783:409.2561:0:0:0:1,251.4903:-0.01817617:399.6335:-0.000178082:-0.5146698:-0.0001068984:0.8573885,239.8003:-0.02999771:378.426:-0.0003083195:-0.2103939:-6.635378E-05:0.9776167,254.947:0.07682037:386.5396:0.000886352:-0.4092222:0.0003975245:0.9124342,235.2988:-0.02999765:392.9407:-0.00049188:-0.2473551:-0.0001255712:0.9689248,240.3781:-0.02999789:409.3503:-0.0005692537:-0.5940123:-0.0004203384:0.8044557,251.2489:-0.01432279:391.347:-0.0001167413:-0.4234324:-5.456512E-05:0.9059277,245.6425:-0.02999532:407.5664:-0.0004340503:-0.591313:-0.0003182617:0.806442,247.8208:-0.0299972:378.6162:-0.0002753897:-0.293166:-8.444531E-05:0.9560615,217.1309:-0.02999604:403.6448:0:0.4497332:0:0.893163,223.6364:-0.02999699:397.3546:-0.0007268796:-0.004046672:-2.941468E-06:0.9999915
1.006,Terrain,110606,None,True,223.4972:-0.005000055:414.5486:0:0.9938502:0:-0.1107332,231.859:-0.02999783:409.2561:0:0:0:1,251.4893:-0.01980245:399.6336:-0.0002000692:-0.5146648:-0.0001200952:0.8573915,239.8003:-0.02999771:378.426:-0.0003083195:-0.2103939:-6.635378E-05:0.9776167,254.947:0.07682058:386.5396:0.0008863543:-0.4092222:0.0003975255:0.9124342,235.2988:-0.02999771:392.9407:-0.0004918812:-0.2473551:-0.0001255715:0.9689248,240.3781:-0.02999792:409.3503:-0.0005692543:-0.5940123:-0.0004203389:0.8044557,251.2484:-0.01540047:391.3474:-0.0001302388:-0.4234316:-6.087375E-05:0.9059281,245.6425:-0.02999538:407.5664:-0.0004340513:-0.591313:-0.0003182624:0.806442,247.8208:-0.02999723:378.6162:-0.00027539:-0.293166:-8.444541E-05:0.9560615,217.1309:-0.02999604:403.6448:0:0.4497332:0:0.893163,223.6364:-0.02999696:397.3546:-0.0007268788:-0.004046672:-2.941465E-06:0.9999915
1.090,Terrain,110606,None,True,223.4972:-0.005000055:414.5486:0:0.9938502:0:-0.1107332,231.859:-0.02999783:409.2561:0:0:0:1,251.4859:-0.01877558:399.6353:-0.0001862121:-0.5146631:-0.0001117767:0.8573925,239.8003:-0.02999768:378.426:-0.0003083192:-0.2103939:-6.63537E-05:0.9776167,254.947:0.07682043:386.5396:0.0008863527:-0.4092222:0.0003975248:0.9124342,235.2988:-0.02999759:392.9407:-0.0004918788:-0.2473551:-0.0001255708:0.9689248,240.3781:-0.02999792:409.3503:-0.0005692543:-0.5940123:-0.0004203389:0.8044557,251.2456:-0.01464152:391.3495:-0.0001207466:-0.4234298:-5.643678E-05:0.9059289,245.6425:-0.02999538:407.5664:-0.0004340513:-0.591313:-0.0003182624:0.806442,247.8208:-0.02999723:378.6162:-0.00027539:-0.293166:-8.444541E-05:0.9560615,217.1309:-0.02999604:403.6448:0:0.4497332:0:0.893163,223.6364:-0.02999696:397.3546:-0.0007268788:-0.004046672:-2.941465E-06:0.9999915
1.134,Terrain,110606,None,True,223.4972:-0.005000055:414.5486:0:0.9938502:0:-0.1107332,231.859:-0.02999783:409.2561:0:0:0:1,251.4857:-0.01896498:399.6352:-0.0001887732:-0.5146614:-0.0001133135:0.8573935,239.8003:-0.02999768:378.426:-0.0003083192:-0.2103939:-6.63537E-05:0.9776167,254.947:0.07682043:386.5396:0.0008863527:-0.4092222:0.0003975248:0.9124342,235.2988:-0.02999762:392.9407:-0.0004918794:-0.2473551:-0.000125571:0.9689248,240.3781:-0.02999792:409.3503:-0.0005692543:-0.5940123:-0.0004203389:0.8044557,251.2456:-0.01471844:391.3495:-0.0001217101:-0.4234298:-5.688711E-05:0.9059289,245.6425:-0.02999538:407.5664:-0.0004340513:-0.591313:-0.0003182624:0.806442,247.8208:-0.02999723:378.6162:-0.00027539:-0.293166:-8.444541E-05:0.9560615,217.1309:-0.02999604:403.6448:0:0.4497332:0:0.893163,223.6364:-0.02999696:397.3546:-0.0007268788:-0.004046672:-2.941465E-06:0.9999915
1.178,Terrain,110606,None,True,223.4972:-0.005000055:414.5486:0:0.9938502:0:-0.1107332,231.859:-0.02999783:409.2561:0:0:0:1,251.4857:-0.01904747:399.6352:-0.0001898887:-0.5146601:-0.0001139828:0.8573943,239.8003:-0.02999768:378.426:-0.0003083192:-0.2103939:-6.63537E-05:0.9776167,254.947:0.07682043:386.5396:0.0008863527:-0.4092222:0.0003975248:0.9124342,235.2988:-0.02999765:392.9407:-0.00049188:-0.2473551:-0.0001255712:0.9689248,240.3781:-0.02999792:409.3503:-0.0005692543:-0.5940123:-0.0004203389:0.8044557,251.2456:-0.01473603:391.3495:-0.0001219303:-0.4234302:-5.699011E-05:0.9059287,245.6425:-0.02999538:407.5664:-0.0004340513:-0.591313:-0.0003182624:0.806442,247.8208:-0.02999723:378.6162:-0.00027539:-0.293166:-8.444541E-05:0.9560615,217.1309:-0.02999604:403.6448:0:0.4497332:0:0.893163,223.6364:-0.02999696:397.3546:-0.0007268788:-0.004046672:-2.941465E-06:0.9999915
1.223,Terrain,110606,None,True,223.4972:-0.005000055:414.5486:0:0.9938502:0:-0.1107332,231.859:-0.02999783:409.2561:0:0:0:1,251.482:-0.0194222:399.6371:-0.0001949799:-0.5146592:-0.0001170385:0.8573948,239.8003:-0.02999771:378.426:-0.0003083195:-0.2103939:-6.635378E-05:0.9776167,254.947:0.07682058:386.5396:0.0008863543:-0.4092222:0.0003975255:0.9124342,235.2988:-0.02999771:392.9407:-0.0004918812:-0.2473551:-0.0001255715:0.9689248,240.3781:-0.02999786:409.3503:-0.000569253:-0.5940123:-0.0004203379:0.8044557,251.2451:-0.01560777:391.3499:-0.0001328499:-0.4234301:-6.209392E-05:0.9059287,245.6425:-0.02999538:407.5664:-0.0004340513:-0.591313:-0.0003182624:0.806442,247.8208:-0.02999723:378.6162:-0.00027539:-0.293166:-8.444541E-05:0.9560615,217.1309:-0.02999604:403.6448:0:0.4497332:0:0.893163,223.6364:-0.02999699:397.3546:-0.0007268796:-0.004046672:-2.941468E-06:0.9999915
