Timestamp,Originator,OriginatorID,Event,Parameter,Shepherd,Wolf,Wolf,Wolf,Wolf,Wolf,Wolf,Wolf,Wolf
6.869,Terrain,27372,None,True,236.2112:-0.005000055:404.0743:0:0.8903773:0:0.4552232,254.1274:0.1115837:400.5315:0.0024661:-0.6348252:0.002026201:0.7726492,226.925:0.1115837:400.0205:0.003818926:0.1615628:-0.000625215:0.9868549,239.5336:0.1115837:409.8317:0.003718095:0.2804157:-0.001086201:0.9598709,257.9121:0.1115837:401.5073:0.001993937:-0.6642743:0.001771972:0.7474841,244.207:0.1115837:388.6828:0.003264793:-0.2372768:0.0007974373:0.9714363,245.0705:0.1115837:391.2257:0.003566086:-0.2972645:0.001110268:0.9547879,224.7857:0.1115837:400.783:0.003761397:0.2360319:-0.0009136311:0.9717376,240.4374:0.1115837:408.7354:0.003774735:0.2308309:-0.0008955168:0.9729862
6.919,Terrain,27372,None,True,236.4821:-0.004999995:403.9513:0:0.8854516:0:0.4647317,254.1274:0.1115837:400.5315:0.002501922:-0.6362886:0.00206359:0.7714443,226.925:0.1115837:400.0205:0.003818926:0.1615628:-0.000625215:0.9868549,239.5336:0.1115837:409.8317:0.003718095:0.2804157:-0.001086201:0.9598709,257.9121:0.1115837:401.5073:0.002016367:-0.6658385:0.001799479:0.7460909,244.207:0.1115837:388.6828:0.003313562:-0.2320576:0.0007905216:0.9726961,245.0705:0.1115837:391.2257:0.003630752:-0.2924955:0.001110555:0.9562594,224.7857:0.1115837:400.783:0.003761397:0.2360319:-0.0009136311:0.9717376,240.4374:0.1115837:408.7354:0.003774735:0.2308309:-0.0008955168:0.9729862
6.969,Terrain,27372,None,True,236.8892:-0.005000055:403.7631:0:0.8789646:0:0.476887,254.1274:0.1115837:400.5315:0.002557507:-0.6386445:0.002122611:0.7694948,226.925:0.1115837:400.0205:0.003818926:0.1615628:-0.000625215:0.9868549,239.5336:0.1115837:409.8317:0.003718095:0.2804157:-0.001086201:0.9598709,257.9121:0.1115837:401.5073:0.002050799:-0.668319:0.001842512:0.7438697,244.207:0.1115837:388.6828:0.003389199:-0.2239753:0.0007788898:0.9745886,245.0705:0.1115837:391.2257:0.003697736:-0.287586:0.001110332:0.957747,224.7857:0.1115837:400.783:0.003761397:0.2360319:-0.0009136311:0.9717376,240.4374:0.1115837:408.7354:0.003774735:0.2308309:-0.0008955168:0.9729862
7.018,Terrain,27372,None,True,237.1608:-0.004999995:403.6363:0:0.8751866:0:0.4837855,254.1274:0.1115837:400.5315:0.002595856:-0.6403065:0.002163933:0.7681121,226.925:0.1115837:400.0205:0.003818926:0.1615628:-0.000625215:0.9868549,239.5336:0.1115837:409.8317:0.003718095:0.2804157:-0.001086201:0.9598709,257.9121:0.1115837:401.5073:0.002074303:-0.6700485:0.001872371:0.7423121,244.207:0.1115837:388.6828:0.003441134:-0.2184002:0.0007701408:0.975853,245.0705:0.1115837:391.2257:0.003697736:-0.287586:0.001110332:0.957747,224.7857:0.1115837:400.783:0.003761397:0.2360319:-0.0009136311:0.9717376,240.4374:0.1115837:408.7354:0.003774735:0.2308309:-0.0008955168:0.9729862
7.068,Terrain,27372,None,True,237.5684:-0.004999995:403.445:0:0.8702471:0:0.4926155,254.1274:0.1115837:400.5315:0.00265542:-0.6429252:0.002228998:0.7659211,226.925:0.1115837:400.0205:0.003818926:0.1615628:-0.000625215:0.9868549,239.5336:0.1115837:409.8317:0.003718095:0.2804157:-0.001086201:0.9598709,257.9121:0.1115837:401.5073:0.00211042:-0.6727449:0.001918954:0.7398691,244.207:0.1115837:388.6828:0.003521161:-0.2097341:0.0007553116:0.9777519,245.0705:0.1115837:391.2257:0.003697736:-0.287586:0.001110332:0.957747,224.7857:0.1115837:400.783:0.003761397:0.2360319:-0.0009136311:0.9717376,240.4374:0.1115837:408.7354:0.003774735:0.2308309:-0.0008955168:0.9729862
7.117,Terrain,27372,None,True,237.8403:-0.005000055:403.317:0:0.8673878:0:0.4976328,254.1274:0.1115837:400.5315:0.002696552:-0.6447531:0.002274529:0.7643828,226.925:0.1115837:400.0205:0.003818926:0.1615628:-0.000625215:0.9868549,239.5336:0.1115837:409.8317:0.003718095:0.2804157:-0.001086201:0.9598709,257.9121:0.1115837:401.5073:0.002135089:-0.6746083:0.001951242:0.7381702,244.207:0.1115837:388.6828:0.003575873:-0.2037435:0.0007441756:0.9790175,245.0705:0.1115837:391.2257:0.003697736:-0.287586:0.001110332:0.957747,224.7857:0.1115837:400.783:0.003761397:0.2360319:-0.0009136311:0.9717376,240.4374:0.1115837:408.7354:0.003774735:0.2308309:-0.0008955168:0.9729862
7.167,Terrain,27372,None,True,238.2481:-0.004999995:403.1248:0:0.8636348:0:0.5041181,254.1274:0.1115837:400.5315:0.002760503:-0.6476152:0.002346247:0.761959,226.925:0.1115837:400.0205:0.003818926:0.1615628:-0.000625215:0.9868549,239.5336:0.1115837:409.8317:0.003718095:0.2804157:-0.001086201:0.9598709,257.9121:0.1115837:401.5073:0.002173014:-0.6774988:0.002001601:0.735518,244.207:0.1115837:388.6828:0.003659873:-0.1944173:0.0007253892:0.9809119,245.0705:0.1115837:391.2257:0.003697736:-0.287586:0.001110332:0.957747,224.7857:0.1115837:400.783:0.003761397:0.2360319:-0.0009136311:0.9717376,240.4374:0.1115837:408.7354:0.003774735:0.2308309:-0.0008955168:0.9729862
7.217,Terrain,27372,None,True,238.5202:-0.004999995:402.9967:0:0.8614295:0:0.5078773,254.1274:0.1115837:400.5315:0.002804726:-0.6496035:0.002396483:0.7602643,226.925:0.1115837:400.0205:0.003818926:0.1615628:-0.000625215:0.9868549,239.5336:0.1115837:409.8317:0.003718095:0.2804157:-0.001086201:0.9598709,257.9121:0.1115837:401.5073:0.00219894:-0.6794882:0.002036519:0.7336804,244.207:0.1115837:388.6828:0.003717105:-0.1879606:0.0007113531:0.9821693,245.0705:0.1115837:391.2257:0.003697736:-0.287586:0.001110332:0.957747,224.7857:0.1115837:400.783:0.003761397:0.2360319:-0.0009136311:0.9717376,240.4374:0.1115837:408.7354:0.003774735:0.2308309:-0.0008955168:0.9729862
7.266,Terrain,27372,None,True,238.8995:-0.004999936:402.8184:0:0.8594672:0:0.511191,254.1274:0.1115837:400.5315:0.002868583:-0.6524872:0.002469963:0.7577903,226.925:0.1115837:400.0205:0.003818926:0.1615628:-0.000625215:0.9868549,239.5336:0.1115837:409.8317:0.003718095:0.2804157:-0.001086201:0.9598709,257.9121:0.1115837:401.5073:0.00223595:-0.6823471:0.002087071:0.7310219,244.207:0.1115837:388.6828:0.003798432:-0.1786294:0.000689608:0.9839089,245.0705:0.1115837:391.2257:0.003697736:-0.287586:0.001110332:0.957747,224.7857:0.1115837:400.783:0.003761397:0.2360319:-0.0009136311:0.9717376,240.4374:0.1115837:408.7354:0.003774735:0.2308309:-0.0008955168:0.9729862
7.308,Terrain,27372,None,True,239.049:-0.004999936:402.748:0:0.8594672:0:0.511191,254.1274:0.1115837:400.5315:0.002894485:-0.6536637:0.002500107:0.7567755,226.925:0.1115837:400.0205:0.003818926:0.1615628:-0.000625215:0.9868549,239.5336:0.1115837:409.8317:0.003718095:0.2804157:-0.001086201:0.9598709,257.9121:0.1115837:401.5073:0.002250819:-0.6835042:0.002107631:0.7299401,244.207:0.1115837:388.6828:0.00381669:-0.1765096:0.000684434:0.9842913,245.0705:0.1115837:391.2257:0.003697736:-0.287586:0.001110332:0.957747,224.7857:0.1115837:400.783:0.003761397:0.2360319:-0.0009136311:0.9717376,240.4374:0.1115837:408.7354:0.003774735:0.2308309:-0.0008955168:0.9729862
7.358,Terrain,27372,None,True,239.1386:-0.004999936:402.7059:0:0.8594672:0:0.511191,254.1274:0.1115837:400.5315:0.002910205:-0.6543789:0.002518494:0.756157,226.925:0.1115837:400.0205:0.003818926:0.1615628:-0.000625215:0.9868549,239.5336:0.1115837:409.8317:0.003718095:0.2804157:-0.001086201:0.9598709,257.9121:0.1115837:401.5073:0.002259803:-0.6842052:0.002120122:0.729283,244.207:0.1115837:388.6828:0.00381669:-0.1765096:0.000684434:0.9842913,245.0705:0.1115837:391.2257:0.003697736:-0.287586:0.001110332:0.957747,224.7857:0.1115837:400.783:0.003761397:0.2360319:-0.0009136311:0.9717376,240.4374:0.1115837:408.7354:0.003774735:0.2308309:-0.0008955168:0.9729862
7.408,Terrain,27372,None,True,239.2055:-0.004999936:402.6744:0:0.8594672:0:0.511191,254.1274:0.1115837:400.5315:0.00292205:-0.6549194:0.002532401:0.7556888,226.925:0.1115837:400.0205:0.003818926:0.1615628:-0.000625215:0.9868549,239.5336:0.1115837:409.8317:0.003718095:0.2804157:-0.001086201:0.9598709,257.9121:0.1115837:401.5073:0.002266552:-0.6847335:0.002129545:0.7287869,244.207:0.1115837:388.6828:0.00381669:-0.1765096:0.000684434:0.9842913,245.0705:0.1115837:391.2257:0.003697736:-0.287586:0.001110332:0.957747,224.7857:0.1115837:400.783:0.003761397:0.2360319:-0.0009136311:0.9717376,240.4374:0.1115837:408.7354:0.003774735:0.2308309:-0.0008955168:0.9729862
7.457,Terrain,27372,None,True,239.2234:-0.004999936:402.666:0:0.8594672:0:0.511191,254.1274:0.1115837:400.5315:0.00292523:-0.6550648:0.002536143:0.7555628,226.925:0.1115837:400.0205:0.003818926:0.1615628:-0.000625215:0.9868549,239.5336:0.1115837:409.8317:0.003718095:0.2804157:-0.001086201:0.9598709,257.9121:0.1115837:401.5073:0.002268361:-0.6848754:0.002132076:0.7286536,244.207:0.1115837:388.6828:0.00381669:-0.1765096:0.000684434:0.9842913,245.0705:0.1115837:391.2257:0.003697736:-0.287586:0.001110332:0.957747,224.7857:0.1115837:400.783:0.003761397:0.2360319:-0.0009136311:0.9717376,240.4374:0.1115837:408.7354:0.003774735:0.2308309:-0.0008955168:0.9729862
7.506,Terrain,27372,None,True,239.2303:-0.004999936:402.6627:0:0.8594672:0:0.511191,254.1274:0.1115837:400.5315:0.002926466:-0.6551212:0.002537597:0.7555138,226.925:0.1115837:400.0205:0.003818926:0.1615628:-0.000625215:0.9868549,239.5336:0.1115837:409.8317:0.003718095:0.2804157:-0.001086201:0.9598709,257.9121:0.1115837:401.5073:0.002269064:-0.6849304:0.00213306:0.7286018,244.207:0.1115837:388.6828:0.00381669:-0.1765096:0.000684434:0.9842913,245.0705:0.1115837:391.2257:0.003697736:-0.287586:0.001110332:0.957747,224.7857:0.1115837:400.783:0.003761397:0.2360319:-0.0009136311:0.9717376,240.4374:0.1115837:408.7354:0.003774735:0.2308309:-0.0008955168:0.9729862
7.557,Terrain,27372,None,True,239.2298:-0.004999936:402.6629:0:0.8594672:0:0.511191,254.1274:0.1115837:400.5315:0.002926381:-0.6551176:0.002537499:0.755517,226.925:0.1115837:400.0205:0.003818926:0.1615628:-0.000625215:0.9868549,239.5336:0.1115837:409.8317:0.003718095:0.2804157:-0.001086201:0.9598709,257.9121:0.1115837:401.5073:0.002269016:-0.6849269:0.002132993:0.7286052,244.207:0.1115837:388.6828:0.00381669:-0.1765096:0.000684434:0.9842913,245.0705:0.1115837:391.2257:0.003697736:-0.287586:0.001110332:0.957747,224.7857:0.1115837:400.783:0.003761397:0.2360319:-0.0009136311:0.9717376,240.4374:0.1115837:408.7354:0.003774735:0.2308309:-0.0008955168:0.9729862
7.606,Terrain,27372,None,True,239.214:-0.004999995:402.6373:0:0.8809578:0:0.4731948,254.1274:0.1115837:400.5315:0.002921712:-0.6558108:0.002538153:0.7549154,226.925:0.1115837:400.0205:0.003818926:0.1615628:-0.000625215:0.9868549,239.5336:0.1115837:409.8317:0.003718095:0.2804157:-0.001086201:0.9598709,257.9121:0.1115837:401.5073:0.00226578:-0.6854439:0.002132983:0.7281188,244.207:0.1115837:388.6828:0.00381669:-0.1765096:0.000684434:0.9842913,245.0705:0.1115837:391.2257:0.003697736:-0.287586:0.001110332:0.957747,224.7857:0.1115837:400.783:0.003761397:0.2360319:-0.0009136311:0.9717376,240.4374:0.1115837:408.7354:0.003774735:0.2308309:-0.0008955168:0.9729862
7.656,Terrain,27372,None,True,239.1507:-0.005000055:402.5266:0:0.9165551:0:0.3999085,254.1274:0.1115837:400.5315:0.002902544:-0.6587644:0.002541529:0.7523394,226.925:0.1115837:400.0205:0.003818926:0.1615628:-0.000625215:0.9868549,239.5336:0.1115837:409.8317:0.003718095:0.2804157:-0.001086201:0.9598709,257.9121:0.1115837:401.5073:0.002252439:-0.687655:0.002133382:0.726031,244.207:0.1115837:388.6828:0.00381669:-0.1765096:0.000684434:0.9842913,245.0705:0.1115837:391.2257:0.003697736:-0.287586:0.001110332:0.957747,224.7857:0.1115837:400.783:0.003761397:0.2360319:-0.0009136311:0.9717376,240.4374:0.1115837:408.7354:0.003774735:0.2308309:-0.0008955168:0.9729862
7.706,Terrain,27372,None,True,239.0008:-0.004999995:402.2657:0:0.9543155:0:0.2988007,254.1274:0.1115837:400.5315:0.002857126:-0.6656155:0.002548285:0.7462851,226.925:0.1115837:400.0205:0.003818926:0.1615628:-0.000625215:0.9868549,239.5336:0.1115837:409.8317:0.003718095:0.2804157:-0.001086201:0.9598709,257.9121:0.1115837:401.5073:0.002220999:-0.6927904:0.002133709:0.7211323,244.207:0.1115837:388.6828:0.00381669:-0.1765096:0.000684434:0.9842913,245.0705:0.1115837:391.2257:0.003697736:-0.287586:0.001110332:0.957747,224.7857:0.1115837:400.783:0.003761397:0.2360319:-0.0009136311:0.9717376,240.4374:0.1115837:408.7354:0.003774735:0.2308309:-0.0008955168:0.9729862
7.755,Terrain,27372,None,True,238.8816:-0.005000114:402.0529:0:0.9707004:0:0.2402929,254.1274:0.1115837:400.5315:0.002820582:-0.671078:0.002553128:0.741377,226.925:0.1115837:400.0205:0.003818926:0.1615628:-0.000625215:0.9868549,239.5336:0.1115837:409.8317:0.003718095:0.2804157:-0.001086201:0.9598709,257.9121:0.1115837:401.5073:0.002195806:-0.6968973:0.002133752:0.7171644,244.207:0.1115837:388.6828:0.00381669:-0.1765096:0.000684434:0.9842913,245.0705:0.1115837:391.2257:0.003697736:-0.287586:0.001110332:0.957747,224.7857:0.1115837:400.783:0.003761397:0.2360319:-0.0009136311:0.9717376,240.4374:0.1115837:408.7354:0.003774735:0.2308309:-0.0008955168:0.9729862
7.805,Terrain,27372,None,True,238.7205:-0.004999936:401.6877:0:0.983716:0:0.1797301,254.1274:0.1115837:400.5315:0.002765795:-0.6801301:0.002566016:0.7330818,226.925:0.1115837:400.0205:0.003818926:0.1615628:-0.000625215:0.9868549,239.5336:0.1115837:409.8317:0.003718095:0.2804157:-0.001086201:0.9598709,257.9121:0.1115837:401.5073:0.00215769:-0.7037715:0.002137497:0.71042,244.207:0.1115837:388.6828:0.00381669:-0.1765096:0.000684434:0.9842913,245.0705:0.1115837:391.2257:0.003697736:-0.287586:0.001110332:0.957747,224.7857:0.1115837:400.783:0.003761397:0.2360319:-0.0009136311:0.9717376,240.4374:0.1115837:408.7354:0.003774735:0.2308309:-0.0008955168:0.9729862
7.854,Terrain,27372,None,True,238.6595:-0.005000055:401.4211:0:0.9861153:0:0.166062,254.1274:0.1115837:400.5315:0.002735648:-0.6865025:0.00258284:0.7271177,226.925:0.1115837:400.0205:0.003818926:0.1615628:-0.000625215:0.9868549,239.5336:0.1115837:409.8317:0.003718095:0.2804157:-0.001086201:0.9598709,257.9121:0.1115837:401.5073:0.002136095:-0.7086844:0.002145679:0.7055191,244.207:0.1115837:388.6828:0.00381669:-0.1765096:0.000684434:0.9842913,245.0705:0.1115837:391.2257:0.003697736:-0.287586:0.001110332:0.957747,224.7857:0.1115837:400.783:0.003761397:0.2360319:-0.0009136311:0.9717376,240.4374:0.1115837:408.7354:0.003774735:0.2308309:-0.0008955168:0.9729862
7.904,Terrain,27372,None,True,238.6973:-0.005000055:401.0228:0:0.9829668:0:0.1837836,254.1274:0.1115837:400.5315:0.002712046:-0.6957606:0.002627078:0.7182638,226.925:0.1115837:400.0205:0.003818926:0.1615628:-0.000625215:0.9868549,239.5336:0.1115837:409.8317:0.003718095:0.2804157:-0.001086201:0.9598709,257.9121:0.1115837:401.5073:0.002117237:-0.71596:0.002171296:0.6981347,244.207:0.1115837:388.6828:0.00381669:-0.1765096:0.000684434:0.9842913,245.0705:0.1115837:391.2257:0.003697736:-0.287586:0.001110332:0.957747,224.7857:0.1115837:400.783:0.003761397:0.2360319:-0.0009136311:0.9717376,240.4374:0.1115837:408.7354:0.003774735:0.2308309:-0.0008955168:0.9729862
7.954,Terrain,27372,None,True,238.8033:-0.005000055:400.7811:0:0.9769893:0:0.2132888,254.1274:0.1115837:400.5315:0.002711196:-0.70132:0.002667395:0.7128364,226.925:0.1115837:400.0205:0.003818926:0.1615628:-0.000625215:0.9868549,239.5336:0.1115837:409.8317:0.003718095:0.2804157:-0.001086201:0.9598709,257.9121:0.1115837:401.5073:0.002114149:-0.7204037:0.002196012:0.6935483,244.207:0.1115837:388.6828:0.00381669:-0.1765096:0.000684434:0.9842913,245.0705:0.1115837:391.2257:0.003697736:-0.287586:0.001110332:0.957747,224.7857:0.1115837:400.783:0.003761397:0.2360319:-0.0009136311:0.9717376,240.4374:0.1115837:408.7354:0.003774735:0.2308309:-0.0008955168:0.9729862
8.004,Terrain,27372,None,True,239.0634:-0.004999995:400.4802:0:0.9646239:0:0.2636299,254.1274:0.1115837:400.5315:0.00273149:-0.708306:0.002740819:0.705895,226.925:0.1115837:400.0205:0.003818926:0.1615628:-0.000625215:0.9868549,239.5336:0.1115837:409.8317:0.003718095:0.2804157:-0.001086201:0.9598709,257.9121:0.1115837:401.5073:0.00212331:-0.7260858:0.002242164:0.6875972,244.207:0.1115837:388.6828:0.00381669:-0.1765096:0.000684434:0.9842913,245.0705:0.1115837:391.2257:0.003697736:-0.287586:0.001110332:0.957747,224.7857:0.1115837:400.783:0.003761397:0.2360319:-0.0009136311:0.9717376,240.4374:0.1115837:408.7354:0.003774735:0.2308309:-0.0008955168:0.9729862
8.053,Terrain,27372,None,True,239.2481:-0.005000114:400.3189:0:0.960474:0:0.27837,254.1274:0.1115837:400.5315:0.00273149:-0.708306:0.002740819:0.705895,226.925:0.1115837:400.0205:0.003818926:0.1615628:-0.000625215:0.9868549,239.5336:0.1115837:409.8317:0.003718095:0.2804157:-0.001086201:0.9598709,257.9121:0.1115837:401.5073:0.002132787:-0.7292229:0.002272902:0.6842692,244.207:0.1115837:388.6828:0.00381669:-0.1765096:0.000684434:0.9842913,245.0705:0.1115837:391.2257:0.003697736:-0.287586:0.001110332:0.957747,224.7857:0.1115837:400.783:0.003761397:0.2360319:-0.0009136311:0.9717376,240.4374:0.1115837:408.7354:0.003774735:0.2308309:-0.0008955168:0.9729862
8.103,Terrain,27372,None,True,239.3993:-0.005000114:400.1868:0:0.960474:0:0.27837,254.1274:0.1115837:400.5315:0.00273149:-0.708306:0.002740819:0.705895,226.925:0.1115837:400.0205:0.003818926:0.1615628:-0.000625215:0.9868549,239.5336:0.1115837:409.8317:0.003718095:0.2804157:-0.001086201:0.9598709,257.9121:0.1115837:401.5073:0.00214036:-0.7318246:0.00229846:0.6814859,244.207:0.1115837:388.6828:0.00381669:-0.1765096:0.000684434:0.9842913,245.0705:0.1115837:391.2257:0.003697736:-0.287586:0.001110332:0.957747,224.7857:0.1115837:400.783:0.003761397:0.2360319:-0.0009136311:0.9717376,240.4374:0.1115837:408.7354:0.003774735:0.2308309:-0.0008955168:0.9729862
8.153,Terrain,27372,None,True,239.4502:-0.005000114:400.1423:0:0.960474:0:0.27837,254.1274:0.1115837:400.5315:0.00273149:-0.708306:0.002740819:0.705895,226.925:0.1115837:400.0205:0.003818926:0.1615628:-0.000625215:0.9868549,239.5336:0.1115837:409.8317:0.003718095:0.2804157:-0.001086201:0.9598709,257.9121:0.1115837:401.5073:0.002142872:-0.7327081:0.002307153:0.6805358,244.207:0.1115837:388.6828:0.00381669:-0.1765096:0.000684434:0.9842913,245.0705:0.1115837:391.2257:0.003697736:-0.287586:0.001110332:0.957747,224.7857:0.1115837:400.783:0.003761397:0.2360319:-0.0009136311:0.9717376,240.4374:0.1115837:408.7354:0.003774735:0.2308309:-0.0008955168:0.9729862
8.203,Terrain,27372,None,True,239.4855:-0.005000114:400.1115:0:0.960474:0:0.27837,254.1274:0.1115837:400.5315:0.00273149:-0.708306:0.002740819:0.705895,226.925:0.1115837:400.0205:0.003818926:0.1615628:-0.000625215:0.9868549,239.5336:0.1115837:409.8317:0.003718095:0.2804157:-0.001086201:0.9598709,257.9121:0.1115837:401.5073:0.0021446:-0.7333205:0.002313186:0.6798758,244.207:0.1115837:388.6828:0.00381669:-0.1765096:0.000684434:0.9842913,245.0705:0.1115837:391.2257:0.003697736:-0.287586:0.001110332:0.957747,224.7857:0.1115837:400.783:0.003761397:0.2360319:-0.0009136311:0.9717376,240.4374:0.1115837:408.7354:0.003774735:0.2308309:-0.0008955168:0.9729862
8.252,Terrain,27372,None,True,239.493:-0.005000114:400.105:0:0.960474:0:0.27837,254.1274:0.1115837:400.5315:0.00273149:-0.708306:0.002740819:0.705895,226.925:0.1115837:400.0205:0.003818926:0.1615628:-0.000625215:0.9868549,239.5336:0.1115837:409.8317:0.003718095:0.2804157:-0.001086201:0.9598709,257.9121:0.1115837:401.5073:0.002144967:-0.7334507:0.00231447:0.6797353,244.207:0.1115837:388.6828:0.00381669:-0.1765096:0.000684434:0.9842913,245.0705:0.1115837:391.2257:0.003697736:-0.287586:0.001110332:0.957747,224.7857:0.1115837:400.783:0.003761397:0.2360319:-0.0009136311:0.9717376,240.4374:0.1115837:408.7354:0.003774735:0.2308309:-0.0008955168:0.9729862
8.302,Terrain,27372,None,True,239.4949:-0.005000114:400.1034:0:0.960474:0:0.27837,254.1274:0.1115837:400.5315:0.00273149:-0.708306:0.002740819:0.705895,226.925:0.1115837:400.0205:0.003818926:0.1615628:-0.000625215:0.9868549,239.5336:0.1115837:409.8317:0.003718095:0.2804157:-0.001086201:0.9598709,257.9121:0.1115837:401.5073:0.002145062:-0.7334837:0.002314799:0.6796998,244.207:0.1115837:388.6828:0.00381669:-0.1765096:0.000684434:0.9842913,245.0705:0.1115837:391.2257:0.003697736:-0.287586:0.001110332:0.957747,224.7857:0.1115837:400.783:0.003761397:0.2360319:-0.0009136311:0.9717376,240.4374:0.1115837:408.7354:0.003774735:0.2308309:-0.0008955168:0.9729862
8.352,Terrain,27372,None,True,239.4947:-0.005000114:400.1035:0:0.960474:0:0.27837,254.1274:0.1115837:400.5315:0.00273149:-0.708306:0.002740819:0.705895,226.925:0.1115837:400.0205:0.003818926:0.1615628:-0.000625215:0.9868549,239.5336:0.1115837:409.8317:0.003718095:0.2804157:-0.001086201:0.9598709,257.9121:0.1115837:401.5073:0.002145053:-0.7334806:0.002314768:0.6797031,244.207:0.1115837:388.6828:0.00381669:-0.1765096:0.000684434:0.9842913,245.0705:0.1115837:391.2257:0.003697736:-0.287586:0.001110332:0.957747,224.7857:0.1115837:400.783:0.003761397:0.2360319:-0.0009136311:0.9717376,240.4374:0.1115837:408.7354:0.003774735:0.2308309:-0.0008955168:0.9729862
8.402,Terrain,27372,None,True,239.4942:-0.005000114:400.1039:0:0.960474:0:0.27837,254.1274:0.1115837:400.5315:0.00273149:-0.708306:0.002740819:0.705895,226.925:0.1115837:400.0205:0.003818926:0.1615628:-0.000625215:0.9868549,239.5336:0.1115837:409.8317:0.003718095:0.2804157:-0.001086201:0.9598709,257.9121:0.1115837:401.5073:0.002145029:-0.7334721:0.002314684:0.6797123,244.207:0.1115837:388.6828:0.00381669:-0.1765096:0.000684434:0.9842913,245.0705:0.1115837:391.2257:0.003697736:-0.287586:0.001110332:0.957747,224.7857:0.1115837:400.783:0.003761397:0.2360319:-0.0009136311:0.9717376,240.4374:0.1115837:408.7354:0.003774735:0.2308309:-0.0008955168:0.9729862
8.451,Terrain,27372,None,True,239.494:-0.005000114:400.1041:0:0.960474:0:0.27837,254.1274:0.1115837:400.5315:0.00273149:-0.708306:0.002740819:0.705895,226.925:0.1115837:400.0205:0.003818926:0.1615628:-0.000625215:0.9868549,239.5336:0.1115837:409.8317:0.003718095:0.2804157:-0.001086201:0.9598709,257.9121:0.1115837:401.5073:0.002145019:-0.7334684:0.002314648:0.6797163,244.207:0.1115837:388.6828:0.00381669:-0.1765096:0.000684434:0.9842913,245.0705:0.1115837:391.2257:0.003697736:-0.287586:0.001110332:0.957747,224.7857:0.1115837:400.783:0.003761397:0.2360319:-0.0009136311:0.9717376,240.4374:0.1115837:408.7354:0.003774735:0.2308309:-0.0008955168:0.9729862
8.500,Terrain,27372,None,True,239.5706:-0.004999995:400.0694:0:0.9506336:0:0.3103154,254.1274:0.1115837:400.5315:0.00273149:-0.708306:0.002740819:0.705895,226.925:0.1115837:400.0205:0.003818926:0.1615628:-0.000625215:0.9868549,239.5336:0.1115837:409.8317:0.003718095:0.2804157:-0.001086201:0.9598709,257.9121:0.1115837:401.5073:0.002151056:-0.7342151:0.002326286:0.6789095,244.207:0.1115837:388.6828:0.00381669:-0.1765096:0.000684434:0.9842913,245.0705:0.1115837:391.2257:0.003697736:-0.287586:0.001110332:0.957747,224.7857:0.1115837:400.783:0.003761397:0.2360319:-0.0009136311:0.9717376,240.4374:0.1115837:408.7354:0.003774735:0.2308309:-0.0008955168:0.9729862
8.551,Terrain,27372,None,True,239.7183:-0.004999936:400.0023:0:0.9410173:0:0.3383584,254.1274:0.1115837:400.5315:0.00273149:-0.708306:0.002740819:0.705895,226.925:0.1115837:400.0205:0.003818926:0.1615628:-0.000625215:0.9868549,239.5336:0.1115837:409.8317:0.003718095:0.2804157:-0.001086201:0.9598709,257.9121:0.1115837:401.5073:0.002162728:-0.7356709:0.002349006:0.6773316,244.207:0.1115837:388.6828:0.00381669:-0.1765096:0.000684434:0.9842913,245.0705:0.1115837:391.2257:0.003697736:-0.287586:0.001110332:0.957747,224.7857:0.1115837:400.783:0.003761397:0.2360319:-0.0009136311:0.9717376,240.4374:0.1115837:408.7354:0.003774735:0.2308309:-0.0008955168:0.9729862
8.601,Terrain,27372,None,True,240.0197:-0.004999995:399.8655:0:0.9273861:0:0.3741055,254.1274:0.1115837:400.5315:0.00273149:-0.708306:0.002740819:0.705895,226.925:0.1115837:400.0205:0.003818926:0.1615628:-0.000625215:0.9868549,239.5336:0.1115837:409.8317:0.003718095:0.2804157:-0.001086201:0.9598709,257.9121:0.1115837:401.5073:0.002186708:-0.7387016:0.002396537:0.6740248,244.207:0.1115837:388.6828:0.00381669:-0.1765096:0.000684434:0.9842913,245.0705:0.1115837:391.2257:0.003697736:-0.287586:0.001110332:0.957747,224.7857:0.1115837:400.783:0.002618298:0.7280451:-0.002780726:0.6855187,240.4374:0.1115837:408.7354:0.003774735:0.2308309:-0.0008955168:0.9729862
8.650,Terrain,27372,None,True,240.2523:-0.004999995:399.76:0:0.9189746:0:0.3943167,254.1274:0.1115837:400.5315:0.00273149:-0.708306:0.002740819:0.705895,226.925:0.1115837:400.0205:0.003818926:0.1615628:-0.000625215:0.9868549,239.5336:0.1115837:409.8317:0.003718095:0.2804157:-0.001086201:0.9598709,257.9121:0.1115837:401.5073:0.002205347:-0.7410967:0.002434315:0.6713903,244.207:0.1115837:388.6828:0.00381669:-0.1765096:0.000684434:0.9842913,245.0705:0.1115837:391.2257:0.003697736:-0.287586:0.001110332:0.957747,224.7857:0.1115837:400.783:0.002569888:0.730063:-0.002745484:0.6833695,240.4374:0.1115837:408.7354:0.003774735:0.2308309:-0.0008955168:0.9729862
