Timestamp,Originator,OriginatorID,Event,Parameter,Shepherd,Wolf_prefab,Wolf_prefab,Wolf_prefab,Wolf_prefab,Wolf_prefab,Wolf_prefab,Wolf_prefab,Wolf_prefab,Wolf_prefab,Wolf_prefab,Wolf_prefab
3.349,Terrain,61770,None,True,240.393:-0.005000055:424.3809:0:0.9425338:0:-0.334111,239.8003:-0.02999172:378.4257:0:0:0:1,251.1136:-0.02710381:391.4037:0:-0.4147338:0:0.9099428,240.3786:-0.02997062:409.35:0:0:0:1,231.859:-0.02997729:409.2559:0:0:0:1,223.6364:-0.02997375:397.354:0:0:0:1,251.3305:-0.02401882:399.8043:0:-0.4235321:0:0.9058811,247.8209:-0.02998745:378.6161:0:0:0:1,235.2962:-0.02997208:392.9448:0:0:0:1,217.1306:-0.02996024:403.6444:0:0.4497332:0:0.893163,245.6428:-0.02998957:407.5664:0:0.9996465:0:0.02658921,254.9469:0.07693452:386.5409:0:-0.6449979:0:0.7641844
3.433,Terrain,61770,None,True,240.393:-0.005000055:424.3809:0:0.9425333:0:-0.3341124,239.8003:-0.02999172:378.4257:0:0:0:1,251.1136:-0.02710381:391.4037:0:-0.4147338:0:0.9099428,240.3786:-0.02997062:409.35:0:0:0:1,231.859:-0.02997729:409.2559:0:0:0:1,223.6364:-0.02997375:397.354:0:0:0:1,251.3305:-0.02401882:399.8043:0:-0.4235321:0:0.9058811,247.8209:-0.02998745:378.6161:0:0:0:1,235.2962:-0.02997208:392.9448:0:0:0:1,217.1306:-0.02996024:403.6444:0:0.4497332:0:0.893163,245.6428:-0.02998957:407.5664:0:0.9996465:0:0.02658921,254.9469:0.07693452:386.5409:0:-0.6449979:0:0.7641844
3.518,Terrain,61770,None,True,240.393:-0.005000055:424.3809:0:0.9425328:0:-0.3341138,239.8003:-0.02999172:378.4257:0:0:0:1,251.1136:-0.02710381:391.4037:0:-0.4147338:0:0.9099428,240.3786:-0.02997062:409.35:0:0:0:1,231.859:-0.02997729:409.2559:0:0:0:1,223.6364:-0.02997375:397.354:0:0:0:1,251.3305:-0.02401882:399.8043:0:-0.4235321:0:0.9058811,247.8209:-0.02998745:378.6161:0:0:0:1,235.2962:-0.02997208:392.9448:0:0:0:1,217.1306:-0.02996024:403.6444:0:0.4497332:0:0.893163,245.6428:-0.02998957:407.5664:0:0.9996465:0:0.02658921,254.9469:0.07693452:386.5409:0:-0.6449979:0:0.7641844
3.612,Terrain,61770,None,True,240.393:-0.005000055:424.3809:0:0.9425324:0:-0.3341146,239.8003:-0.02999172:378.4257:0:0:0:1,251.1136:-0.02710381:391.4037:0:-0.4147338:0:0.9099428,240.3786:-0.02997062:409.35:0:0:0:1,231.859:-0.02997729:409.2559:0:0:0:1,223.6364:-0.02997375:397.354:0:0:0:1,251.3305:-0.02401882:399.8043:0:-0.4235321:0:0.9058811,247.8209:-0.02998745:378.6161:0:0:0:1,235.2962:-0.02997208:392.9448:0:0:0:1,217.1306:-0.02996024:403.6444:0:0.4497332:0:0.893163,245.6428:-0.02998957:407.5664:0:0.9996465:0:0.02658921,254.9469:0.07693452:386.5409:0:-0.6449979:0:0.7641844
3.697,Terrain,61770,None,True,240.393:-0.004999995:424.3809:0:0.9425322:0:-0.3341153,239.8003:-0.02999172:378.4257:0:0:0:1,251.1136:-0.02710381:391.4037:0:-0.4147338:0:0.9099428,240.3786:-0.02997062:409.35:0:0:0:1,231.859:-0.02997729:409.2559:0:0:0:1,223.6364:-0.02997375:397.354:0:0:0:1,251.3305:-0.02401882:399.8043:0:-0.4235321:0:0.9058811,247.8209:-0.02998745:378.6161:0:0:0:1,235.2962:-0.02997208:392.9448:0:0:0:1,217.1306:-0.02996024:403.6444:0:0.4497332:0:0.893163,245.6428:-0.02998957:407.5664:0:0.9996465:0:0.02658921,254.9469:0.07693452:386.5409:0:-0.6449979:0:0.7641844
3.782,Terrain,61770,None,True,240.393:-0.004999995:424.3809:0:0.942532:0:-0.3341159,239.8003:-0.02999172:378.4257:0:0:0:1,251.1136:-0.02710381:391.4037:0:-0.4147338:0:0.9099428,240.3786:-0.02997062:409.35:0:0:0:1,231.859:-0.02997729:409.2559:0:0:0:1,223.6364:-0.02997375:397.354:0:0:0:1,251.3305:-0.02401882:399.8043:0:-0.4235321:0:0.9058811,247.8209:-0.02998745:378.6161:0:0:0:1,235.2962:-0.02997208:392.9448:0:0:0:1,217.1306:-0.02996024:403.6444:0:0.4497332:0:0.893163,245.6428:-0.02998957:407.5664:0:0.9996465:0:0.02658921,254.9469:0.07693452:386.5409:0:-0.6449979:0:0.7641844
3.871,Terrain,61770,None,True,240.393:-0.005000055:424.3809:0:0.9425319:0:-0.3341163,239.8003:-0.02999172:378.4257:0:0:0:1,251.1136:-0.02710381:391.4037:0:-0.4147338:0:0.9099428,240.3786:-0.02997062:409.35:0:0:0:1,231.859:-0.02997729:409.2559:0:0:0:1,223.6364:-0.02997375:397.354:0:0:0:1,251.3305:-0.02401882:399.8043:0:-0.4235321:0:0.9058811,247.8209:-0.02998745:378.6161:0:0:0:1,235.2962:-0.02997208:392.9448:0:0:0:1,217.1306:-0.02996024:403.6444:0:0.4497332:0:0.893163,245.6428:-0.02998957:407.5664:0:0.9996465:0:0.02658921,254.9469:0.07693452:386.5409:0:-0.6449979:0:0.7641844
3.956,Terrain,61770,None,True,240.393:-0.004999995:424.3809:0:0.9425318:0:-0.3341165,239.8003:-0.02999172:378.4257:0:0:0:1,251.1136:-0.02710381:391.4037:0:-0.4147338:0:0.9099428,240.3786:-0.02997062:409.35:0:0:0:1,231.859:-0.02997729:409.2559:0:0:0:1,223.6364:-0.02997375:397.354:0:0:0:1,251.3305:-0.02401882:399.8043:0:-0.4235321:0:0.9058811,247.8209:-0.02998745:378.6161:0:0:0:1,235.2962:-0.02997208:392.9448:0:0:0:1,217.1306:-0.02996024:403.6444:0:0.4497332:0:0.893163,245.6428:-0.02998957:407.5664:0:0.9996465:0:0.02658921,254.9469:0.07693452:386.5409:0:-0.6449979:0:0.7641844
4.046,Terrain,61770,None,True,240.393:-0.005000114:424.3809:0:0.9425316:0:-0.3341168,239.8003:-0.02999172:378.4257:0:0:0:1,251.1136:-0.02710381:391.4037:0:-0.4147338:0:0.9099428,240.3786:-0.02997062:409.35:0:0:0:1,231.859:-0.02997729:409.2559:0:0:0:1,223.6364:-0.02997375:397.354:0:0:0:1,251.3305:-0.02401882:399.8043:0:-0.4235321:0:0.9058811,247.8209:-0.02998745:378.6161:0:0:0:1,235.2962:-0.02997208:392.9448:0:0:0:1,217.1306:-0.02996024:403.6444:0:0.4497332:0:0.893163,245.6428:-0.02998957:407.5664:0:0.9996465:0:0.02658921,254.9469:0.07693452:386.5409:0:-0.6449979:0:0.7641844
4.134,Terrain,61770,None,True,240.393:-0.005000114:424.3809:0:0.9425316:0:-0.3341168,239.8003:-0.02999172:378.4257:0:0:0:1,251.1136:-0.02710381:391.4037:0:-0.4147338:0:0.9099428,240.3786:-0.02997062:409.35:0:0:0:1,231.859:-0.02997729:409.2559:0:0:0:1,223.6364:-0.02997375:397.354:0:0:0:1,251.3305:-0.02401882:399.8043:0:-0.4235321:0:0.9058811,247.8209:-0.02998745:378.6161:0:0:0:1,235.2962:-0.02997208:392.9448:0:0:0:1,217.1306:-0.02996024:403.6444:0:0.4497332:0:0.893163,245.6428:-0.02998957:407.5664:0:0.9996465:0:0.02658921,254.9469:0.07693452:386.5409:0:-0.6449979:0:0.7641844
4.224,Terrain,61770,None,True,240.393:-0.005000114:424.3809:0:0.9425316:0:-0.3341168,239.8003:-0.02999172:378.4257:0:0:0:1,251.1136:-0.02710381:391.4037:0:-0.4147338:0:0.9099428,240.3786:-0.02997062:409.35:0:0:0:1,231.859:-0.02997729:409.2559:0:0:0:1,223.6364:-0.02997375:397.354:0:0:0:1,251.3305:-0.02401882:399.8043:0:-0.4235321:0:0.9058811,247.8209:-0.02998745:378.6161:0:0:0:1,235.2962:-0.02997208:392.9448:0:0:0:1,217.1306:-0.02996024:403.6444:0:0.4497332:0:0.893163,245.6428:-0.02998957:407.5664:0:0.9996465:0:0.02658921,254.9469:0.07693452:386.5409:0:-0.6449979:0:0.7641844
4.313,Terrain,61770,None,True,240.393:-0.005000114:424.3809:0:0.9425316:0:-0.3341168,239.8003:-0.02999172:378.4257:0:0:0:1,251.1136:-0.02710381:391.4037:0:-0.4147338:0:0.9099428,240.3786:-0.02997062:409.35:0:0:0:1,231.859:-0.02997729:409.2559:0:0:0:1,223.6364:-0.02997375:397.354:0:0:0:1,251.3305:-0.02401882:399.8043:0:-0.4235321:0:0.9058811,247.8209:-0.02998745:378.6161:0:0:0:1,235.2962:-0.02997208:392.9448:0:0:0:1,217.1306:-0.02996024:403.6444:0:0.4497332:0:0.893163,245.6428:-0.02998957:407.5664:0:0.9996465:0:0.02658921,254.9469:0.07693452:386.5409:0:-0.6449979:0:0.7641844
4.408,Terrain,61770,None,True,240.393:-0.005000114:424.3809:0:0.9425316:0:-0.3341168,239.8003:-0.02999172:378.4257:0:0:0:1,251.1136:-0.02710381:391.4037:0:-0.4147338:0:0.9099428,240.3786:-0.02997062:409.35:0:0:0:1,231.859:-0.02997729:409.2559:0:0:0:1,223.6364:-0.02997375:397.354:0:0:0:1,251.3305:-0.02401882:399.8043:0:-0.4235321:0:0.9058811,247.8209:-0.02998745:378.6161:0:0:0:1,235.2962:-0.02997208:392.9448:0:0:0:1,217.1306:-0.02996024:403.6444:0:0.4497332:0:0.893163,245.6428:-0.02998957:407.5664:0:0.9996465:0:0.02658921,254.9469:0.07693452:386.5409:0:-0.6449979:0:0.7641844
4.494,Terrain,61770,None,True,240.393:-0.005000114:424.3809:0:0.9425316:0:-0.3341168,239.8003:-0.02999172:378.4257:0:0:0:1,251.1136:-0.02710381:391.4037:0:-0.4147338:0:0.9099428,240.3786:-0.02997062:409.35:0:0:0:1,231.859:-0.02997729:409.2559:0:0:0:1,223.6364:-0.02997375:397.354:0:0:0:1,251.3305:-0.02401882:399.8043:0:-0.4235321:0:0.9058811,247.8209:-0.02998745:378.6161:0:0:0:1,235.2962:-0.02997208:392.9448:0:0:0:1,217.1306:-0.02996024:403.6444:0:0.4497332:0:0.893163,245.6428:-0.02998957:407.5664:0:0.9996465:0:0.02658921,254.9469:0.07693452:386.5409:0:-0.6449979:0:0.7641844
4.578,Terrain,61770,None,True,240.393:-0.005000114:424.3809:0:0.9425316:0:-0.3341168,239.8003:-0.02999172:378.4257:0:0:0:1,251.1136:-0.02710381:391.4037:0:-0.4147338:0:0.9099428,240.3786:-0.02997062:409.35:0:0:0:1,231.859:-0.02997729:409.2559:0:0:0:1,223.6364:-0.02997375:397.354:0:0:0:1,251.3305:-0.02401882:399.8043:0:-0.4235321:0:0.9058811,247.8209:-0.02998745:378.6161:0:0:0:1,235.2962:-0.02997208:392.9448:0:0:0:1,217.1306:-0.02996024:403.6444:0:0.4497332:0:0.893163,245.6428:-0.02998957:407.5664:0:0.9996465:0:0.02658921,254.9469:0.07693452:386.5409:0:-0.6449979:0:0.7641844
4.667,Terrain,61770,None,True,240.393:-0.005000114:424.3809:0:0.9425316:0:-0.3341168,239.8003:-0.02999172:378.4257:0:0:0:1,251.1136:-0.02710381:391.4037:0:-0.4147338:0:0.9099428,240.3786:-0.02997062:409.35:0:0:0:1,231.859:-0.02997729:409.2559:0:0:0:1,223.6364:-0.02997375:397.354:0:0:0:1,251.3305:-0.02401882:399.8043:0:-0.4235321:0:0.9058811,247.8209:-0.02998745:378.6161:0:0:0:1,235.2962:-0.02997208:392.9448:0:0:0:1,217.1306:-0.02996024:403.6444:0:0.4497332:0:0.893163,245.6428:-0.02998957:407.5664:0:0.9996465:0:0.02658921,254.9469:0.07693452:386.5409:0:-0.6449979:0:0.7641844
4.756,Terrain,61770,None,True,240.393:-0.005000114:424.3809:0:0.9425316:0:-0.3341168,239.8003:-0.02999172:378.4257:0:0:0:1,251.1136:-0.02710381:391.4037:0:-0.4147338:0:0.9099428,240.3786:-0.02997062:409.35:0:0:0:1,231.859:-0.02997729:409.2559:0:0:0:1,223.6364:-0.02997375:397.354:0:0:0:1,251.3305:-0.02401882:399.8043:0:-0.4235321:0:0.9058811,247.8209:-0.02998745:378.6161:0:0:0:1,235.2962:-0.02997208:392.9448:0:0:0:1,217.1306:-0.02996024:403.6444:0:0.4497332:0:0.893163,245.6428:-0.02998957:407.5664:0:0.9996465:0:0.02658921,254.9469:0.07693452:386.5409:0:-0.6449979:0:0.7641844
4.838,Terrain,61770,None,True,240.393:-0.005000114:424.3809:0:0.9425316:0:-0.3341168,239.8003:-0.02999172:378.4257:0:0:0:1,251.1136:-0.02710381:391.4037:0:-0.4147338:0:0.9099428,240.3786:-0.02997062:409.35:0:0:0:1,231.859:-0.02997729:409.2559:0:0:0:1,223.6364:-0.02997375:397.354:0:0:0:1,251.3305:-0.02401882:399.8043:0:-0.4235321:0:0.9058811,247.8209:-0.02998745:378.6161:0:0:0:1,235.2962:-0.02997208:392.9448:0:0:0:1,217.1306:-0.02996024:403.6444:0:0.4497332:0:0.893163,245.6428:-0.02998957:407.5664:0:0.9996465:0:0.02658921,254.9469:0.07693452:386.5409:0:-0.6449979:0:0.7641844
4.924,Terrain,61770,None,True,240.393:-0.005000114:424.3809:0:0.9425316:0:-0.3341168,239.8003:-0.02999172:378.4257:0:0:0:1,251.1136:-0.02710381:391.4037:0:-0.4147338:0:0.9099428,240.3786:-0.02997062:409.35:0:0:0:1,231.859:-0.02997729:409.2559:0:0:0:1,223.6364:-0.02997375:397.354:0:0:0:1,251.3305:-0.02401882:399.8043:0:-0.4235321:0:0.9058811,247.8209:-0.02998745:378.6161:0:0:0:1,235.2962:-0.02997208:392.9448:0:0:0:1,217.1306:-0.02996024:403.6444:0:0.4497332:0:0.893163,245.6428:-0.02998957:407.5664:0:0.9996465:0:0.02658921,254.9469:0.07693452:386.5409:0:-0.6449979:0:0.7641844
5.006,Terrain,61770,None,True,240.393:-0.005000114:424.3809:0:0.9425316:0:-0.3341168,239.8003:-0.02999172:378.4257:0:0:0:1,251.1136:-0.02710381:391.4037:0:-0.4147338:0:0.9099428,240.3786:-0.02997062:409.35:0:0:0:1,231.859:-0.02997729:409.2559:0:0:0:1,223.6364:-0.02997375:397.354:0:0:0:1,251.3305:-0.02401882:399.8043:0:-0.4235321:0:0.9058811,247.8209:-0.02998745:378.6161:0:0:0:1,235.2962:-0.02997208:392.9448:0:0:0:1,217.1306:-0.02996024:403.6444:0:0.4497332:0:0.893163,245.6428:-0.02998957:407.5664:0:0.9996465:0:0.02658921,254.9469:0.07693452:386.5409:0:-0.6449979:0:0.7641844
5.092,Terrain,61770,None,True,240.393:-0.005000114:424.3809:0:0.9425316:0:-0.3341168,239.8003:-0.02999172:378.4257:0:0:0:1,251.1136:-0.02710381:391.4037:0:-0.4147338:0:0.9099428,240.3786:-0.02997062:409.35:0:0:0:1,231.859:-0.02997729:409.2559:0:0:0:1,223.6364:-0.02997375:397.354:0:0:0:1,251.3305:-0.02401882:399.8043:0:-0.4235321:0:0.9058811,247.8209:-0.02998745:378.6161:0:0:0:1,235.2962:-0.02997208:392.9448:0:0:0:1,217.1306:-0.02996024:403.6444:0:0.4497332:0:0.893163,245.6428:-0.02998957:407.5664:0:0.9996465:0:0.02658921,254.9469:0.07693452:386.5409:0:-0.6449979:0:0.7641844
5.179,Terrain,61770,None,True,240.393:-0.005000114:424.3809:0:0.9425316:0:-0.3341168,239.8003:-0.02999172:378.4257:0:0:0:1,251.1136:-0.02710381:391.4037:0:-0.4147338:0:0.9099428,240.3786:-0.02997062:409.35:0:0:0:1,231.859:-0.02997729:409.2559:0:0:0:1,223.6364:-0.02997375:397.354:0:0:0:1,251.3305:-0.02401882:399.8043:0:-0.4235321:0:0.9058811,247.8209:-0.02998745:378.6161:0:0:0:1,235.2962:-0.02997208:392.9448:0:0:0:1,217.1306:-0.02996024:403.6444:0:0.4497332:0:0.893163,245.6428:-0.02998957:407.5664:0:0.9996465:0:0.02658921,254.9469:0.07693452:386.5409:0:-0.6449979:0:0.7641844
5.261,Terrain,61770,None,True,240.393:-0.005000114:424.3809:0:0.9425316:0:-0.3341168,239.8003:-0.02999172:378.4257:0:0:0:1,251.1136:-0.02710381:391.4037:0:-0.4147338:0:0.9099428,240.3786:-0.02997062:409.35:0:0:0:1,231.859:-0.02997729:409.2559:0:0:0:1,223.6364:-0.02997375:397.354:0:0:0:1,251.3305:-0.02401882:399.8043:0:-0.4235321:0:0.9058811,247.8209:-0.02998745:378.6161:0:0:0:1,235.2962:-0.02997208:392.9448:0:0:0:1,217.1306:-0.02996024:403.6444:0:0.4497332:0:0.893163,245.6428:-0.02998957:407.5664:0:0.9996465:0:0.02658921,254.9469:0.07693452:386.5409:0:-0.6449979:0:0.7641844
5.345,Terrain,61770,None,True,240.393:-0.005000114:424.3809:0:0.9425316:0:-0.3341168,239.8003:-0.02999172:378.4257:0:0:0:1,251.1136:-0.02710381:391.4037:0:-0.4147338:0:0.9099428,240.3786:-0.02997062:409.35:0:0:0:1,231.859:-0.02997729:409.2559:0:0:0:1,223.6364:-0.02997375:397.354:0:0:0:1,251.3305:-0.02401882:399.8043:0:-0.4235321:0:0.9058811,247.8209:-0.02998745:378.6161:0:0:0:1,235.2962:-0.02997208:392.9448:0:0:0:1,217.1306:-0.02996024:403.6444:0:0.4497332:0:0.893163,245.6428:-0.02998957:407.5664:0:0.9996465:0:0.02658921,254.9469:0.07693452:386.5409:0:-0.6449979:0:0.7641844
5.437,Terrain,61770,None,True,240.393:-0.005000114:424.3809:0:0.9425316:0:-0.3341168,239.8003:-0.02999172:378.4257:0:0:0:1,251.1136:-0.02710381:391.4037:0:-0.4147338:0:0.9099428,240.3786:-0.02997062:409.35:0:0:0:1,231.859:-0.02997729:409.2559:0:0:0:1,223.6364:-0.02997375:397.354:0:0:0:1,251.3305:-0.02401882:399.8043:0:-0.4235321:0:0.9058811,247.8209:-0.02998745:378.6161:0:0:0:1,235.2962:-0.02997208:392.9448:0:0:0:1,217.1306:-0.02996024:403.6444:0:0.4497332:0:0.893163,245.6428:-0.02998957:407.5664:0:0.9996465:0:0.02658921,254.9469:0.07693452:386.5409:0:-0.6449979:0:0.7641844
5.521,Terrain,61770,None,True,240.393:-0.005000114:424.3809:0:0.9425316:0:-0.3341168,239.8003:-0.02999172:378.4257:0:0:0:1,251.1136:-0.02710381:391.4037:0:-0.4147338:0:0.9099428,240.3786:-0.02997062:409.35:0:0:0:1,231.859:-0.02997729:409.2559:0:0:0:1,223.6364:-0.02997375:397.354:0:0:0:1,251.3305:-0.02401882:399.8043:0:-0.4235321:0:0.9058811,247.8209:-0.02998745:378.6161:0:0:0:1,235.2962:-0.02997208:392.9448:0:0:0:1,217.1306:-0.02996024:403.6444:0:0.4497332:0:0.893163,245.6428:-0.02998957:407.5664:0:0.9996465:0:0.02658921,254.9469:0.07693452:386.5409:0:-0.6449979:0:0.7641844
5.603,Terrain,61770,None,True,240.393:-0.005000114:424.3809:0:0.9425316:0:-0.3341168,239.8003:-0.02999172:378.4257:0:0:0:1,251.1136:-0.02710381:391.4037:0:-0.4147338:0:0.9099428,240.3786:-0.02997062:409.35:0:0:0:1,231.859:-0.02997729:409.2559:0:0:0:1,223.6364:-0.02997375:397.354:0:0:0:1,251.3305:-0.02401882:399.8043:0:-0.4235321:0:0.9058811,247.8209:-0.02998745:378.6161:0:0:0:1,235.2962:-0.02997208:392.9448:0:0:0:1,217.1306:-0.02996024:403.6444:0:0.4497332:0:0.893163,245.6428:-0.02998957:407.5664:0:0.9996465:0:0.02658921,254.9469:0.07693452:386.5409:0:-0.6449979:0:0.7641844
5.689,Terrain,61770,None,True,240.393:-0.005000114:424.3809:0:0.9425316:0:-0.3341168,239.8003:-0.02999172:378.4257:0:0:0:1,251.1136:-0.02710381:391.4037:0:-0.4147338:0:0.9099428,240.3786:-0.02997062:409.35:0:0:0:1,231.859:-0.02997729:409.2559:0:0:0:1,223.6364:-0.02997375:397.354:0:0:0:1,251.3305:-0.02401882:399.8043:0:-0.4235321:0:0.9058811,247.8209:-0.02998745:378.6161:0:0:0:1,235.2962:-0.02997208:392.9448:0:0:0:1,217.1306:-0.02996024:403.6444:0:0.4497332:0:0.893163,245.6428:-0.02998957:407.5664:0:0.9996465:0:0.02658921,254.9469:0.07693452:386.5409:0:-0.6449979:0:0.7641844
5.776,Terrain,61770,None,True,240.393:-0.005000114:424.3809:0:0.9425316:0:-0.3341168,239.8003:-0.02999172:378.4257:0:0:0:1,251.1136:-0.02710381:391.4037:0:-0.4147338:0:0.9099428,240.3786:-0.02997062:409.35:0:0:0:1,231.859:-0.02997729:409.2559:0:0:0:1,223.6364:-0.02997375:397.354:0:0:0:1,251.3305:-0.02401882:399.8043:0:-0.4235321:0:0.9058811,247.8209:-0.02998745:378.6161:0:0:0:1,235.2962:-0.02997208:392.9448:0:0:0:1,217.1306:-0.02996024:403.6444:0:0.4497332:0:0.893163,245.6428:-0.02998957:407.5664:0:0.9996465:0:0.02658921,254.9469:0.07693452:386.5409:0:-0.6449979:0:0.7641844
5.860,Terrain,61770,None,True,240.393:-0.005000114:424.3809:0:0.9425316:0:-0.3341168,239.8003:-0.02999172:378.4257:0:0:0:1,251.1136:-0.02710381:391.4037:0:-0.4147338:0:0.9099428,240.3786:-0.02997062:409.35:0:0:0:1,231.859:-0.02997729:409.2559:0:0:0:1,223.6364:-0.02997375:397.354:0:0:0:1,251.3305:-0.02401882:399.8043:0:-0.4235321:0:0.9058811,247.8209:-0.02998745:378.6161:0:0:0:1,235.2962:-0.02997208:392.9448:0:0:0:1,217.1306:-0.02996024:403.6444:0:0.4497332:0:0.893163,245.6428:-0.02998957:407.5664:0:0.9996465:0:0.02658921,254.9469:0.07693452:386.5409:0:-0.6449979:0:0.7641844
5.948,Terrain,61770,None,True,240.393:-0.005000114:424.3809:0:0.9425316:0:-0.3341168,239.8003:-0.02999172:378.4257:0:0:0:1,251.1136:-0.02710381:391.4037:0:-0.4147338:0:0.9099428,240.3786:-0.02997062:409.35:0:0:0:1,231.859:-0.02997729:409.2559:0:0:0:1,223.6364:-0.02997375:397.354:0:0:0:1,251.3305:-0.02401882:399.8043:0:-0.4235321:0:0.9058811,247.8209:-0.02998745:378.6161:0:0:0:1,235.2962:-0.02997208:392.9448:0:0:0:1,217.1306:-0.02996024:403.6444:0:0.4497332:0:0.893163,245.6428:-0.02998957:407.5664:0:0.9996465:0:0.02658921,254.9469:0.07693452:386.5409:0:-0.6449979:0:0.7641844
6.031,Terrain,61770,None,True,240.393:-0.005000114:424.3809:0:0.9425316:0:-0.3341168,239.8003:-0.02999172:378.4257:0:0:0:1,251.1136:-0.02710381:391.4037:0:-0.4147338:0:0.9099428,240.3786:-0.02997062:409.35:0:0:0:1,231.859:-0.02997729:409.2559:0:0:0:1,223.6364:-0.02997375:397.354:0:0:0:1,251.3305:-0.02401882:399.8043:0:-0.4235321:0:0.9058811,247.8209:-0.02998745:378.6161:0:0:0:1,235.2962:-0.02997208:392.9448:0:0:0:1,217.1306:-0.02996024:403.6444:0:0.4497332:0:0.893163,245.6428:-0.02998957:407.5664:0:0.9996465:0:0.02658921,254.9469:0.07693452:386.5409:0:-0.6449979:0:0.7641844
6.119,Terrain,61770,None,True,240.393:-0.005000114:424.3809:0:0.9425316:0:-0.3341168,239.8003:-0.02999172:378.4257:0:0:0:1,251.1136:-0.02710381:391.4037:0:-0.4147338:0:0.9099428,240.3786:-0.02997062:409.35:0:0:0:1,231.859:-0.02997729:409.2559:0:0:0:1,223.6364:-0.02997375:397.354:0:0:0:1,251.3305:-0.02401882:399.8043:0:-0.4235321:0:0.9058811,247.8209:-0.02998745:378.6161:0:0:0:1,235.2962:-0.02997208:392.9448:0:0:0:1,217.1306:-0.02996024:403.6444:0:0.4497332:0:0.893163,245.6428:-0.02998957:407.5664:0:0.9996465:0:0.02658921,254.9469:0.07693452:386.5409:0:-0.6449979:0:0.7641844
6.207,Terrain,61770,None,True,240.393:-0.005000114:424.3809:0:0.9425316:0:-0.3341168,239.8003:-0.02999172:378.4257:0:0:0:1,251.1136:-0.02710381:391.4037:0:-0.4147338:0:0.9099428,240.3786:-0.02997062:409.35:0:0:0:1,231.859:-0.02997729:409.2559:0:0:0:1,223.6364:-0.02997375:397.354:0:0:0:1,251.3305:-0.02401882:399.8043:0:-0.4235321:0:0.9058811,247.8209:-0.02998745:378.6161:0:0:0:1,235.2962:-0.02997208:392.9448:0:0:0:1,217.1306:-0.02996024:403.6444:0:0.4497332:0:0.893163,245.6428:-0.02998957:407.5664:0:0.9996465:0:0.02658921,254.9469:0.07693452:386.5409:0:-0.6449979:0:0.7641844
6.290,Terrain,61770,None,True,240.393:-0.005000114:424.3809:0:0.9425316:0:-0.3341168,239.8003:-0.02999172:378.4257:0:0:0:1,251.1136:-0.02710381:391.4037:0:-0.4147338:0:0.9099428,240.3786:-0.02997062:409.35:0:0:0:1,231.859:-0.02997729:409.2559:0:0:0:1,223.6364:-0.02997375:397.354:0:0:0:1,251.3305:-0.02401882:399.8043:0:-0.4235321:0:0.9058811,247.8209:-0.02998745:378.6161:0:0:0:1,235.2962:-0.02997208:392.9448:0:0:0:1,217.1306:-0.02996024:403.6444:0:0.4497332:0:0.893163,245.6428:-0.02998957:407.5664:0:0.9996465:0:0.02658921,254.9469:0.07693452:386.5409:0:-0.6449979:0:0.7641844
6.372,Terrain,61770,None,True,240.393:-0.005000114:424.3809:0:0.9425316:0:-0.3341168,239.8003:-0.02999172:378.4257:0:0:0:1,251.1136:-0.02710381:391.4037:0:-0.4147338:0:0.9099428,240.3786:-0.02997062:409.35:0:0:0:1,231.859:-0.02997729:409.2559:0:0:0:1,223.6364:-0.02997375:397.354:0:0:0:1,251.3305:-0.02401882:399.8043:0:-0.4235321:0:0.9058811,247.8209:-0.02998745:378.6161:0:0:0:1,235.2962:-0.02997208:392.9448:0:0:0:1,217.1306:-0.02996024:403.6444:0:0.4497332:0:0.893163,245.6428:-0.02998957:407.5664:0:0.9996465:0:0.02658921,254.9469:0.07693452:386.5409:0:-0.6449979:0:0.7641844
6.458,Terrain,61770,None,True,240.393:-0.005000114:424.3809:0:0.9425316:0:-0.3341168,239.8003:-0.02999172:378.4257:0:0:0:1,251.1136:-0.02710381:391.4037:0:-0.4147338:0:0.9099428,240.3786:-0.02997062:409.35:0:0:0:1,231.859:-0.02997729:409.2559:0:0:0:1,223.6364:-0.02997375:397.354:0:0:0:1,251.3305:-0.02401882:399.8043:0:-0.4235321:0:0.9058811,247.8209:-0.02998745:378.6161:0:0:0:1,235.2962:-0.02997208:392.9448:0:0:0:1,217.1306:-0.02996024:403.6444:0:0.4497332:0:0.893163,245.6428:-0.02998957:407.5664:0:0.9996465:0:0.02658921,254.9469:0.07693452:386.5409:0:-0.6449979:0:0.7641844
6.544,Terrain,61770,None,True,240.393:-0.005000114:424.3809:0:0.9425316:0:-0.3341168,239.8003:-0.02999172:378.4257:0:0:0:1,251.1136:-0.02710381:391.4037:0:-0.4147338:0:0.9099428,240.3786:-0.02997062:409.35:0:0:0:1,231.859:-0.02997729:409.2559:0:0:0:1,223.6364:-0.02997375:397.354:0:0:0:1,251.3305:-0.02401882:399.8043:0:-0.4235321:0:0.9058811,247.8209:-0.02998745:378.6161:0:0:0:1,235.2962:-0.02997208:392.9448:0:0:0:1,217.1306:-0.02996024:403.6444:0:0.4497332:0:0.893163,245.6428:-0.02998957:407.5664:0:0.9996465:0:0.02658921,254.9469:0.07693452:386.5409:0:-0.6449979:0:0.7641844
