Timestamp,Originator,OriginatorID,Event,Parameter,Shepherd,Wolf,Wolf,Wolf,Wolf,Wolf
.000,Terrain,11490,None,True,248.5:0:423.2:0:-0.9938502:0:0.1107332,238.1141:0.1115837:403.7122:0:0.126461:0:0.9919716,254.1505:0.1115837:406.1739:0:-0.3833985:0:0.923583,219.1169:0.1115837:408.9374:0:0.5332658:0:0.8459478,223.4755:0.1115837:396.552:0:0.38893:0:0.9212673,239.0525:0.1115837:392.0285:0:0:0:1
.353,Terrain,11490,None,True,248.5:-0.005000055:423.2:0:0.9938502:0:-0.1107332,238.1141:0.1115839:403.7122:0.002560974:0.2423866:-0.0006398281:0.9701762,254.1505:0.1115837:406.1739:0.003207734:-0.1595306:0.0005183734:0.9871876,219.1169:0.1115837:408.9374:0.001512624:0.5307173:-0.0009471749:0.8475471,223.4755:0.1115839:396.552:0.001482608:0.3681269:-0.000587011:0.9297742,239.0525:0.1115837:392.0285:0.001770298:0.1466106:-0.0002623801:0.9891927
.411,Terrain,11490,None,True,248.5:-0.005000055:423.2:0:0.9938502:0:-0.1107332,238.1141:0.1115839:403.7122:0.002560974:0.2423866:-0.0006398281:0.9701762,254.1505:0.1115837:406.1739:0.003207734:-0.1595306:0.0005183734:0.9871876,219.1169:0.1115837:408.9374:0.001512624:0.5307173:-0.0009471749:0.8475471,223.4755:0.1115839:396.552:0.001482608:0.3681269:-0.000587011:0.9297742,239.0525:0.1115837:392.0285:0.001770298:0.1466106:-0.0002623801:0.9891927
.460,Terrain,11490,None,True,248.5:-0.005000055:423.2:0:0.9938502:0:-0.1107332,238.1141:0.1115839:403.7122:0.002560974:0.2423866:-0.0006398281:0.9701762,254.1505:0.1115837:406.1739:0.003207734:-0.1595306:0.0005183734:0.9871876,219.1169:0.1115837:408.9374:0.001512624:0.5307173:-0.0009471749:0.8475471,223.4755:0.1115839:396.552:0.001482608:0.3681269:-0.000587011:0.9297742,239.0525:0.1115837:392.0285:0.001770298:0.1466106:-0.0002623801:0.9891927
.508,Terrain,11490,None,True,248.5:-0.005000055:423.2:0:0.9938502:0:-0.1107332,238.1141:0.1115839:403.7122:0.002560974:0.2423866:-0.0006398281:0.9701762,254.1505:0.1115837:406.1739:0.003207734:-0.1595306:0.0005183734:0.9871876,219.1169:0.1115837:408.9374:0.001512624:0.5307173:-0.0009471749:0.8475471,223.4755:0.1115839:396.552:0.001482608:0.3681269:-0.000587011:0.9297742,239.0525:0.1115837:392.0285:0.001770298:0.1466106:-0.0002623801:0.9891927
.557,Terrain,11490,None,True,248.5:-0.005000055:423.2:0:0.9938502:0:-0.1107332,238.1141:0.1115839:403.7122:0.002560974:0.2423866:-0.0006398281:0.9701762,254.1505:0.1115837:406.1739:0.003207734:-0.1595306:0.0005183734:0.9871876,219.1169:0.1115837:408.9374:0.001512624:0.5307173:-0.0009471749:0.8475471,223.4755:0.1115839:396.552:0.001482608:0.3681269:-0.000587011:0.9297742,239.0525:0.1115837:392.0285:0.001770298:0.1466106:-0.0002623801:0.9891927
.604,Terrain,11490,None,True,248.5:-0.005000055:423.2:0:0.9938502:0:-0.1107332,238.1141:0.1115839:403.7122:0.002560974:0.2423866:-0.0006398281:0.9701762,254.1505:0.1115837:406.1739:0.003207734:-0.1595306:0.0005183734:0.9871876,219.1169:0.1115837:408.9374:0.001512624:0.5307173:-0.0009471749:0.8475471,223.4755:0.1115839:396.552:0.001482608:0.3681269:-0.000587011:0.9297742,239.0525:0.1115837:392.0285:0.001770298:0.1466106:-0.0002623801:0.9891927
.654,Terrain,11490,None,True,248.5552:-0.004999995:423.1364:0:0.996499:0:-0.08360481,238.1141:0.1115839:403.7122:0.002563313:0.2441159:-0.0006452697:0.9697425,254.1505:0.1115837:406.1739:0.003222161:-0.1586362:0.0005177097:0.9873317,219.1169:0.1115837:408.9374:0.001510426:0.5317712:-0.0009484168:0.8468862,223.4755:0.1115839:396.552:0.001482277:0.3691924:-0.0005888463:0.9293517,239.0525:0.1115837:392.0285:0.001772445:0.1476944:-0.0002646834:0.9890314
.703,Terrain,11490,None,True,248.7309:-0.005000055:422.9403:0:0.9999656:0:-0.008292585,238.1141:0.1115839:403.7122:0.002569912:0.2495773:-0.0006623543:0.9683512,254.1505:0.1115837:406.1739:0.003267776:-0.1556829:0.0005150192:0.9878016,219.1169:0.1115837:408.9374:0.00150335:0.535037:-0.0009520862:0.8448268,223.4755:0.1115839:396.552:0.001481011:0.3725274:-0.0005945101:0.9280198,239.0525:0.1115837:392.0285:0.001778923:0.1511329:-0.0002719784:0.9885118
.752,Terrain,11490,None,True,248.876:-0.004999995:422.7628:0:0.9996477:0:0.02654086,238.1141:0.1115839:403.7122:0.002576532:0.2542839:-0.0006774407:0.967126,254.1505:0.1115837:406.1739:0.003309054:-0.153313:0.0005133933:0.9881721,219.1169:0.1115837:408.9374:0.001497549:0.5378978:-0.0009555402:0.8430083,223.4755:0.1115839:396.552:0.00148025:0.3754184:-0.0005995691:0.9268541,239.0525:0.1115837:392.0285:0.001785018:0.154066:-0.0002783343:0.9880589
