Timestamp,Originator,OriginatorID,Event,Parameter,Shepherd,Wolf,Wolf,Wolf,Wolf,Wolf
.000,Terrain,11490,None,True,248.5:0:423.2:0:-0.9938502:0:0.1107332,238.1141:0.1115837:403.7122:0:0.126461:0:0.9919716,254.1505:0.1115837:406.1739:0:-0.3833985:0:0.923583,219.1169:0.1115837:408.9374:0:0.5332658:0:0.8459478,223.4755:0.1115837:396.552:0:0.38893:0:0.9212673,239.0525:0.1115837:392.0285:0:0:0:1
.694,Terrain,11490,None,True,248.3326:-0.004999995:423.0192:0:0.9880009:0:-0.1544482,238.1141:0.1115839:403.7122:0.002589823:0.2409948:-0.0006430905:0.9705228,254.1505:0.1115837:406.1739:0.003225678:-0.1655048:0.0005413338:0.9862036,219.1169:0.1115837:408.9374:0.001522003:0.5318872:-0.0009559768:0.8468134,223.4755:0.1115839:396.552:0.001492653:0.3681495:-0.0005910303:0.9297652,239.0525:0.1115837:392.0285:0.001782851:0.1449633:-0.0002612075:0.9894354
.754,Terrain,11490,None,True,248.1151:-0.004999995:422.77:0:0.982669:0:-0.185369,238.1141:0.1115839:403.7122:0.002629699:0.2392876:-0.0006480847:0.9709449,254.1505:0.1115837:406.1739:0.003250759:-0.1735129:0.0005727392:0.9848261,219.1169:0.1115837:408.9374:0.001534444:0.5335997:-0.0009681266:0.8457353,223.4755:0.1115839:396.552:0.001506268:0.3683049:-0.0005967125:0.9297037,239.0525:0.1115837:392.0285:0.001800145:0.1428496:-0.000259815:0.9897428
.814,Terrain,11490,None,True,247.8687:-0.004999995:422.4684:0:0.9778591:0:-0.2092643,238.1141:0.1115839:403.7122:0.002678345:0.2374956:-0.0006548334:0.9713847,254.1505:0.1115837:406.1739:0.003281541:-0.1829393:0.000610631:0.9831185,219.1169:0.1115837:408.9374:0.001548865:0.5358083:-0.0009828944:0.8443377,223.4755:0.1115839:396.552:0.001522478:0.3686574:-0.0006038023:0.9295639,239.0525:0.1115837:392.0285:0.001821132:0.1404907:-0.0002584156:0.9900803
.872,Terrain,11490,None,True,247.6034:-0.004999995:422.1434:0:0.9728295:0:-0.2315229,238.1141:0.1115839:403.7122:0.00273276:0.2354942:-0.0006621748:0.9718717,254.1505:0.1115837:406.1739:0.003313614:-0.1933091:0.00065287:0.9811321,219.1169:0.1115837:408.9374:0.001564632:0.5382411:-0.0009992408:0.8427889,223.4755:0.1115839:396.552:0.001540336:0.3690482:-0.0006116341:0.9294088,239.0525:0.1115837:392.0285:0.001844241:0.1378905:-0.0002567565:0.9904457
.932,Terrain,11490,None,True,247.3268:-0.004999995:421.8077:0:0.9682347:0:-0.250043,238.1141:0.1115839:403.7122:0.002791468:0.2332848:-0.0006696876:0.9724042,254.1505:0.1115837:406.1739:0.003345094:-0.2043208:0.0006982058:0.978898,219.1169:0.1115837:408.9374:0.001581313:0.5407963:-0.001016664:0.8411515,223.4755:0.1115839:396.552:0.001559322:0.3694361:-0.0006199266:0.9292547,239.0525:0.1115837:392.0285:0.001868716:0.1350951:-0.0002547906:0.9908308
.990,Terrain,11490,None,True,247.0449:-0.004999995:421.4661:0:0.9642103:0:-0.2651387,238.1141:0.1115839:403.7122:0.00285381:0.2309304:-0.000677343:0.9729658,254.1505:0.1115837:406.1739:0.003375414:-0.2157734:0.0007458999:0.9764374,219.1169:0.1115837:408.9374:0.001598588:0.5434567:-0.001034938:0.839435,223.4755:0.1115839:396.552:0.001579143:0.3698375:-0.0006285969:0.9290949,239.0525:0.1115837:392.0285:0.001894227:0.1321688:-0.0002525739:0.9912254
1.052,Terrain,11490,None,True,246.759:-0.004999995:421.1226:0:0.9603727:0:-0.278719,238.1141:0.1115839:403.7122:0.002919479:0.2284007:-0.0006849187:0.9735626,254.1505:0.1115837:406.1739:0.003403707:-0.2275876:0.0007955231:0.9737514,219.1169:0.1115837:408.9374:0.001616382:0.5461828:-0.001053931:0.8376639,223.4755:0.1115839:396.552:0.001599684:0.3702269:-0.0006375505:0.9289398,239.0525:0.1115837:392.0285:0.001920552:0.1291067:-0.0002500493:0.9916288
1.108,Terrain,11490,None,True,246.4688:-0.005000114:420.7799:0:0.9568309:0:-0.2906452,238.1141:0.1115839:403.7122:0.002988382:0.2256467:-0.0006921735:0.9742044,254.1505:0.1115837:406.1739:0.003429178:-0.2397252:0.0008467565:0.9708344,219.1169:0.1115837:408.9374:0.001634712:0.5489414:-0.00107358:0.8358585,223.4755:0.1115839:396.552:0.001620912:0.370576:-0.000646717:0.9288005,239.0525:0.1115837:392.0285:0.001947557:0.1258877:-0.0002471402:0.9920425
1.167,Terrain,11490,None,True,246.1764:-0.005000055:420.4378:0:0.9537755:0:-0.30052,238.1141:0.1115839:403.7122:0.003060601:0.2227002:-0.0006991578:0.9748819,254.1505:0.1115837:406.1739:0.003451799:-0.2521257:0.0008993471:0.967688,219.1169:0.1115837:408.9374:0.001653484:0.551749:-0.001093884:0.8340079,223.4755:0.1115839:396.552:0.001642788:0.3709052:-0.00065612:0.9286691,239.0525:0.1115837:392.0285:0.001975231:0.1225381:-0.0002438793:0.9924619
