Timestamp,Originator,OriginatorID,Event,Parameter,Shepherd
.000,Terrain,16110,None,True,260.2622:0:445.2538:0:-0.9759188:0:0.2181343
.404,Terrain,16110,None,True,260.2622:0.01025969:445.2538:0:0.9759188:0:-0.2181343
.454,Terrain,16110,None,True,260.2622:0.01025969:445.2538:0:0.9759188:0:-0.2181343
.504,Terrain,16110,None,True,260.2622:0.01025969:445.2538:0:0.9759188:0:-0.2181343
.554,Terrain,16110,None,True,260.2622:0.01025969:445.2538:0:0.9759188:0:-0.2181343
.603,Terrain,16110,None,True,260.2622:0.01025969:445.2538:0:0.9759188:0:-0.2181343
.653,Terrain,16110,None,True,260.2622:0.01025969:445.2538:0:0.9759188:0:-0.2181343
.703,Terrain,16110,None,True,260.205:0.01039016:445.1921:0:0.9738753:0:-0.2270835
.752,Terrain,16110,None,True,260.0949:0.01045179:445.0732:0:0.9699343:0:-0.2433671
.802,Terrain,16110,None,True,259.8701:0.0103929:444.8303:0:0.9644597:0:-0.2642303
.852,Terrain,16110,None,True,259.6966:0.01028216:444.6429:0:0.9611313:0:-0.2760917
.901,Terrain,16110,None,True,259.4168:0.01025981:444.3407:0:0.9566339:0:-0.2912931
.951,Terrain,16110,None,True,259.2226:0.01025969:444.1309:0:0.9539583:0:-0.2999394
1.001,Terrain,16110,None,True,258.9249:0.01025951:443.8092:0:0.9504013:0:-0.3110262
1.051,Terrain,16110,None,True,258.7239:0.01025951:443.592:0:0.9483132:0:-0.3173359
1.100,Terrain,16110,None,True,258.4203:0.01025963:443.264:0:0.9455658:0:-0.3254311
1.150,Terrain,16110,None,True,258.217:0.01025963:443.0445:0:0.9439667:0:-0.3300408
1.200,Terrain,16110,None,True,258.0134:0.01025975:442.8245:0:0.9425349:0:-0.3341077
1.249,Terrain,16110,None,True,257.7075:0.01025969:442.494:0:0.9406677:0:-0.3393291
1.299,Terrain,16110,None,True,257.5034:0.01025951:442.2735:0:0.9395891:0:-0.3423043
1.349,Terrain,16110,None,True,257.1971:0.01025969:441.9426:0:0.9381882:0:-0.3461256
1.398,Terrain,16110,None,True,256.9928:0.01025963:441.7219:0:0.9373817:0:-0.3483038
1.448,Terrain,16110,None,True,256.6864:0.01025957:441.3908:0:0.9363371:0:-0.3511024
1.498,Terrain,16110,None,True,256.4821:0.01025969:441.1701:0:0.9357372:0:-0.3526981
1.548,Terrain,16110,None,True,256.1756:0.01025969:440.839:0:0.9349617:0:-0.3547487
1.597,Terrain,16110,None,True,255.9713:0.01025963:440.6182:0:0.9345171:0:-0.3559182
1.647,Terrain,16110,None,True,255.6648:0.01025963:440.2871:0:0.9339433:0:-0.3574214
1.697,Terrain,16110,None,True,255.4608:0.01025969:440.066:0:0.9337525:0:-0.3579195
1.746,Terrain,16110,None,True,255.1578:0.01025957:439.7317:0:0.9340585:0:-0.3571202
1.796,Terrain,16110,None,True,254.9577:0.01025969:439.5071:0:0.9344011:0:-0.3562227
1.846,Terrain,16110,None,True,254.6633:0.01025957:439.1654:0:0.9357877:0:-0.352564
1.895,Terrain,16110,None,True,254.4744:0.01025981:438.9317:0:0.9379348:0:-0.3468117
1.945,Terrain,16110,None,True,254.2114:0.01025945:438.5666:0:0.9427528:0:-0.3334923
1.995,Terrain,16110,None,True,254.0485:0.01017457:438.3147:0:0.9461954:0:-0.3235959
2.045,Terrain,16110,None,True,253.8231:0.01005292:437.9255:0:0.9516668:0:-0.3071325
2.094,Terrain,16110,None,True,253.6848:0.009986162:437.6594:0:0.9554051:0:-0.2952986
2.144,Terrain,16110,None,True,253.4894:0.009895205:437.2538:0:0.9600355:0:-0.2798783
2.194,Terrain,16110,None,True,253.3641:0.009833157:436.9808:0:0.962612:0:-0.2708842
2.243,Terrain,16110,None,True,253.1805:0.008771539:436.5683:0:0.9659021:0:-0.2589075
2.293,Terrain,16110,None,True,253.0617:0.006931365:436.2909:0:0.9680643:0:-0.2507021
2.343,Terrain,16110,None,True,252.891:0.00423193:435.8716:0:0.9711125:0:-0.2386219
2.392,Terrain,16110,None,True,252.7827:0.002512932:435.59:0:0.973124:0:-0.230282
2.442,Terrain,16110,None,True,252.6289:7.027388E-05:435.1644:0:0.9759461:0:-0.2180118
2.492,Terrain,16110,None,True,252.5316:-0.001472533:434.8789:0:0.9776625:0:-0.2101811
2.542,Terrain,16110,None,True,252.3917:-0.003685892:434.4486:0:0.9799023:0:-0.199478
2.591,Terrain,16110,None,True,252.3016:-0.005108237:434.1608:0:0.9812179:0:-0.1929029
2.641,Terrain,16110,None,True,252.1702:-0.00529623:433.7289:0:0.9828781:0:-0.1842571
2.691,Terrain,16110,None,True,252.0846:-0.005236149:433.4406:0:0.9838604:0:-0.1789377
2.740,Terrain,16110,None,True,251.959:-0.005133808:433.0073:0:0.9851784:0:-0.1715331
2.790,Terrain,16110,None,True,251.8779:-0.005083442:432.7177:0:0.9860309:0:-0.1665623
2.840,Terrain,16110,None,True,251.7984:-0.005066097:432.4276:0:0.9867635:0:-0.1621663
2.889,Terrain,16110,None,True,251.7236:-0.005047023:432.1539:0:0.9867635:0:-0.1621663
2.939,Terrain,16110,None,True,251.6975:-0.005033612:432.0583:0:0.9867635:0:-0.1621663
