Timestamp,Originator,OriginatorID,Event,Parameter,Shepherd
.000,Terrain,112566,None,True,262.9717:0:450.5668:0:-0.9938502:0:0.1107332
.353,Terrain,112566,None,True,262.9716:0.01969612:450.5667:0:0.9938502:0:-0.1107332
.396,Terrain,112566,None,True,262.9716:0.01969618:450.5667:0:0.9938502:0:-0.1107332
.442,Terrain,112566,None,True,262.9716:0.01969618:450.5667:0:0.9938502:0:-0.1107332
.492,Terrain,112566,None,True,262.9716:0.01969618:450.5667:0:0.9938502:0:-0.1107332
.538,Terrain,112566,None,True,262.9716:0.01969618:450.5667:0:0.9938502:0:-0.1107332
.585,Terrain,112566,None,True,262.9716:0.01969618:450.5667:0:0.9938502:0:-0.1107332
.631,Terrain,112566,None,True,262.9716:0.01969618:450.5667:0:0.9938502:0:-0.1107332
.678,Terrain,112566,None,True,262.9716:0.01969618:450.5667:0:0.9938502:0:-0.1107332
.725,Terrain,112566,None,True,262.9716:0.01969618:450.5667:0:0.9938502:0:-0.1107332
.772,Terrain,112566,None,True,262.9716:0.01969618:450.5667:0:0.9938502:0:-0.1107332
.823,Terrain,112566,None,True,262.9716:0.01969618:450.5667:0:0.9938502:0:-0.1107332
.871,Terrain,112566,None,True,262.9716:0.01969618:450.5667:0:0.9938502:0:-0.1107332
.922,Terrain,112566,None,True,262.9716:0.01969618:450.5667:0:0.9938502:0:-0.1107332
.971,Terrain,112566,None,True,262.9716:0.01969618:450.5667:0:0.9938502:0:-0.1107332
1.018,Terrain,112566,None,True,262.9716:0.01969618:450.5667:0:0.9938502:0:-0.1107332
1.066,Terrain,112566,None,True,262.9716:0.01969618:450.5667:0:0.9938502:0:-0.1107332
1.113,Terrain,112566,None,True,262.9716:0.01969618:450.5667:0:0.9938502:0:-0.1107332
1.163,Terrain,112566,None,True,262.9716:0.01969618:450.5667:0:0.9938502:0:-0.1107332
1.212,Terrain,112566,None,True,262.9716:0.01969618:450.5667:0:0.9938502:0:-0.1107332
1.261,Terrain,112566,None,True,262.9716:0.01969618:450.5667:0:0.9938502:0:-0.1107332
1.308,Terrain,112566,None,True,262.9716:0.01969618:450.5667:0:0.9938502:0:-0.1107332
1.356,Terrain,112566,None,True,262.9716:0.01969618:450.5667:0:0.9938502:0:-0.1107332
1.405,Terrain,112566,None,True,262.9716:0.01969618:450.5667:0:0.9938502:0:-0.1107332
1.458,Terrain,112566,None,True,262.9716:0.01969618:450.5667:0:0.9938502:0:-0.1107332
