Timestamp,Originator,OriginatorID,Event,Parameter,Shepherd,Wolf,Wolf,Wolf,Wolf,Wolf
.000,Terrain,11490,None,True,248.5:0:423.2:0:-0.9938502:0:0.1107332,238.1141:0.1115837:403.7122:0:0.126461:0:0.9919716,254.1505:0.1115837:406.1739:0:-0.3833985:0:0.923583,219.1169:0.1115837:408.9374:0:0.5332658:0:0.8459478,223.4755:0.1115837:396.552:0:0.38893:0:0.9212673,239.0525:0.1115837:392.0285:0:0:0:1
.353,Terrain,11490,None,True,248.5:-0.005000055:423.2:0:0.9938502:0:-0.1107332,238.1141:0.1115839:403.7122:0.002560974:0.2423866:-0.0006398281:0.9701762,254.1505:0.1115837:406.1739:0.003207734:-0.1595306:0.0005183734:0.9871876,219.1169:0.1115837:408.9374:0.001512624:0.5307173:-0.0009471749:0.8475471,223.4755:0.1115839:396.552:0.001482608:0.3681269:-0.000587011:0.9297742,239.0525:0.1115837:392.0285:0.001770298:0.1466106:-0.0002623801:0.9891927
.417,Terrain,11490,None,True,248.5:-0.005000055:423.2:0:0.9938502:0:-0.1107332,238.1141:0.1115839:403.7122:0.002560974:0.2423866:-0.0006398281:0.9701762,254.1505:0.1115837:406.1739:0.003207734:-0.1595306:0.0005183734:0.9871876,219.1169:0.1115837:408.9374:0.001512624:0.5307173:-0.0009471749:0.8475471,223.4755:0.1115839:396.552:0.001482608:0.3681269:-0.000587011:0.9297742,239.0525:0.1115837:392.0285:0.001770298:0.1466106:-0.0002623801:0.9891927
.484,Terrain,11490,None,True,248.5:-0.005000055:423.2:0:0.9938502:0:-0.1107332,238.1141:0.1115839:403.7122:0.002560974:0.2423866:-0.0006398281:0.9701762,254.1505:0.1115837:406.1739:0.003207734:-0.1595306:0.0005183734:0.9871876,219.1169:0.1115837:408.9374:0.001512624:0.5307173:-0.0009471749:0.8475471,223.4755:0.1115839:396.552:0.001482608:0.3681269:-0.000587011:0.9297742,239.0525:0.1115837:392.0285:0.001770298:0.1466106:-0.0002623801:0.9891927
.563,Terrain,11490,None,True,248.5011:-0.004999995:423.1158:0:0.9946027:0:-0.1037565,238.1141:0.1115839:403.7122:0.002568968:0.2432802:-0.0006443398:0.9699525,254.1505:0.1115837:406.1739:0.003221774:-0.1602362:0.0005230055:0.9870733,219.1169:0.1115837:408.9374:0.001513171:0.531707:-0.0009499805:0.8469265,223.4755:0.1115839:396.552:0.001484599:0.368871:-0.0005891746:0.9294792,239.0525:0.1115837:392.0285:0.001774569:0.1469978:-0.0002637231:0.9891352
.624,Terrain,11490,None,True,248.5128:-0.004999876:422.8529:0:0.9967868:0:-0.08010069,238.1141:0.1115839:403.7122:0.002593573:0.2462717:-0.0006590236:0.9691972,254.1505:0.1115837:406.1739:0.003266965:-0.1622545:0.0005372012:0.9867434,219.1169:0.1115837:408.9374:0.001514396:0.5348525:-0.0009586187:0.8449435,223.4755:0.1115839:396.552:0.001490526:0.3712862:-0.0005960168:0.9285171,239.0525:0.1115837:392.0285:0.001787852:0.1483427:-0.0002681824:0.9889344
.667,Terrain,11490,None,True,248.5327:-0.004999995:422.6242:0:0.9979961:0:-0.06327554,238.1141:0.1115839:403.7122:0.002614569:0.249114:-0.0006725303:0.9684705,254.1505:0.1115837:406.1739:0.003308018:-0.1637976:0.0005492669:0.9864883,219.1169:0.1115837:408.9374:0.001514896:0.5376525:-0.000965989:0.8431646,223.4755:0.1115839:396.552:0.001495345:0.3734951:-0.0006020757:0.9276308,239.0525:0.1115837:392.0285:0.001799362:0.1496724:-0.0002723834:0.988734
.741,Terrain,11490,None,True,248.5934:-0.005000114:422.101:0:0.9994134:0:-0.03424833,238.1141:0.1115839:403.7122:0.002662269:0.2560989:-0.0007053294:0.9666467,254.1505:0.1115837:406.1739:0.003406991:-0.1670623:0.0005772964:0.9859403,219.1169:0.1115837:408.9374:0.001514929:0.5441655:-0.0009825935:0.838976,223.4755:0.1115839:396.552:0.00150577:0.3787485:-0.0006162177:0.9254982,239.0525:0.1115837:392.0285:0.001825858:0.1530058:-0.000282696:0.9882236
.822,Terrain,11490,None,True,248.6677:-0.004999995:421.535:0:0.9999335:0:-0.01153576,238.1141:0.1115839:403.7122:0.002714281:0.264136:-0.000743342:0.9644814,254.1505:0.1115837:406.1739:0.003521492:-0.1705763:0.0006096211:0.985338,219.1169:0.1115837:408.9374:0.001513928:0.5512905:-0.001000363:0.8343114,223.4755:0.1115839:396.552:0.001516591:0.3846076:-0.000631899:0.9230787,239.0525:0.1115837:392.0285:0.001855085:0.1568577:-0.0002946322:0.9876195
.894,Terrain,11490,None,True,248.7272:-0.004999995:421.0982:0:0.9999976:0:0.002179606,238.1141:0.1115839:403.7122:0.002754928:0.2706109:-0.000774411:0.9626846,254.1505:0.1115837:406.1739:0.003615281:-0.1733911:0.0006365031:0.9848462,219.1169:0.1115837:408.9374:0.001512605:0.5568183:-0.001013982:0.8306323,223.4755:0.1115839:396.552:0.001524738:0.3892164:-0.0006442561:0.9211448,239.0525:0.1115837:392.0285:0.001878131:0.1599502:-0.000304326:0.9871233
