Timestamp,Originator,OriginatorID,Event,Parameter,Shepherd,Wolf,Wolf,Wolf,Wolf,Wolf,Wolf,Wolf,Wolf,Wolf,Wolf,Wolf
.000,Terrain,110606,None,True,240.393:0:424.3809:0:-0.9938502:0:0.1107332,231.859:0:409.2561:0:0:0:1,251.5527:0.02229691:399.599:0:-0.4235321:0:0.9058812,239.8003:0:378.4259:0:0:0:1,254.9462:0.1008653:386.5403:0:-0.6449979:0:0.7641844,235.2962:0.2906466:392.9454:0:0:0:1,240.3786:0:409.3502:0:0:0:1,251.2971:0.07526565:391.3087:0:-0.4147338:0:0.9099429,245.6428:0:407.5663:0:0.9996465:0:0.02658921,247.8209:0:378.6161:0:0:0:1,217.1309:0:403.6449:0:0.4497332:0:0.893163,223.6364:0:397.3542:0:0:0:1
5.038,Terrain,110606,None,True,223.9575:-0.004999936:413.8372:0:-0.4994386:0:0.8663493,227.5461:-0.02999845:411.7404:-0.002608248:-0.497753:-0.001496879:0.8673136,251.3465:-0.02660114:399.8406:-0.00029951:-0.5219903:-0.0001832945:0.8529513,239.8025:-0.0299935:378.4325:-0.0003150713:-0.208854:-6.728783E-05:0.9779468,254.9773:0.07681903:386.5384:0.0009021354:-0.4119181:0.0004078113:0.9112204,235.2929:-0.02999792:392.9519:-0.0005098085:-0.246075:-0.0001294311:0.9692507,240.3609:-0.02999645:409.3661:-0.0005841661:-0.6070511:-0.0004462507:0.7946625,251.1516:-0.02268207:391.4501:-0.0002269813:-0.4268661:-0.0001071426:0.9043149,245.6285:-0.0299964:407.5805:-0.0004428211:-0.6010886:-0.0003330589:0.7991822,247.8244:-0.02999625:378.6244:-0.0002808695:-0.2934484:-8.621642E-05:0.9559749,217.1386:-0.03000265:403.6547:-0.0007766256:0.3440903:0.0002846087:0.9389362,223.6395:-0.03000164:397.3691:-0.0007589171:0.00965393:7.326875E-06:0.9999532
5.099,Terrain,110606,None,True,224.0902:-0.005000055:414.2215:0:-0.3789694:0:0.9254093,227.2423:-0.02999943:411.9283:-0.002857589:-0.4537073:-0.00145488:0.891145,251.3428:-0.02607068:399.8426:-0.0002927901:-0.5164075:-0.0001765636:0.8563429,239.8022:-0.0299969:378.4325:-0.0003129508:-0.2053705:-6.567071E-05:0.9786842,254.9775:0.07681623:386.538:0.0009005388:-0.4077802:0.0004021795:0.9130796,235.2926:-0.02999637:392.9521:-0.0005047097:-0.2400197:-0.0001247881:0.9707679,240.3605:-0.02999657:409.3663:-0.0005902374:-0.5975163:-0.0004398249:0.8018565,251.1495:-0.02312943:391.4523:-0.0002323816:-0.4219925:-0.0001081661:0.9065993,245.6282:-0.02999625:407.5804:-0.0004461469:-0.5938624:-0.0003293077:0.8045664,247.8241:-0.02999648:378.6244:-0.0002795886:-0.2898071:-8.465994E-05:0.9570851,217.1386:-0.03000265:403.6547:-0.0007766256:0.3440903:0.0002846087:0.9389362,223.6395:-0.02999592:397.3691:-0.0007412788:0.01336835:9.910559E-06:0.9999104
5.155,Terrain,110606,None,True,224.3114:-0.005000055:414.5769:0:-0.2635879:0:0.9646354,226.963:-0.03000116:412.1425:-0.003179233:-0.4023112:-0.001397101:0.9154964,251.3409:-0.02598584:399.8439:-0.000293075:-0.5105908:-0.0001740373:0.8598238,239.802:-0.02999708:378.4326:-0.0003113433:-0.2010686:-6.390653E-05:0.9795771,254.9774:0.07681662:386.537:0.0009009005:-0.4032364:0.0003969815:0.9150953,235.2923:-0.02999604:392.9522:-0.0005011607:-0.2327772:-0.0001199539:0.97253,240.3601:-0.02999657:409.3665:-0.0005991941:-0.5878795:-0.0004354469:0.8089482,251.1474:-0.02363712:391.4546:-0.000239136:-0.4166878:-0.0001096145:0.9090496,245.6278:-0.02999616:407.5803:-0.0004511671:-0.5865756:-0.0003267632:0.8098943,247.824:-0.0299975:378.6244:-0.0002788341:-0.2855573:-8.308254E-05:0.9583616,217.1386:-0.03000265:403.6547:-0.0007766256:0.3440903:0.0002846087:0.9389362,223.6395:-0.03000203:397.3694:-0.000725792:0.019512:1.416435E-05:0.9998094
5.210,Terrain,110606,None,True,224.549:-0.005000055:414.939:0:-0.1781326:0:0.9840066,226.7227:-0.03000596:412.3637:-0.003484483:-0.3433801:-0.001273973:0.9391892,251.3403:-0.02645358:399.844:-0.000301171:-0.5045413:-0.0001759965:0.8633875,239.8017:-0.02999663:378.4324:-0.0003097299:-0.196592:-6.210232E-05:0.9804854,254.9778:0.07682186:386.5367:0.0009014325:-0.3985315:0.0003917:0.9171541,235.2919:-0.0299975:392.952:-0.000497623:-0.2252935:-0.0001150696:0.9742908,240.36:-0.02999762:409.3663:-0.000608538:-0.5777482:-0.0004307467:0.8162147,251.1466:-0.02520493:391.4554:-0.0002595441:-0.4111804:-0.0001170742:0.911554,245.6276:-0.03000399:407.5797:-0.0004565736:-0.5789547:-0.000324195:0.8153595,247.824:-0.02999744:378.6245:-0.0002780826:-0.2811433:-8.146698E-05:0.9596658,217.1386:-0.03000265:403.6547:-0.0007766256:0.3440903:0.0002846087:0.9389362,223.6395:-0.0299972:397.3698:-0.000710201:0.02585867:1.837101E-05:0.9996654
5.260,Terrain,110606,None,True,224.6902:-0.005000055:415.195:0:-0.1382133:0:0.9904025,226.4412:-0.03000492:412.6966:-0.003907956:-0.3009135:-0.001233121:0.9536426,251.3382:-0.02626151:399.8452:-0.0002992846:-0.500432:-0.0001729912:0.8657758,239.8016:-0.02999792:378.4326:-0.0003085017:-0.193767:-6.093229E-05:0.9810475,254.9781:0.07682177:386.5364:0.0009011786:-0.395412:0.0003879537:0.9185033,235.2918:-0.02999789:392.9522:-0.0004947672:-0.2205611:-0.0001118817:0.975373,240.3596:-0.02999744:409.3664:-0.0006139075:-0.570687:-0.0004266476:0.8211673,251.1444:-0.02530652:391.4572:-0.0002608647:-0.4075169:-0.0001164116:0.9131976,245.6273:-0.02999544:407.5798:-0.0004594777:-0.5736682:-0.0003218065:0.8190876,247.8237:-0.02999839:378.6243:-0.0002774328:-0.2782894:-8.038191E-05:0.9604973,217.1386:-0.03000265:403.6547:-0.0007766256:0.3440903:0.0002846087:0.9389362,223.6395:-0.02999789:397.3701:-0.000699687:0.02943465:2.060397E-05:0.9995665
5.334,Terrain,110606,None,True,224.6529:-0.004999995:415.654:0:-0.2061448:0:0.9785215,226.2733:-0.02999991:412.95:-0.003821584:-0.2666695:-0.001057399:0.9637799,251.3343:-0.02629375:399.848:-0.0002982793:-0.495137:-0.0001699892:0.8688148,239.8013:-0.02999851:378.4324:-0.0003052445:-0.1920539:-5.973543E-05:0.9813843,254.978:0.0768216:386.5356:0.0008952043:-0.3920399:0.0003814953:0.9199477,235.2918:-0.02999771:392.9525:-0.0004866216:-0.2173745:-0.0001083704:0.9760882,240.359:-0.02999783:409.3667:-0.0006118349:-0.5605173:-0.0004141124:0.8281424,251.1402:-0.02576616:391.4608:-0.0002648325:-0.4034799:-0.0001167824:0.9149885,245.6268:-0.02999505:407.58:-0.0004584298:-0.5660146:-0.0003147495:0.8243951,247.8235:-0.02999616:378.6243:-0.0002750104:-0.2759347:-7.895003E-05:0.9611764,217.1386:-0.03000265:403.6547:-0.0007766256:0.3440903:0.0002846087:0.9389362,223.6399:-0.03000462:397.3701:-0.0006824801:0.02767019:1.889159E-05:0.9996169
5.401,Terrain,110606,None,True,224.3137:-0.005000174:415.9918:0:-0.2859253:0:0.9582519,226.0463:-0.03000075:413.3228:-0.003766586:-0.2839243:-0.001115334:0.9588386,251.3327:-0.02617237:399.8503:-0.0002925342:-0.4935265:-0.0001659977:0.8697308,239.8015:-0.02999771:378.4325:-0.0003017809:-0.1943123:-5.977915E-05:0.9809397,254.9779:0.07682031:386.5355:0.0008851546:-0.3919434:0.000377103:0.9199888,235.2918:-0.02999413:392.9525:-0.0004776182:-0.2205068:-0.0001079759:0.9753853,240.3586:-0.02999419:409.3669:-0.0005983665:-0.5560369:-0.000400302:0.8311573,251.1407:-0.02599707:391.4612:-0.0002642834:-0.4032272:-0.0001164531:0.9150999,245.6266:-0.02999678:407.5802:-0.0004509824:-0.562532:-0.0003068452:0.8267753,247.8234:-0.02999625:378.6243:-0.0002720077:-0.277113:-7.844915E-05:0.9608373,217.1386:-0.03000265:403.6547:-0.0007766256:0.3440903:0.0002846087:0.9389362,223.6397:-0.03000388:397.3701:-0.0006708086:0.01808814:1.213567E-05:0.9998362
5.457,Terrain,110606,None,True,224.0845:-0.005000055:416.1195:0:-0.325657:0:0.945488,225.9264:-0.02999955:413.503:-0.003724072:-0.3019085:-0.001179371:0.9533289,251.3329:-0.02628645:399.8503:-0.0002916599:-0.4936376:-0.0001655509:0.8696676,239.8016:-0.0299964:378.4326:-0.000300127:-0.1962732:-6.00754E-05:0.9805492,254.9779:0.07682011:386.5356:0.0008796069:-0.3926615:0.0003755511:0.9196826,235.2915:-0.02999645:392.9524:-0.0004733703:-0.2233796:-0.0001084825:0.9747314,240.3583:-0.02999845:409.367:-0.0005899738:-0.5553164:-0.0003939476:0.8316389,251.1409:-0.02596742:391.4613:-0.0002619746:-0.403986:-0.0001156953:0.9147651,245.6268:-0.03000692:407.5805:-0.0004463276:-0.5619211:-0.000303196:0.8271906,247.8235:-0.02999577:378.6244:-0.0002704812:-0.2784788:-7.842559E-05:0.9604424,217.1386:-0.03000265:403.6547:-0.0007766256:0.3440903:0.0002846087:0.9389362,223.6395:-0.03000814:397.3704:-0.0006666808:0.01186414:7.910153E-06:0.9999294
5.514,Terrain,110606,None,True,223.6975:-0.004999995:416.2576:0:-0.3870033:0:0.9220783,225.7276:-0.029998:413.775:-0.003670734:-0.3360519:-0.001309737:0.9418355,251.3327:-0.02630424:399.8502:-0.0002880398:-0.494714:-0.000163968:0.8690558,239.8016:-0.02999771:378.4326:-0.000297894:-0.1998976:-6.077494E-05:0.9798167,254.978:0.07682222:386.5356:0.0008712508:-0.3944505:0.0003739897:0.9189167,235.2912:-0.02999613:392.9525:-0.000467413:-0.2287684:-0.0001098423:0.9734808,240.3583:-0.02999932:409.3669:-0.0005763438:-0.5557929:-0.0003853239:0.8313206,251.1405:-0.02595171:391.4609:-0.0002588487:-0.4059387:-0.0001149761:0.9139003,245.6268:-0.03000438:407.5804:-0.0004384234:-0.5621684:-0.0002980181:0.8270227,247.8236:-0.02999946:378.6244:-0.0002683367:-0.2811974:-7.862826E-05:0.9596499,217.1386:-0.03000265:403.6547:-0.0007766256:0.3440903:0.0002846087:0.9389362,223.6395:-0.03000116:397.371:-0.0006618716:0.001535035:1.015998E-06:0.9999986
5.570,Terrain,110606,None,True,223.2855:-0.004999995:416.2852:0:-0.4649352:0:0.8853447,225.5127:-0.02999818:414.0363:-0.003652071:-0.3804353:-0.001502355:0.9247991,251.3326:-0.02630967:399.8502:-0.0002843785:-0.4972053:-0.0001629658:0.8676329,239.8022:-0.02999851:378.4329:-0.0002962718:-0.2042728:-6.182391E-05:0.978914,254.9782:0.07682201:386.5359:0.0008637338:-0.3972411:0.0003738753:0.9177138,235.2911:-0.02999768:392.9527:-0.0004629435:-0.2353778:-0.0001121167:0.9719039,240.3583:-0.02999932:409.3669:-0.0005627344:-0.5587673:-0.0003791492:0.8293242,251.1404:-0.02595815:391.4609:-0.0002562814:-0.4090671:-0.0001148886:0.9125043,245.6264:-0.03000379:407.5797:-0.0004304519:-0.5643252:-0.0002942452:0.8255524,247.8243:-0.0299969:378.6249:-0.0002665452:-0.2847483:-7.917602E-05:0.9586023,217.1386:-0.03000265:403.6547:-0.0007766256:0.3440903:0.0002846087:0.9389362,223.6394:-0.03000575:397.3711:-0.0006608891:-0.009352927:-6.181519E-06:0.9999561
5.610,Terrain,110606,None,True,223.0155:-0.004999995:416.235:0:-0.5225177:0:0.8526285,225.3079:-0.03000525:414.2398:-0.003744036:-0.4144116:-0.001704874:0.9100803,251.3307:-0.02580789:399.8505:-0.0002754975:-0.4995791:-0.0001588801:0.8662683,239.8022:-0.02999884:378.433:-0.0002956256:-0.2074379:-6.268753E-05:0.9782482,254.9788:0.07681724:386.5359:0.0008594983:-0.3995724:0.0003746388:0.9167012,235.291:-0.02999687:392.9528:-0.0004609579:-0.2402306:-0.0001140769:0.9707158,240.358:-0.02999631:409.3669:-0.0005541919:-0.5620478:-0.0003765937:0.8271045,251.1384:-0.02529395:391.4622:-0.0002467357:-0.4117045:-0.0001114674:0.9113174,245.6266:-0.02999601:407.58:-0.0004252865:-0.5667976:-0.0002925888:0.823857,247.8243:-0.02999735:378.625:-0.0002657001:-0.2874452:-7.973945E-05:0.9577971,217.1386:-0.03000265:403.6547:-0.0007766256:0.3440903:0.0002846087:0.9389362,223.6391:-0.03000617:397.3714:-0.0006623633:-0.01652233:-1.094528E-05:0.9998633
5.671,Terrain,110606,None,True,222.6481:-0.004999936:416.0551:0:-0.6085441:0:0.7935201,225.0753:-0.02999884:414.4298:-0.003774596:-0.4709605:-0.002015188:0.8821439,251.3286:-0.02590799:399.8515:-0.0002740924:-0.5040372:-0.0001599579:0.8636819,239.8021:-0.02999714:378.4333:-0.000295389:-0.212272:-6.416509E-05:0.9772106,254.9791:0.07681781:386.5363:0.0008549514:-0.4035727:0.0003771092:0.9149471,235.2909:-0.02999663:392.9533:-0.0004597928:-0.2477626:-0.0001175857:0.9688207,240.3578:-0.02999726:409.3672:-0.0005431045:-0.5686443:-0.0003754432:0.8225833,251.1362:-0.02505031:391.4632:-0.0002422085:-0.4162667:-0.0001108872:0.9092426,245.6265:-0.02999499:407.5804:-0.0004186224:-0.5718275:-0.0002917936:0.8203738,247.8244:-0.02999642:378.6253:-0.0002650125:-0.2917532:-8.083509E-05:0.9564936,217.1386:-0.03000265:403.6547:-0.0007766256:0.3440903:0.0002846087:0.9389362,223.6391:-0.03000155:397.372:-0.0006679226:-0.02649409:-1.770222E-05:0.9996487
5.730,Terrain,110606,None,True,222.3721:-0.005000114:415.7638:0:-0.6993588:0:0.7147709,224.7846:-0.02999741:414.6135:-0.003954597:-0.5336602:-0.002495502:0.8456861,251.3259:-0.02652887:399.852:-0.0002804327:-0.5091056:-0.0001658757:0.860704,239.802:-0.02999753:378.4334:-0.000296166:-0.216681:-6.573523E-05:0.9762424,254.9796:0.07682112:386.5362:0.0008530609:-0.4077619:0.0003809553:0.9130878,235.2907:-0.02999762:392.9534:-0.0004610476:-0.2548124:-0.000121491:0.9669904,240.3574:-0.02999777:409.3672:-0.0005349674:-0.5765859:-0.0003775287:0.8170363,251.1335:-0.02578667:391.4644:-0.0002503684:-0.4210895:-0.0001162352:0.9070191,245.6265:-0.03000116:407.5804:-0.0004138098:-0.5779464:-0.0002930613:0.8160746,247.8246:-0.02999616:378.6255:-0.000265159:-0.2959132:-8.214285E-05:0.9552148,217.1386:-0.03000265:403.6547:-0.0007766256:0.3440903:0.0002846087:0.9389362,223.6389:-0.02999839:397.3723:-0.0006776058:-0.03437865:-2.330896E-05:0.9994087
